0,1,2,3,4,5,6,label
0.6720246,-0.19624156,0.11168216,-0.7091999,-0.77321225,-0.009160608,-0.09347226,1
-0.13567841,0.33859247,-0.020953104,-0.72274834,-0.8484889,0.117212534,-0.28890568,1
0.5638825,0.7608681,0.25340384,-0.6863084,-0.8143887,-0.19451219,-0.23455492,1
0.1971346,0.0867908,-0.12522712,-0.77591044,-0.80105263,-0.07138312,-0.1878761,0
0.9267369,0.50804925,0.0065279454,-0.7694699,-0.7830787,-0.2950045,-0.08297145,1
-0.03873256,0.525905,-0.030431494,-0.7983779,-0.76609176,-0.23888683,-0.33025223,1
0.7339778,0.29344088,-0.05736196,-0.7415577,-0.764497,-0.28690633,0.32564408,1
-0.06784436,0.6057588,0.333754,-0.8237631,-0.6487001,0.45558465,0.15916789,0
0.23761684,0.31638345,0.174591,-0.941124,-0.5730008,0.076855764,0.117682695,1
0.58040774,0.8495448,0.38973063,-0.7477083,-0.7381139,-0.37049818,-0.4860898,1
0.0901244,0.7745714,-0.12546596,-0.8248309,-0.7627074,0.0021121427,-0.42896497,0
0.80182993,0.3597912,0.22196758,-0.7768699,-0.7351034,-0.18202715,-0.58351666,0
0.13956693,0.23174569,0.09297083,-0.8236604,-0.7181999,0.00030638278,-0.30819803,0
0.44906998,0.47675544,-0.22692743,-0.6305247,-0.8911201,0.09181464,0.14735246,1
0.65285647,-0.03862536,0.20815639,-0.7437483,-0.74979746,0.019428082,-0.39088058,0
-0.059500635,0.645327,0.0058672875,-0.81658477,-0.7482182,-0.38413325,-0.39726195,1
0.6540191,0.27845216,0.009999536,-0.7356222,-0.75957996,-0.29605192,0.2999577,1
-0.30739176,0.5656054,0.16811197,-0.6771207,-0.85866493,-0.33167526,-0.20409347,1
0.70780754,0.0776535,0.31191665,-0.7998933,-0.73214316,0.24376449,-0.6743828,0
0.88384604,0.08865696,0.29013646,-0.75544447,-0.74047333,-0.1983347,-0.3961649,1
0.12282561,0.22935392,0.043543518,-0.89722854,-0.64835316,-0.42068413,-0.22178492,0
-0.43771005,0.3245493,0.43123695,-0.71854824,-0.781848,-0.03104446,-0.27996147,0
-0.2954918,0.5266552,0.043871567,-0.7029884,-0.8498392,-0.23738493,-0.27505052,1
