0,1,2,3,label
0.7222285,-0.12865883,-0.27365246,0.6966845,1
-0.2802577,0.600279,-0.08097263,0.85950184,0
-0.10753873,0.33999172,-0.40015048,0.67067695,1
0.54512525,0.72663236,-0.044919923,0.68643886,1
0.21411721,0.14062154,-0.55811477,0.72113055,0
0.90326947,0.556849,-0.38227054,0.7301824,1
0.030474663,0.6349966,-0.43563932,0.82639843,0
-0.03568226,0.5221843,-0.418862,0.75771904,1
0.73412335,0.35202333,-0.46644455,0.7080973,1
-0.037279755,0.5522508,-0.027202994,0.84738797,0
0.24905875,0.3144856,-0.28434697,0.95959824,1
0.56017345,0.8092027,0.102392286,0.7848197,1
0.06262359,0.7621646,-0.5429549,0.78018624,0
0.8068528,0.40428865,-0.13275364,0.7871788,0
0.45529842,0.523591,-0.605231,0.55659616,1
0.3281679,0.34843403,-0.4858753,0.9473271,1
0.69759524,0.03138581,-0.1535426,0.7428154,0
-0.072063416,0.5970558,-0.38121748,0.781496,1
0.91212827,0.17050466,-0.6372825,0.6347408,1
0.6601924,0.32396764,-0.38220108,0.7128952,1
-0.30169505,0.524812,-0.1281293,0.6520881,1
0.7260285,0.24253803,-0.03720957,0.79967797,0
0.9082904,0.16164394,-0.05690755,0.76704323,1
0.51042324,0.17867741,-0.19448277,0.80447495,0
-0.2887283,0.50096387,-0.291445,0.6651284,1
0.3361217,-0.80757105,-0.39768577,0.625884,1
0.63904524,0.34546572,-0.47907704,0.80195326,1
-0.3402049,0.6699046,-0.2750558,0.56421316,1
0.15522541,0.5621001,-0.5085323,0.8661426,1
0.18949956,0.3222012,-0.48193714,0.8779729,0
0.5014858,0.6206397,-0.47857463,0.6089402,1
0.014603943,0.6245022,0.31442684,0.49058053,0
0.72567314,0.4183339,-0.07788855,0.7929486,0
0.7669529,0.2719779,-0.22644366,0.7218427,0
0.53498346,0.73715824,-0.24346006,0.81796074,0
0.9651867,0.28913975,-0.11876639,0.7494012,1
-0.02883479,0.78356564,-0.6320033,0.7512566,0
0.05839488,0.27210987,0.31048602,0.89695656,0
0.20936729,0.3379814,-0.39355785,0.83912015,1
0.6597351,0.81062526,-0.04694867,0.7188357,1
0.7404225,0.44308293,-0.16324842,0.8137156,0
0.08498907,-0.07633826,-0.20385668,0.81461406,1
0.6254326,0.5141538,-0.30423683,0.82095087,0
0.6280658,0.4175998,-0.10977137,0.89479893,0
-0.040299416,0.7628505,-0.2992525,0.6800795,0
0.7207252,0.36356026,-0.50643134,0.70207375,0
0.094453156,-0.18557692,-0.21538463,0.71975124,0
0.9313074,0.5515202,-0.094089374,0.77730083,0
0.27971062,0.36554503,-0.534963,0.82706165,0
0.042116404,-0.23715955,-0.26245305,0.8562794,0
0.7548635,0.22012977,-0.0003335923,0.78749484,0
0.71683496,0.43432316,-0.093767524,0.78384167,0
-0.18571001,0.42439014,-0.07137276,0.85666335,0
