0,1,2,3,4,5,6,label
0.7222285,-0.12865883,-0.27365246,0.6966845,-0.8778552,0.24985358,-0.08869526,1
-0.2802577,0.600279,-0.08097263,0.85950184,-0.83060676,-0.28520945,-0.21490605,0
-0.10753873,0.33999172,-0.40015048,0.67067695,-0.9260038,0.37893993,-0.2771287,1
0.54512525,0.72663236,-0.044919923,0.68643886,-0.8957201,0.047234237,-0.18963704,1
0.21411721,0.14062154,-0.55811477,0.72113055,-0.8989929,0.16894409,-0.2332129,0
0.90326947,0.556849,-0.38227054,0.7301824,-0.88700134,-0.07573342,-0.21433257,1
0.030474663,0.6349966,-0.43563932,0.82639843,-0.84461,0.12274183,-0.18252918,0
-0.03568226,0.5221843,-0.418862,0.75771904,-0.88068014,-0.00859879,-0.29227802,1
0.73412335,0.35202333,-0.46644455,0.7080973,-0.867192,-0.103308976,0.17542493,1
-0.037279755,0.5522508,-0.027202994,0.84738797,-0.82875913,0.7352853,0.08068201,0
0.24905875,0.3144856,-0.28434697,0.95959824,-0.7887584,0.35447437,0.059886128,1
0.56017345,0.8092027,0.102392286,0.7848197,-0.8603377,-0.1429953,-0.3789909,1
0.06262359,0.7621646,-0.5429549,0.78018624,-0.8702009,0.23790921,-0.33286726,0
0.8068528,0.40428865,-0.13275364,0.7871788,-0.8613204,0.059438027,-0.4687075,0
0.45529842,0.523591,-0.605231,0.55659616,-0.9212244,0.22030026,0.09427956,1
0.3281679,0.34843403,-0.4858753,0.9473271,-0.79729855,0.4530264,0.04478237,1
0.69759524,0.03138581,-0.1535426,0.7428154,-0.8716812,0.28214943,-0.31592563,0
-0.072063416,0.5970558,-0.38121748,0.781496,-0.8764751,-0.15334886,-0.36136797,1
0.91212827,0.17050466,-0.6372825,0.6347408,-0.8980579,0.1297042,0.54272676,1
0.6601924,0.32396764,-0.38220108,0.7128952,-0.86460125,-0.10455251,0.15932468,1
-0.30169505,0.524812,-0.1281293,0.6520881,-0.9225969,-0.10058962,-0.18547584,1
0.7260285,0.24253803,-0.03720957,0.79967797,-0.8756721,0.4107131,-0.4952887,0
0.9082904,0.16164394,-0.05690755,0.76704323,-0.868003,0.04558178,-0.32939595,1
0.51042324,0.17867741,-0.19448277,0.80447495,-0.8524172,0.47768444,-0.391623,0
-0.2887283,0.50096387,-0.291445,0.6651284,-0.91734177,-0.0051005185,-0.23737887,1
0.3361217,-0.80757105,-0.39768577,0.625884,-0.8808729,0.3432387,-0.49264064,1
0.63904524,0.34546572,-0.47907704,0.80195326,-0.84763104,0.37398428,-0.23439185,1
-0.3402049,0.6699046,-0.2750558,0.56421316,-0.9671824,0.14942597,-0.35524848,1
0.15522541,0.5621001,-0.5085323,0.8661426,-0.8324152,0.13619244,-0.20676523,1
0.18949956,0.3222012,-0.48193714,0.8779729,-0.8326186,-0.12933213,-0.31856498,0
0.5014858,0.6206397,-0.47857463,0.6089402,-0.92071587,0.101668194,-0.1345078,1
0.014603943,0.6245022,0.31442684,0.49058053,-0.9754835,0.47319555,-0.20345488,0
0.72567314,0.4183339,-0.07788855,0.7929486,-0.85948503,0.12533364,-0.39200163,0
0.7669529,0.2719779,-0.22644366,0.7218427,-0.8847825,0.26927915,-0.26266313,0
0.53498346,0.73715824,-0.24346006,0.81796074,-0.85447055,0.3303777,-0.30481684,0
0.9651867,0.28913975,-0.11876639,0.7494012,-0.8770755,0.02518174,-0.28371093,1
-0.02883479,0.78356564,-0.6320033,0.7512566,-0.89981353,0.12386548,-0.603994,0
0.05839488,0.27210987,0.31048602,0.89695656,-0.8195721,0.14907716,-0.06023565,0
0.20936729,0.3379814,-0.39355785,0.83912015,-0.84337115,0.65196705,-0.0026296824,1
0.6597351,0.81062526,-0.04694867,0.7188357,-0.87770826,-0.28823647,0.15688753,1
