0,1,label
-0.32907546,0.6706368,0
-0.17195672,0.3582854,1
0.5782695,0.73116446,1
0.15480432,0.09053281,0
0.930488,0.3992859,1
0.012387902,0.6247933,0
0.72161216,0.23487939,1
0.19489765,0.30621177,1
0.06061709,0.72666323,0
0.78740203,0.31424338,0
0.099195436,0.24171336,0
0.4488152,0.43572915,1
0.28198957,0.30229717,1
0.61737514,-0.032877237,0
-0.096922725,0.59449625,1
0.90065336,0.0017591715,1
0.63753736,0.22859201,1
-0.3530339,0.56286657,1
0.67150724,0.108595386,0
0.8620878,0.06388679,1
0.059829786,0.21860859,0
0.4347173,0.13397986,0
-0.5038826,0.3654556,0
-0.34517932,0.52212566,1
0.1300022,-0.35098624,1
0.12787104,-0.86647224,1
0.60438323,0.25522894,1
-0.23570186,0.035309434,1
0.13565125,0.52561224,1
0.49565715,0.7731494,1
0.1337657,0.27254713,0
-0.022569567,0.7032117,0
0.81971616,0.295815,1
0.7079947,0.35020602,0
0.74676704,0.23116195,0
-0.06763011,0.55875987,1
0.75209844,0.44400272,0
0.9464749,0.1714092,1
-0.041870266,0.7507329,0
-0.042779475,0.3566579,0
0.17213003,0.33426103,1
0.7085751,0.7371782,1
0.72407335,0.3535949,0
-0.02864635,-0.08893439,1
0.61346996,0.43917552,0
0.6044784,0.39102912,0
-0.26813293,0.6444427,1
-0.053203315,0.75570023,0
-0.028095335,-0.17402637,0
0.9536644,0.44205666,0
-0.109319806,-0.22761059,0
0.8158836,0.015612185,0
0.7014553,0.36550865,0
0.63896406,0.5726707,1
0.13613564,-0.37976563,1
0.09194186,0.3027435,1
0.6869232,0.43471014,0
0.06652908,-0.054149598,1
-0.5286366,0.21337597,1
0.7610756,0.6948314,1
0.55694413,0.33954558,0
0.6254257,0.6637918,0
-0.33175582,0.4912172,1
-0.22208709,0.40447554,1
0.36205852,0.7319801,0
0.61271507,0.2389481,1
0.3857044,0.6794988,1
-0.14924848,-0.18650234,1
-0.1318703,-0.17154235,0
0.714187,0.16971257,0
0.9078629,0.42962745,1
0.64737546,0.1615795,0
0.65321743,-0.028693438,0
-0.16354963,-0.6834489,1
0.17017497,0.2997851,1
0.41992196,0.8847058,0
0.75681263,0.16831306,1
-0.122482926,0.7038189,0
-0.14512199,-0.08532825,1
0.524397,0.50029224,0
0.08896637,0.29889596,0
0.66320765,0.38200307,0
-0.06869674,0.7732733,0
0.54713374,-0.021780789,1
-0.28812468,0.5333057,1
0.43398947,0.28294146,0
-0.15526715,0.52741295,0
-0.40242463,0.063648045,1
0.4882534,-0.4748292,0
0.7245353,0.24640174,0
0.5803791,0.5368637,1
0.91496795,0.2579117,1
0.03309703,0.0013458431,1
0.0065553486,-0.023347855,0
-0.26617533,-0.29074186,1
0.6393894,0.51300603,1
-0.14314362,-0.381509,1
0.59176606,0.5497503,0
0.29467323,0.23862368,0
-0.034926027,0.07680616,1
0.68372476,0.23758045,1
0.30482885,0.26954633,0
-0.15626615,0.13507648,1
0.7521986,0.27598143,1
0.78728634,0.2110348,1
0.24561052,0.6120551,0
0.67742777,0.47824156,0
