0,1,2,label
0.7222285,-0.12865883,-0.27365246,1
-0.2802577,0.600279,-0.08097263,0
-0.10753873,0.33999172,-0.40015048,1
0.54512525,0.72663236,-0.044919923,1
0.21411721,0.14062154,-0.55811477,0
0.90326947,0.556849,-0.38227054,1
0.030474663,0.6349966,-0.43563932,0
-0.03568226,0.5221843,-0.418862,1
0.73412335,0.35202333,-0.46644455,1
-0.037279755,0.5522508,-0.027202994,0
0.24905875,0.3144856,-0.28434697,1
0.56017345,0.8092027,0.102392286,1
0.06262359,0.7621646,-0.5429549,0
0.8068528,0.40428865,-0.13275364,0
0.45529842,0.523591,-0.605231,1
0.3281679,0.34843403,-0.4858753,1
0.69759524,0.03138581,-0.1535426,0
-0.072063416,0.5970558,-0.38121748,1
0.91212827,0.17050466,-0.6372825,1
0.6601924,0.32396764,-0.38220108,1
-0.30169505,0.524812,-0.1281293,1
0.7260285,0.24253803,-0.03720957,0
0.9082904,0.16164394,-0.05690755,1
0.51042324,0.17867741,-0.19448277,0
-0.2887283,0.50096387,-0.291445,1
0.3361217,-0.80757105,-0.39768577,1
0.63904524,0.34546572,-0.47907704,1
-0.3402049,0.6699046,-0.2750558,1
0.15522541,0.5621001,-0.5085323,1
0.18949956,0.3222012,-0.48193714,0
0.5014858,0.6206397,-0.47857463,1
0.014603943,0.6245022,0.31442684,0
0.72567314,0.4183339,-0.07788855,0
0.7669529,0.2719779,-0.22644366,0
0.53498346,0.73715824,-0.24346006,0
0.9651867,0.28913975,-0.11876639,1
-0.02883479,0.78356564,-0.6320033,0
0.05839488,0.27210987,0.31048602,0
0.20936729,0.3379814,-0.39355785,1
0.6597351,0.81062526,-0.04694867,1
0.7404225,0.44308293,-0.16324842,0
0.08498907,-0.07633826,-0.20385668,1
0.6254326,0.5141538,-0.30423683,0
0.6280658,0.4175998,-0.10977137,0
-0.040299416,0.7628505,-0.2992525,0
0.7207252,0.36356026,-0.50643134,0
0.094453156,-0.18557692,-0.21538463,0
0.9313074,0.5515202,-0.094089374,0
0.27971062,0.36554503,-0.534963,0
0.042116404,-0.23715955,-0.26245305,0
0.7548635,0.22012977,-0.0003335923,0
0.71683496,0.43432316,-0.093767524,0
-0.18571001,0.42439014,-0.07137276,0
0.6318457,0.64147186,-0.1842172,1
0.26111567,-0.3125165,-0.56626594,1
0.65916485,0.594007,-0.4926728,1
0.16633782,0.002185434,-0.58797705,1
-0.40194947,0.114777654,0.10733986,1
0.43411496,0.53242815,0.023828983,1
0.7206818,0.7477488,0.1681776,1
0.61045694,0.3687936,-0.1173052,0
0.5957592,0.74928087,-0.4244026,0
-0.2710573,0.44911793,-0.13610947,1
0.64317477,0.31269208,-0.17676134,1
-0.011318535,-0.20576489,-0.06610468,1
0.59982747,0.21864803,0.2500516,0
0.006915152,-0.1823051,-0.09876783,0
0.7625912,0.23001692,0.029132515,0
-0.12559989,0.5527867,-0.15461293,0
0.69843245,0.25645235,-0.3163403,0
0.7210878,0.0070910454,-0.3232891,0
0.21820587,0.37272567,-0.6058589,1
-0.31934935,0.69669855,0.10294747,0
0.7715504,0.32141677,-0.62275016,1
0.7789977,0.68100667,-0.121795624,1
-0.09226307,0.69281954,-0.2766914,0
-0.020619243,-0.08165386,-0.28595093,1
0.8810529,0.43286717,-0.09505156,1
0.14472738,0.2691772,-0.49939254,0
0.66763854,0.4862592,-0.5522255,0
-0.06343451,0.7776464,-0.3113527,0
0.62796855,-0.05292952,0.1551665,1
0.7373562,0.09823987,-0.4012391,1
-0.10294607,0.61263907,-0.44081694,0
0.7332134,0.35496408,-0.29369286,0
-0.08848214,0.51906806,-0.45643222,0
-0.11587793,0.49389902,-0.21401016,0
-0.2770573,-0.035488337,0.12862012,1
-0.08014673,0.59797364,0.01918909,0
0.7544478,0.3059165,0.039533287,0
0.5735461,0.60690755,-0.22012506,1
0.92520195,0.37014014,-0.13632014,1
0.13990358,0.032783687,-0.42298678,1
0.6246389,0.60344756,-0.34126288,1
0.3886337,0.2106778,0.032310635,0
0.056069702,0.11675304,-0.44143033,1
0.7446438,0.3517379,-0.21190774,1
0.6595631,0.5454054,-0.2436618,0
0.3455754,0.34863743,-0.59029293,0
-0.072194874,0.12645863,-0.32612205,1
0.7766685,0.3686081,-0.22345378,1
0.82507205,0.29656488,-0.06338012,1
0.73495936,-0.0011301041,-0.38600108,0
0.24465749,0.68391126,-0.5241413,0
0.6815866,0.57036656,-0.35566157,0
0.94242984,0.45534542,-0.21701477,1
0.37155488,0.64974546,0.07262319,0
0.21551901,-0.07025218,-0.7427208,1
-0.028840989,0.77195764,-0.34929866,0
-0.24375874,0.5973264,-0.17498462,0
-1.0,0.30284047,1.0,1
0.9223002,0.26312944,-0.14457232,0
-0.16638434,0.35835502,-0.36341032,1
0.8705834,0.26890975,-0.10917294,1
0.69020367,0.70935667,-0.40198576,1
0.65589786,0.3380145,-0.726024,1
0.48125523,0.8880837,0.01613307,0
0.7610373,0.4541378,-0.15430146,0
-0.060411394,0.38857797,-0.23414464,1
0.68584913,0.3387973,-0.7557743,1
0.5186722,0.62707746,-0.1265237,1
0.59719014,0.80757475,-0.1403425,0
0.4620147,0.7688159,0.10901004,1
-0.27437156,0.63599384,-0.08789337,0
0.30656976,0.73734534,0.09239957,0
0.6391344,0.8222214,-0.20759636,1
-0.07435125,0.41791785,-0.23062626,0
0.0022748113,0.6996751,-0.4523031,0
0.8180065,0.0776414,-0.08371419,0
0.7371274,0.088584185,-0.26499432,1
-0.4921878,0.5699783,-0.076307505,1
0.38495454,0.7669927,-0.022290364,0
0.84411615,0.51418054,-0.34064364,0
0.38921702,0.5814121,-0.5297544,0
0.7264177,0.60521054,-0.25316745,0
0.8724924,0.36459216,-0.32727963,1
0.8409227,0.3073002,-0.034922436,0
0.651227,0.8645719,-0.37404555,0
0.34491467,0.47039372,-0.5921501,1
-0.44039237,0.24514696,0.09751776,1
0.71944183,0.10246739,0.22150579,0
-0.17956865,0.6474382,-0.25911278,1
0.7652329,0.19226064,-0.21781933,1
0.7333549,0.52305335,-0.43573007,0
0.6030989,0.7379352,-0.30241376,1
0.6852304,0.45942312,0.05729282,1
0.7440318,0.08443287,-0.37335393,1
0.057532817,0.053264022,-0.30832994,0
0.7422323,0.86045456,-0.050320998,1
0.0004720688,0.49897656,-0.36045048,1
0.96006083,0.49587286,-0.16868296,1
-0.049185246,0.82180667,-0.2167252,0
0.003231138,0.58059967,-0.31281376,0
0.72868776,0.46484938,-0.19554204,1
0.44913006,0.48965117,0.14305606,0
0.75717735,0.48578656,-0.07404119,1
0.6753001,0.61390555,-0.27666548,0
0.76920867,0.39035612,-0.039041385,0
0.5834529,0.5263506,-0.3448472,0
0.2556467,0.16481924,-0.51436496,0
0.4858052,0.21728031,-0.033466056,0
0.69212234,0.3365291,-0.76604486,1
0.6754696,0.69321334,-0.20631887,0
0.9899164,0.42807087,-0.2093216,1
0.61302906,0.48767403,-0.6250422,1
0.5269122,0.77972484,-0.06774573,0
0.08666018,-0.043132633,-0.2544635,1
0.92108494,0.21701096,-0.20927937,1
0.50452244,0.71969825,-0.31103426,1
