0,1,2,3,4,5,label
0.71446013,-0.08512592,-0.08812599,-0.60095394,-0.77884483,0.11435659,1
-0.30353326,0.66253006,0.15353742,-0.74146456,-0.74998224,-0.36488035,0
-0.11143494,0.34687498,-0.20306866,-0.5949076,-0.8453093,0.24252538,1
0.55844843,0.78610975,0.13712563,-0.5539608,-0.8308232,-0.032863833,1
0.216178,0.13183558,-0.33118966,-0.66706175,-0.81927645,0.052557748,0
0.9119333,0.5300954,-0.21590856,-0.63970095,-0.83192277,-0.051585644,1
0.030103356,0.69035417,-0.19342753,-0.75692874,-0.7452851,0.009395082,0
-0.041244537,0.56195223,-0.20364217,-0.67059183,-0.81893575,-0.098601475,1
0.7322166,0.36185277,-0.23882638,-0.62160087,-0.7798196,-0.13320106,1
-0.05396706,0.6062905,0.18996541,-0.7590841,-0.65441203,0.4743551,0
0.23134482,0.36885297,-0.0009469893,-0.90012044,-0.6346035,0.09713499,1
0.55363613,0.8366811,0.3209289,-0.635754,-0.78447866,-0.20712575,1
0.07183483,0.81244475,-0.31427464,-0.7180922,-0.7887586,0.11371055,0
0.15072913,0.27175948,-0.07204598,-0.72848904,-0.7617245,0.09998303,0
0.3209192,0.39877716,-0.19624816,-0.90997505,-0.64631224,0.18330508,1
0.67580116,0.036128372,0.04307525,-0.63794816,-0.7674635,0.14664215,0
0.9350137,0.1805034,-0.44668835,-0.5723891,-0.81675637,0.108116485,1
0.65120125,0.33596325,-0.1590277,-0.61749095,-0.77483654,-0.14047216,1
0.72205174,0.17458838,0.19058739,-0.6993361,-0.7747225,0.29171896,0
0.1106987,0.27756578,-0.12378002,-0.81847477,-0.73592246,-0.29929253,0
0.49079493,0.1802859,0.017030109,-0.72234994,-0.7300298,0.26089132,0
-0.4306215,0.30824867,0.32369938,-0.5984293,-0.8091697,0.16416427,0
0.23841912,-0.27558404,-0.42262244,-0.56841743,-0.77746505,0.01773097,1
0.6382706,0.37541795,-0.24316815,-0.7422197,-0.73386,0.20196705,1
-0.16074604,0.006157726,0.41103333,-0.81964105,-0.67080057,-0.6077375,1
