0,1,2,3,label
0.6793126,-0.07530689,-0.18633197,0.54881036,1
-0.32424396,0.6420358,0.05527638,0.7094999,0
-0.012613326,0.67091936,-0.34285644,0.7110661,0
-0.09170067,0.52994394,-0.3323593,0.6241811,1
-0.08608207,0.61784095,0.09493551,0.71327764,0
0.5410309,0.85157585,0.18140617,0.60237306,1
0.77918017,0.43362772,-0.05412498,0.63196105,0
0.12421477,0.28499216,-0.1994893,0.6816358,0
0.38219133,0.52486897,-0.57618225,0.40318984,1
0.28587475,0.37562037,-0.35094756,0.8543786,1
-0.10849902,0.6327832,-0.31098545,0.66049945,1
0.87374634,0.16151932,-0.61696434,0.4985394,1
-0.3537386,0.5577949,-0.07656259,0.47764385,1
0.8855464,0.18130194,0.022363499,0.60263413,1
0.08985485,0.25887716,-0.25806534,0.77611405,0
0.46242017,0.21528976,-0.09998954,0.6763874,0
-0.44619185,0.3090581,0.26551962,0.555818,0
-0.35140854,0.53451407,-0.23964861,0.50901747,1
0.19756544,-0.30213737,-0.5227115,0.51273465,1
0.27523643,-0.8266908,-0.3506497,0.4706247,1
-0.13530001,0.006142527,0.3447215,0.7953223,1
-0.40570486,0.6928093,-0.2616215,0.39140257,1
0.11747867,0.59324145,-0.40838933,0.76479346,1
0.4327958,0.84077364,-0.026566982,0.4776065,1
0.14878532,0.3294358,-0.36357096,0.76892096,0
0.44496614,0.6351637,-0.4452073,0.4656723,1
-0.042195648,0.6727838,0.31891018,0.2599956,0
0.79831403,0.39494485,-0.22863719,0.55885506,1
0.69945896,0.45340544,0.0021524876,0.6391187,0
0.74326336,0.320009,-0.15225613,0.5759789,0
-0.076015174,0.5802742,-0.23312782,0.7341528,1
0.73519933,0.55309486,0.034198746,0.6459933,0
0.5033497,0.7606149,-0.17407313,0.69135493,0
0.94716394,0.29797444,-0.05707982,0.5862156,1
-0.08660233,0.79707205,-0.5662324,0.6470932,0
0.010690838,0.33291814,0.48253405,0.73422617,0
0.16290402,0.3900759,-0.257142,0.73188627,1
0.6446676,0.8222469,0.0050549954,0.53780067,1
0.7181939,0.45914415,-0.08368868,0.67774814,0
0.04853502,-0.060321987,-0.09040136,0.6739388,1
0.59751534,0.5474287,-0.22512576,0.69669867,0
0.6143148,0.48406082,0.013013929,0.74850017,0
-0.27963936,0.63016295,-0.1780297,0.6262394,1
-0.09282377,0.7742175,-0.2600956,0.5374655,0
0.6702528,0.37373754,-0.45726976,0.56153345,0
0.047602177,-0.15889835,-0.09184824,0.58183205,0
0.922226,0.5668044,-0.028671145,0.6133346,0
0.24006835,0.38674304,-0.4465982,0.7243606,0
-0.0037092566,-0.18464416,-0.13182256,0.7513274,0
0.7271292,0.25627387,0.0901348,0.6264061,0
0.8278019,0.14102045,-0.1977162,0.5494488,0
0.68925756,0.46867105,-0.018115014,0.63045835,0
-0.22477877,0.45875135,0.06865232,0.7075629,0
0.58918434,0.6656227,-0.14369227,0.49951386,1
0.6238643,0.6223965,-0.42488134,0.69688684,1
0.10838166,0.35245407,-0.3138532,0.753996,1
0.66510427,0.54880893,-0.23750529,0.7167257,0
0.11233875,0.024805278,-0.5244423,0.6213257,1
0.40282363,0.59204024,0.0810239,0.44184232,1
0.71731853,0.7699619,0.2256695,0.535199,1
0.55060583,0.4405153,0.045886174,0.76359135,0
0.56540364,0.77309024,-0.36774534,0.66259885,0
-0.32381338,0.46935138,-0.07136337,0.5093912,1
