0,1,2,label
-0.2881558,0.7921613,-0.9298797,2
-0.8393475,0.12710528,-0.90129775,1
-0.765303,0.53228605,-0.8548524,1
-0.39654654,0.70430696,-0.92587066,1
-0.8401105,0.072996005,-0.9341061,0
-0.7721232,0.32040757,-0.8888695,1
-0.93184733,-0.10764432,-0.9317554,0
-0.82108974,0.2489052,-0.8981241,1
-0.5001046,0.206802,-0.9770389,2
-0.8084496,-0.026572317,-0.9660411,0
-0.70898587,0.56768644,-0.87863004,0
-0.21262696,0.69971496,-0.937895,2
0.22565943,-0.35154182,-0.853338,2
-0.6882145,0.6739639,-0.8285347,1
-0.77122617,0.44988462,-0.86753774,1
-0.37821904,0.58301705,-0.9527689,2
0.27707326,0.35653168,-0.88557965,2
-0.029721528,0.3328763,-0.924267,2
-0.84080315,-0.0011945963,-0.9453569,1
-0.36118212,0.50212675,-0.93988425,2
-0.8563889,0.46359766,-0.8320159,1
-0.7013388,0.2681936,-0.9101335,1
-0.87328446,0.217583,-0.85851574,0
-0.8157532,0.39928812,-0.86221325,1
-0.8818667,-0.023646414,-0.9496005,0
-0.82213265,0.1939145,-0.886473,1
0.17947495,-0.2835093,-0.8875384,2
-0.89449793,-0.07119015,-0.9310709,0
-0.3976597,0.6029712,-0.9391353,1
-0.37428305,0.33963406,-0.9197028,0
-0.80111635,0.29422963,-0.88312477,1
0.19897932,-0.12801024,-0.93122494,2
-0.69621825,-0.109811634,-0.9816958,0
-0.88079417,-0.05890277,-0.94672245,0
-0.68605906,0.50543386,-0.89610773,1
-0.87128127,0.16066079,-0.8978089,1
-0.046634972,0.38059783,-0.956644,2
-0.8089137,0.23328888,-0.8975221,1
-0.04012397,0.641798,-0.96268976,2
-0.5506258,-0.1054481,-0.9770523,0
0.12843138,0.5893309,-0.9556731,2
-0.52303916,0.68969804,-0.904631,1
-0.8960769,0.11404921,-0.9100487,0
-0.8892727,-0.112339586,-0.95492053,1
-0.8496567,0.02167666,-0.92986465,1
-0.7124741,0.2962142,-0.9373024,0
-0.1168223,0.74648577,-0.9658959,2
-0.81105095,0.25529584,-0.89884645,1
0.08778733,0.84150887,-0.92515266,2
-0.29590666,0.051590726,-0.99118257,0
-0.8314159,0.1884567,-0.90753704,1
-0.8083199,0.26520535,-0.8910984,1
-0.78106,0.33071724,-0.90604377,0
-0.7872879,0.6149999,-0.836021,1
-0.739627,0.12605976,-0.94008464,0
-0.8529812,0.17872086,-0.89029783,1
-0.076975495,0.05580242,-0.94710237,0
-0.49818,0.58940977,-0.9119865,1
-0.21528788,0.6633476,-0.91700566,2
-0.21064454,0.62837857,-0.95461506,2
-0.80427456,0.2872456,-0.8847906,1
-0.033360213,0.5780269,-0.96064585,2
-0.79043484,0.23718421,-0.91932976,1
-0.8533264,0.24161816,-0.88501316,0
-0.72871256,0.0009772778,-0.9648737,0
-0.6131027,0.12284534,-0.97420764,0
-0.07209703,0.17437401,-0.92968374,2
-0.7598695,0.2933802,-0.905935,1
-0.35647815,0.6899805,-0.94267327,2
-0.40532115,0.8122691,-0.895176,1
-0.80082107,0.25258192,-0.887421,0
-0.6167223,0.029859215,-0.98953587,0
-0.8062504,0.13244657,-0.92378306,1
-0.8575343,0.3022443,-0.8568749,1
-0.6380439,0.30158386,-0.9483084,1
-0.83764327,0.14066021,-0.92973155,0
-0.76025504,0.5796644,-0.85888255,1
-0.83759266,0.23160617,-0.91046214,0
0.3618763,-0.31173915,-0.8207625,2
-0.8370993,0.06890692,-0.9377585,0
0.05222696,0.7538384,-0.9186686,2
-0.6776408,0.59493566,-0.87509,1
-0.740088,0.42543662,-0.87237823,1
-0.1592395,-0.17739284,-0.92284876,2
-0.7716075,0.27850044,-0.91202307,1
-0.805832,0.37646747,-0.86236477,1
-0.6600518,0.6036912,-0.88758546,1
-0.06867075,0.77186596,-0.94484264,2
-0.8665571,0.10689385,-0.9174811,0
-0.92732775,-0.04132378,-0.92947245,0
-0.8491508,0.28857055,-0.8882154,1
-0.51182455,0.6520363,-0.9171122,0
-0.93917024,-0.14223003,-0.9396778,0
-0.69625103,0.5813011,-0.88547134,1
0.20965552,0.42052048,-0.94287723,2
-0.47763965,0.51964736,-0.9428411,2
-0.24252768,-0.18787876,-0.9413418,2
-0.82179594,0.2189149,-0.8527201,1
-0.18125418,-0.16682425,-0.9137487,0
0.6300939,0.16229951,-0.8956046,2
-0.5654095,0.49148294,-0.9037081,0
-0.71324944,0.33893758,-0.9001279,1
-0.68543935,0.5344207,-0.8936326,0
-0.8368232,0.30539343,-0.8756555,1
-0.94186234,-0.17904875,-0.94421226,0
0.6356906,-0.06403065,-0.8567951,2
-0.66369694,0.407731,-0.9167387,0
-0.1666033,0.5973985,-0.9611346,2
-0.28412974,0.76021624,-0.9429688,2
-0.3421393,0.12487994,-0.9352479,0
0.39005774,0.085223794,-0.9297215,2
-0.88230443,0.019839466,-0.93688387,0
-0.2525782,0.60524035,-0.94363624,1
-0.22969586,0.41732037,-0.9691882,2
-0.23720025,0.20446861,-0.98705125,2
0.4119782,-0.2798245,-0.8783013,2
-0.78125066,0.09059781,-0.9564104,0
-0.85956204,-0.023522437,-0.9514379,0
0.5214233,-0.43675584,-0.89564276,2
-0.8802366,0.17382592,-0.88395184,1
-0.831895,0.24424535,-0.6732877,1
0.016189784,0.7794003,-0.93969977,2
0.33502287,-0.26552564,-0.8596553,2
-0.3102585,0.17728996,-0.93139213,0
0.7303172,-0.16533983,-0.80903447,2
-0.8016995,0.24740764,-0.8897556,1
0.2324577,-0.22815424,-0.88343996,2
-0.66446316,0.5088762,-0.8932338,0
-0.93088824,-0.0916248,-0.92728287,0
-0.7204727,0.39978424,-0.88966537,1
0.06729907,0.51087165,-0.91802955,2
-0.85282815,0.20376489,-0.9107769,1
-0.752406,0.2828609,-0.90082276,0
-0.8422631,0.21832818,-0.88000137,1
-0.8303101,0.28465545,-0.87599427,1
-0.69938904,0.45858178,-0.87983584,1
-0.35633093,0.8949839,-0.91160053,2
-0.77745944,0.24338333,-0.9197101,0
-0.3193524,0.64767843,-0.94455177,2
-0.7126429,0.43607888,-0.88148004,1
-0.8909287,0.058535278,-0.92372066,0
-0.5592076,0.07839301,-0.98205966,0
-0.8024838,0.3778757,-0.83613837,0
-0.7363928,0.4601921,-0.8803567,1
-0.6765866,0.4600917,-0.88463056,1
-0.94838715,0.011058122,-0.88776386,0
-0.8743479,0.10172978,-0.9087332,0
-0.6589339,0.5312183,-0.89193517,0
0.17227739,0.44844383,-0.93306935,2
-0.5173696,0.6834252,-0.89903957,2
-0.5144317,0.2897791,-0.96998954,2
-0.77600336,0.33810306,-0.88907325,1
0.18135029,0.70682824,-0.9476236,2
-0.31603426,-0.34215903,-0.9123168,0
-0.260951,-0.70843554,-0.92773986,0
-0.27137083,0.7428061,-0.9339994,2
-0.09719616,0.63826513,-0.9656645,2
-0.40314734,0.20742643,-0.96699595,0
-0.8239352,0.19366825,-0.88996667,1
0.6001962,-0.26045978,-0.90171474,2
-0.20857823,0.8103743,-0.9247818,1
-0.36020762,0.59930855,-0.94680256,2
-0.72392267,0.37045363,-0.8965175,1
-0.8428495,0.28327537,-0.88337153,1
-0.7749623,0.48670697,-0.85680586,1
-0.71111995,0.25532645,-0.9376432,0
-0.07589772,0.79565406,-0.9247741,2
-0.6644839,0.28705943,-0.92997926,1
-0.9437705,-0.079567164,-0.91992337,0
-0.8909861,0.035191864,-0.9345002,0
-0.8459259,0.21727113,-0.90568995,1
-0.7051796,0.5771086,-0.8696567,1
0.055522025,-0.21904504,-0.95777327,2
-0.84234214,0.015016913,-0.95274574,0
-0.7048428,0.4029096,-0.9117488,0
-0.39727792,0.5657362,-0.9590372,0
-0.08807939,0.63895434,-0.9528072,2
-0.79480344,0.31111786,-0.88554406,1
-0.6357226,0.69492966,-0.8805486,1
-0.4994713,0.599914,-0.9145795,1
-0.21778117,0.71730316,-0.9485781,2
-0.89346004,0.13527054,-0.88982123,1
-0.4281559,0.5622257,-0.92756945,2
-0.45497158,0.7891404,-0.8829723,0
-0.34384128,0.7090493,-0.9200853,1
0.44579,-0.42940766,-0.79740703,2
0.11956185,0.25074777,-0.9200451,2
-0.6075959,-0.12998265,-0.9710473,0
-0.4772947,0.564399,-0.93961257,2
-0.43161547,-0.50760573,-0.89324856,0
-0.8172791,0.33025682,-0.89703035,1
-0.8236318,0.12364611,-0.9352359,0
-0.80475676,0.27713943,-0.90692353,1
-0.8040707,0.37073448,-0.88330895,1
-0.041651934,0.06918141,-0.94929624,2
0.005121857,0.6947203,-0.9384548,2
0.011454105,0.6637094,-0.9240674,2
0.4668966,-0.5611272,-0.83463836,2
-0.3763971,0.63318694,-0.9308047,2
-0.15162095,0.743281,-0.950973,2
-0.43347907,0.09253262,-0.9620084,0
-0.8675835,0.3881309,-0.8474249,1
0.28281796,0.42984462,-0.90993214,2
-0.16662702,-0.555614,-0.89135855,2
-0.36797893,0.67771983,-0.93932027,2
-0.71505904,0.54280293,-0.82248485,1
-0.7935219,-0.023619592,-0.97070503,0
-0.5563996,0.7427085,-0.8839921,1
-0.828181,0.16201857,-0.8984589,1
-0.060822487,0.6290715,-0.956531,2
-0.50224745,0.75471747,-0.89930445,2
-0.48500302,-0.17422843,-0.9739009,0
-0.88101995,-0.10229635,-0.96488935,0
-0.8112465,0.23937413,-0.8943947,1
-0.0057177544,0.44670013,-0.91897994,2
-0.868243,-0.0728032,-0.9487807,0
-0.3786767,0.48092765,-0.94322234,2
-0.12123856,0.81640804,-0.9452857,2
-0.47623625,0.24958348,-0.95048296,2
-0.8793179,-0.06417999,-0.95246744,0
-0.6891737,0.5361803,-0.8867734,1
-0.03719482,0.66883874,-0.936934,2
0.21155304,0.30381668,-0.9471925,2
0.42383617,-0.23861575,-0.84867084,2
-0.7966769,0.43574607,-0.8748096,1
0.3807081,0.30673164,-0.9594768,2
-0.41066983,-0.2533694,-0.97623,0
0.5198608,-0.18604636,-0.86337936,2
-0.82521546,-0.04794553,-0.9572595,0
-0.564144,-0.3438928,-0.958155,0
-0.31861347,0.029244542,-0.9680679,0
-0.07445991,0.5427003,-0.9098744,2
0.2091347,0.7229941,-0.89212275,2
-0.8447536,0.1395971,-0.89867234,1
-0.11147949,0.5779066,-0.9391047,2
-0.9112616,-0.01672864,-0.9305334,0
-0.8366006,0.36565906,-0.8672031,1
-0.23388751,0.7323524,-0.93488455,2
-0.84020734,0.28167197,-0.88743407,0
-0.92351973,0.021098554,-0.91734266,0
-0.16066796,0.7947424,-0.94273764,2
-0.4828051,0.6943823,-0.90071225,2
-0.3355521,0.42920384,-0.96410257,2
