0,1,2,3,4,label
-0.288154,0.7921647,-0.9298786,-0.71793365,-0.33871746,2
-0.8393474,0.12710422,-0.9012945,-0.7707199,0.043499038,1
-0.7653025,0.5322865,-0.85484684,-0.84886616,-0.11783597,1
-0.3965458,0.70430714,-0.9258677,-0.7238522,-0.33616152,1
-0.8401104,0.07299651,-0.93410367,-0.71128964,-0.2210544,0
-0.772123,0.320408,-0.88886535,-0.78504676,-0.11126544,1
-0.9318472,-0.107643545,-0.9317526,-0.7117279,-0.024485253,0
-0.8210895,0.24890557,-0.89812,-0.7745467,-0.118908726,1
-0.5001043,0.20680249,-0.97703797,-0.63628954,-0.20215374,2
-0.8084496,-0.02657172,-0.96603966,-0.65883845,-0.17335862,0
-0.7089854,0.5676867,-0.87862545,-0.8042294,-0.24079458,0
-0.21262619,0.699715,-0.9378925,-0.70495313,-0.20312494,2
0.22566003,-0.3515423,-0.85333186,-0.8791392,-0.45151395,2
-0.6882138,0.6739644,-0.8285282,-0.8900101,0.02319166,1
-0.77122575,0.44988492,-0.8675325,-0.828638,-0.05980742,1
-0.37821835,0.58301735,-0.9527672,-0.6766035,-0.32602954,2
0.27707398,0.3565314,-0.8855752,-0.79691267,0.34123394,2
-0.029720992,0.33287632,-0.92426413,-0.72671294,0.22549853,2
-0.84080315,-0.0011940598,-0.94535476,-0.69323105,-0.15201917,1
-0.36118153,0.502127,-0.93988204,-0.7002282,-0.25795332,2
-0.85638857,0.463598,-0.83200955,-0.8781737,0.07601197,1
-0.70133865,0.2681939,-0.91012985,-0.7456577,-0.0611704,1
-0.8732841,0.21758342,-0.85851085,-0.8036736,0.14552155,0
-0.81575274,0.39928842,-0.8622078,-0.8374011,-0.014271095,1
-0.8818667,-0.023645788,-0.9495988,-0.68272585,-0.23003145,0
-0.82213247,0.19391477,-0.88646847,-0.7947607,0.058845475,1
0.17947543,-0.28350955,-0.88753366,-0.8182595,-0.32650965,2
-0.8944979,-0.07118958,-0.93106836,-0.705267,-0.056628637,0
-0.39765897,0.6029713,-0.939133,-0.70245296,-0.27236778,1
-0.3742827,0.33963436,-0.9197001,-0.71278965,0.07318272,0
-0.8011161,0.29422995,-0.8831203,-0.7936572,-0.016896643,1
0.19897926,-0.12801042,-0.93122184,-0.7344216,-0.07793389,2
-0.69621825,-0.10981119,-0.9816951,-0.6302976,-0.05957734,0
-0.88079405,-0.058902174,-0.9467205,-0.6893857,-0.16144039,0
-0.6860585,0.50543416,-0.8961036,-0.7774206,-0.23434974,1
-0.87128115,0.16066122,-0.897805,-0.7729459,-0.0022414923,1
-0.046634197,0.3805979,-0.9566423,-0.6735798,0.029992849,2
-0.80891335,0.23328929,-0.897518,-0.77755064,-0.057293594,1
-0.040123165,0.64179796,-0.9626885,-0.659475,-0.13898721,2
-0.5506258,-0.10544765,-0.9770514,-0.63747644,-0.020004615,0
0.12843215,0.589331,-0.95567155,-0.670695,0.01776196,2
-0.5230385,0.68969834,-0.90462726,-0.7619576,-0.33109692,1
-0.8960767,0.1140497,-0.9100452,-0.7514912,-0.14025922,0
-0.8892727,-0.1123389,-0.95491874,-0.6763147,-0.15054955,1
-0.8496566,0.021677077,-0.9298619,-0.7185599,-0.06922879,1
-0.7124738,0.2962145,-0.93729997,-0.70535845,-0.27760303,0
-0.11682129,0.7464858,-0.96589476,-0.6521032,-0.2538089,2
-0.8110507,0.2552963,-0.8988425,-0.7735752,-0.09751406,1
0.08778834,0.84150875,-0.9251496,-0.7300787,0.02414918,2
-0.29590642,0.051591024,-0.9911823,-0.61280334,0.07859728,0
-0.8314158,0.18845716,-0.9075334,-0.75939894,-0.10580226,1
-0.8083197,0.26520577,-0.8910941,-0.78808075,-0.071892254,1
-0.7810596,0.33071765,-0.9060404,-0.758633,-0.2659831,0
-0.78728735,0.6150003,-0.8360148,-0.8825278,-0.02527719,1
-0.7396269,0.12606017,-0.9400823,-0.68760216,-0.15078141,0
-0.8529811,0.1787212,-0.89029336,-0.7910095,0.04009813,1
-0.07697508,0.055802613,-0.94710016,-0.697945,-0.06569317,0
-0.49817944,0.58941007,-0.9119832,-0.7484355,-0.29509005,1
-0.21528721,0.6633478,-0.91700244,-0.739818,-0.08729765,2
-0.21064383,0.62837887,-0.9546135,-0.6687988,-0.3008458,2
-0.8042744,0.28724596,-0.88478607,-0.7975288,-0.052932657,1
-0.033359587,0.578027,-0.96064454,-0.6616066,-0.06710558,2
-0.7904346,0.23718454,-0.91932654,-0.7373966,-0.18773101,1
-0.8533262,0.24161863,-0.8850088,-0.79247755,-0.06789525,0
-0.7287125,0.0009778142,-0.9648723,-0.6556117,-0.1474974,0
-0.6131025,0.12284584,-0.97420657,-0.64215416,-0.1944133,0
-0.072096884,0.17437413,-0.92968094,-0.7192811,0.12234908,2
-0.7598693,0.29338053,-0.90593123,-0.76104736,-0.15143654,1
-0.35647744,0.68998075,-0.9426711,-0.69462186,-0.3714133,2
-0.40532038,0.8122693,-0.89517206,-0.77589273,-0.34525734,1
-0.80082077,0.25258225,-0.88741666,-0.7920501,-0.012774736,0
-0.6167221,0.02985999,-0.98953545,-0.61807346,-0.09228937,0
-0.8062503,0.13244694,-0.92378,-0.7310764,-0.13680375,1
-0.85753405,0.30224454,-0.8568696,-0.83491343,0.093456015,1
-0.6380436,0.3015842,-0.94830644,-0.6862819,-0.31180465,1
-0.837643,0.14066078,-0.9297291,-0.71328974,-0.22612792,0
-0.7602545,0.5796648,-0.85887706,-0.8427143,-0.16447516,1
-0.8375925,0.23160669,-0.9104588,-0.75177217,-0.19289261,0
0.36187625,-0.31173933,-0.8207554,-0.9210436,-0.18520743,2
-0.83709913,0.068907514,-0.9377563,-0.70609343,-0.17376623,0
0.052227736,0.75383836,-0.91866535,-0.7397859,0.10138318,2
-0.67764014,0.594936,-0.87508523,-0.8128857,-0.22477216,1
-0.7400877,0.4254369,-0.8723731,-0.81949186,-0.057360798,1
-0.15923938,-0.17739302,-0.92284536,-0.7468766,-0.0950011,2
-0.77160734,0.27850085,-0.91201967,-0.74800086,-0.18910679,1
-0.8058318,0.37646767,-0.8623592,-0.8395648,0.035872757,1
-0.6600512,0.6036916,-0.8875811,-0.79267406,-0.27029058,1
-0.068669856,0.77186596,-0.94484067,-0.6899289,-0.18878506,2
-0.866557,0.1068944,-0.9174779,-0.7403712,-0.13978417,0
-0.9273277,-0.041322976,-0.9294696,-0.7197742,-0.08286837,0
-0.84915054,0.2885709,-0.88821083,-0.7937134,-0.07589665,1
-0.5118239,0.6520365,-0.9171089,-0.74042195,-0.28746474,0
-0.93917036,-0.14222941,-0.93967533,-0.7001735,-0.03759668,0
-0.69625056,0.58130133,-0.8854669,-0.79540366,-0.28013217,1
0.20965642,0.42052042,-0.94287497,-0.69914895,0.056797475,2
-0.47763917,0.51964754,-0.94283885,-0.69731367,-0.29940793,2
-0.24252753,-0.18787888,-0.94133914,-0.7147384,-0.061847948,2
-0.8217959,0.21891508,-0.8527147,-0.8226562,0.25704694,1
-0.18125418,-0.16682422,-0.913745,-0.75936306,-0.033677697,0
0.63009435,0.16229916,-0.89559996,-0.799287,0.1256532,2
-0.565409,0.49148318,-0.90370417,-0.7679284,-0.16041002,0
-0.7132491,0.3389378,-0.900124,-0.7724687,-0.10749984,1
-0.6854388,0.53442097,-0.8936287,-0.77804494,-0.29635397,0
-0.836823,0.30539376,-0.87565047,-0.8157011,-0.043714568,1
-0.94186246,-0.17904809,-0.94421,-0.69000745,-0.03202781,0
0.635691,-0.0640313,-0.8567888,-0.8788293,-0.1067034,2
-0.6636965,0.4077314,-0.91673553,-0.74123645,-0.24077381,0
-0.16660246,0.5973987,-0.9611332,-0.6622377,-0.21662909,2
-0.28412884,0.76021636,-0.94296646,-0.6940907,-0.3608672,2
-0.3421391,0.12488015,-0.9352456,-0.6996424,0.15781075,0
0.39005852,0.085223615,-0.9297185,-0.7338853,0.043361843,2
-0.8823043,0.019840002,-0.93688166,-0.7048133,-0.19929779,0
-0.25257748,0.6052406,-0.9436341,-0.6946841,-0.20790291,1
-0.22969532,0.4173206,-0.9691872,-0.6489432,-0.11251791,2
-0.2371999,0.2044689,-0.987051,-0.6171851,-0.069842406,2
0.41197872,-0.27982473,-0.8782961,-0.8400451,-0.4360759,2
-0.7812506,0.090598285,-0.9564088,-0.6703475,-0.27414215,0
-0.85956204,-0.023521781,-0.9514361,-0.6818138,-0.2191413,0
0.5214233,-0.4367563,-0.8956381,-0.81033146,-0.3133474,2
-0.8802365,0.17382628,-0.88394725,-0.7990457,0.043981448,1
-0.8318947,0.24424592,-0.6732834,-0.6162406,0.112610355,1
0.016190767,0.7794003,-0.9396975,-0.7000412,-0.08172248,2
0.33502316,-0.26552624,-0.8596496,-0.86145043,-0.5446583,2
-0.3102582,0.17729002,-0.9313893,-0.71676475,0.17681304,0
0.73031753,-0.16534042,-0.8090267,-0.94625497,0.03238438,2
-0.8016994,0.24740788,-0.88975114,-0.789114,-0.07227178,1
0.23245776,-0.22815472,-0.88343495,-0.8268438,-0.28878582,2
-0.6644628,0.5088765,-0.8932297,-0.77856874,-0.17339514,0
-0.9308883,-0.0916242,-0.92728,-0.7167846,-0.0017222762,0
-0.7204722,0.39978448,-0.88966113,-0.7877478,-0.17195107,1
0.067299664,0.5108715,-0.9180262,-0.7399434,0.18073341,2
-0.852828,0.20376536,-0.9107734,-0.7539562,-0.1681498,1
-0.75240576,0.28286117,-0.9008192,-0.75113404,-0.16247249,0
-0.84226286,0.21832855,-0.87999654,-0.8054991,0.042500794,1
-0.83031,0.28465587,-0.8759892,-0.81403995,-0.008597791,1
-0.69938874,0.4585821,-0.87983125,-0.80417144,-0.16661802,1
-0.35633,0.89498407,-0.91159713,-0.7496232,-0.40958068,2
-0.77745914,0.24338374,-0.91970706,-0.73200506,-0.21783936,0
-0.31935164,0.64767855,-0.94454956,-0.6933067,-0.29910278,2
-0.7126425,0.4360791,-0.88147545,-0.80141294,-0.120053045,1
-0.8909286,0.05853586,-0.9237177,-0.7313769,-0.14773752,0
-0.55920744,0.07839349,-0.98205894,-0.6263674,-0.19542743,0
-0.8024836,0.37787595,-0.8361333,-0.8142994,0.1636683,0
-0.73639244,0.46019244,-0.8803519,-0.80786216,-0.11182706,1
-0.67658615,0.460092,-0.88462615,-0.79889774,-0.118956774,1
-0.948387,0.011058629,-0.8877597,-0.76603353,0.107640564,0
-0.8743478,0.10173038,-0.90872955,-0.75625515,-0.10179798,0
-0.6589334,0.5312185,-0.89193106,-0.78362304,-0.228277,0
0.17227781,0.4484439,-0.93306667,-0.7170341,0.081282556,2
-0.51736903,0.68342555,-0.8990357,-0.7740884,-0.28050226,2
-0.51443136,0.28977945,-0.96998835,-0.64864534,-0.2614091,2
-0.776003,0.3381035,-0.8890689,-0.78766686,-0.048939094,1
0.18135124,0.70682824,-0.9476217,-0.6852768,-0.1162186,2
-0.3160344,-0.34215885,-0.912313,-0.7664698,-0.06347833,0
-0.26095158,-0.70843506,-0.9277369,-0.74508697,-0.25573242,0
-0.27136996,0.7428063,-0.93399674,-0.71324146,-0.26982778,2
-0.09719533,0.63826543,-0.9656634,-0.6531593,-0.1712758,2
-0.40314698,0.20742664,-0.9669948,-0.65397984,-0.00030726194,0
-0.8239351,0.19366854,-0.8899624,-0.7895765,0.014079332,1
0.6001964,-0.26046026,-0.9017102,-0.8004876,-0.1723955,2
-0.20857736,0.8103744,-0.92477894,-0.727903,-0.28305382,1
-0.36020705,0.59930867,-0.9468005,-0.68910086,-0.2830691,2
-0.72392225,0.3704541,-0.89651364,-0.77665865,-0.17305696,1
-0.84284925,0.2832757,-0.8833672,-0.7923307,-0.0523948,1
-0.7749619,0.48670733,-0.8568005,-0.84315336,-0.070385054,1
-0.71111965,0.25532678,-0.93764085,-0.70517755,-0.25820982,0
-0.07589683,0.79565406,-0.9247711,-0.7302794,-0.08302014,2
-0.66448367,0.28705975,-0.92997664,-0.7195928,-0.21914266,1
-0.9437704,-0.07956645,-0.9199202,-0.7287004,0.02139534,0
-0.8909861,0.035192505,-0.9344978,-0.71205735,-0.18488584,0
-0.8459256,0.21727163,-0.90568626,-0.7625263,-0.13014917,1
-0.7051791,0.57710886,-0.8696518,-0.82251626,-0.20361131,1
0.055522203,-0.2190451,-0.9577715,-0.68170214,-0.009971127,2
-0.84234214,0.01501742,-0.95274407,-0.6777841,-0.25415698,0
-0.7048424,0.40290987,-0.91174555,-0.7500295,-0.28194743,0
-0.39727727,0.5657366,-0.9590356,-0.66698116,-0.25023523,0
-0.08807865,0.63895464,-0.9528055,-0.6774,-0.16352148,2
-0.79480314,0.31111816,-0.88553965,-0.7968769,-0.09541172,1
-0.6357221,0.6949301,-0.88054395,-0.8025303,-0.32029963,1
-0.4994708,0.5999143,-0.91457635,-0.7436727,-0.302814,1
-0.21778037,0.7173032,-0.9485763,-0.68331707,-0.2737784,2
-0.89346,0.13527091,-0.8898167,-0.79118973,0.02413933,1
-0.42815536,0.56222594,-0.9275668,-0.72012997,-0.3126009,2
-0.45497087,0.7891406,-0.8829678,-0.7958972,-0.07405844,0
-0.34384048,0.70904964,-0.9200823,-0.73595977,-0.24409315,1
0.4457898,-0.4294083,-0.7973992,-0.9676472,-0.23683551,2
0.11956239,0.25074756,-0.9200419,-0.740648,0.08534235,2
-0.6075959,-0.12998194,-0.9710462,-0.64909244,0.018502936,0
-0.47729418,0.5643991,-0.93961024,-0.70014185,-0.35311264,2
-0.43161568,-0.5076058,-0.8932453,-0.7639906,-0.18353365,0
-0.8172788,0.33025736,-0.89702624,-0.77707916,-0.086716086,1
-0.8236317,0.12364665,-0.93523365,-0.7055749,-0.26859576,0
-0.80475646,0.2771399,-0.9069201,-0.7561344,-0.19861326,1
-0.80407035,0.37073484,-0.8833043,-0.80028856,-0.10819614,1
-0.041651398,0.06918116,-0.9492941,-0.6941611,-0.05385425,2
0.005122751,0.6947202,-0.93845236,-0.7059208,0.008493334,2
0.011454999,0.66370916,-0.9240644,-0.7302231,0.06733166,2
0.46689665,-0.56112814,-0.83463126,-0.919868,-0.6873257,2
-0.37639648,0.6331873,-0.9308022,-0.7144273,-0.3289529,2
-0.15162018,0.74328107,-0.9509712,-0.67970484,-0.23806643,2
-0.43347886,0.09253293,-0.962007,-0.66361535,-0.040050328,0
-0.8675832,0.3881314,-0.8474191,-0.8583956,0.074609414,1
0.28281885,0.42984444,-0.9099284,-0.7612916,0.12684464,2
-0.16662711,-0.5556139,-0.8913541,-0.8085409,-0.6729037,2
-0.36797822,0.67771995,-0.9393179,-0.70161647,-0.3611561,2
-0.7150585,0.5428032,-0.8224803,-0.76346296,-0.18668354,1
-0.7935219,-0.023619264,-0.9707039,-0.64809996,-0.22660251,0
-0.5563989,0.7427088,-0.8839876,-0.7995024,-0.2837686,1
-0.8281809,0.16201907,-0.8984549,-0.77405584,-0.017717607,1
-0.06082174,0.6290717,-0.9565295,-0.6691363,-0.14721103,2
-0.5022468,0.75471795,-0.8993007,-0.77025664,-0.38916886,2
-0.48500305,-0.17422792,-0.9739,-0.64178437,0.12566811,0
-0.88101995,-0.10229576,-0.96488804,-0.6589011,-0.2342054,0
-0.8112462,0.23937444,-0.8943906,-0.77907884,-0.054361887,1
-0.0057172477,0.4467001,-0.9189767,-0.73998016,0.20079103,2
-0.868243,-0.07280254,-0.94877887,-0.68446326,-0.14795662,0
-0.37867618,0.4809278,-0.94322014,-0.6960213,-0.121978626,2
-0.121237695,0.81640816,-0.94528365,-0.69012916,-0.23487028,2
-0.47623593,0.24958378,-0.95048094,-0.68172187,-0.11204691,2
-0.87931794,-0.06417933,-0.9524658,-0.6784531,-0.18976495,0
-0.6891732,0.5361806,-0.88676906,-0.79408497,-0.24131832,1
-0.037194103,0.66883886,-0.93693155,-0.70688796,-0.021813877,2
0.21155345,0.3038166,-0.9471905,-0.69168013,0.03174624,2
0.42383653,-0.23861635,-0.84866446,-0.8890994,-0.09244199,2
-0.79667664,0.4357465,-0.8748046,-0.81707203,-0.115800254,1
0.38070893,0.30673143,-0.95947546,-0.67083263,-0.015494436,2
-0.4106699,-0.25336885,-0.976229,-0.64292383,0.08524524,0
0.51986104,-0.18604699,-0.8633734,-0.8673149,-0.19330232,2
-0.82521546,-0.04794517,-0.95725775,-0.67163634,-0.14975272,0
-0.56414425,-0.34389228,-0.9581531,-0.6800597,-0.049820267,0
-0.31861317,0.02924487,-0.96806663,-0.65380365,-0.048285797,0
-0.07445943,0.5427003,-0.90987086,-0.75355226,0.27875948,2
0.20913595,0.7229936,-0.89211845,-0.7835172,0.13105726,2
-0.8447535,0.13959737,-0.8986683,-0.77615476,0.013728425,1
-0.11147866,0.57790667,-0.93910235,-0.70328283,-0.16035718,2
-0.9112617,-0.016728073,-0.93053067,-0.7181866,-0.12604637,0
-0.8366003,0.3656596,-0.867198,-0.82994413,-0.03181643,1
-0.23388673,0.7323524,-0.934882,-0.7077688,-0.2956693,2
-0.8402071,0.28167245,-0.8874298,-0.7900196,-0.14589563,0
-0.9235196,0.02109909,-0.9173394,-0.7377643,-0.07696816,0
-0.16066706,0.7947424,-0.9427355,-0.69349587,-0.26631773,2
-0.48280445,0.6943824,-0.9007083,-0.77103174,-0.2419461,2
-0.33555156,0.42920417,-0.9641012,-0.6579168,-0.23106557,2
-0.8489131,0.018431515,-0.9289496,-0.71849084,-0.090210825,0
-0.7914345,0.30847937,-0.8809941,-0.8057051,-0.043648794,1
