0,1,2,3,4,5,6,label
-0.8317502,0.05328113,-0.13868706,-0.9802769,0.039885104,-0.37564445,-0.5630391,1
-0.8444632,0.19130868,0.083338946,-0.98457986,0.02102685,-0.4612097,-0.5789044,1
-0.755489,0.4613587,0.24395245,-0.9857935,-0.1088749,-0.44072413,-0.57250714,1
-0.800007,0.19699816,0.09177193,-0.98276776,0.07412541,-0.44836393,-0.55840623,1
-0.9331762,-0.181609,-0.46222043,-0.9779029,-0.098040834,-0.38807818,-0.53029686,0
-0.7644224,0.24795264,-0.05664605,-0.9791395,-0.114368305,-0.44365758,-0.58012134,1
-0.9307521,-0.18250427,-0.4062885,-0.9756271,-0.032085285,-0.4075505,-0.51238877,0
-0.4797185,0.1196672,-0.8046081,-0.9735043,-0.2077952,-0.287846,-0.53519624,2
-0.8017218,-0.10359445,-0.6852774,-0.97542375,-0.18652375,-0.2746024,-0.56697536,0
-0.905244,-0.09957239,-0.50949514,-0.9770844,-0.21082214,-0.34583116,-0.55066156,0
-0.69639856,0.4943984,0.030753285,-0.98131377,-0.22886586,-0.3428565,-0.5158997,0
-0.62861794,0.60030484,0.01681602,-0.9830676,-0.25067288,-0.3260709,-0.57730144,1
-0.76732993,0.23087269,-0.22714972,-0.98013246,-0.2282044,-0.36884612,-0.5726211,1
0.27918452,-0.3672732,0.38498288,-0.9909992,-0.41365236,-0.18614408,-0.55195576,2
-0.6747706,0.6035157,0.451169,-0.9820805,0.038580775,-0.4093526,-0.52401996,1
0.08186948,0.44864956,-0.65066516,-0.97329307,0.028593957,-0.3832562,-0.5480915,2
-0.7607273,0.3775844,0.14099097,-0.9836863,-0.053587623,-0.3872405,-0.5703652,1
0.8324685,-0.63336843,0.40580416,-0.99464166,-0.6926082,-0.66124356,-0.46055737,2
0.013638049,0.2460888,-0.3698805,-0.9739361,0.2258825,-0.25383317,-0.59722596,2
-0.22293375,0.4997405,-0.3451385,-0.9761924,0.10132426,-0.15286331,-0.6159252,2
-0.835108,-0.0765616,-0.5119461,-0.9772199,-0.16428246,-0.36067924,-0.55834067,1
-0.33594438,0.41812626,-0.4960025,-0.97706324,-0.2614059,-0.3746855,-0.5438442,2
