0,1,2,3,label
-0.2873541,0.7320869,-0.48907286,-0.9535782,2
-0.8453991,0.2228695,-0.08729717,-0.9657758,1
-0.39537537,0.6507517,-0.4592986,-0.9538747,1
-0.8400442,0.048649088,-0.51221335,-0.9530993,0
-0.80288523,0.22806513,-0.08324227,-0.96513104,1
-0.9359386,-0.12424201,-0.5547958,-0.9519346,0
-0.7696188,0.28172496,-0.19733797,-0.95950294,1
-0.93284917,-0.12595674,-0.50946546,-0.9513044,0
-0.817417,0.21216449,-0.25425842,-0.96040255,1
-0.5048887,0.17469853,-0.8307684,-0.94403523,2
-0.8111263,-0.04359731,-0.7416105,-0.94806457,0
-0.90990275,-0.043447316,-0.5882384,-0.950812,0
-0.7018001,0.5159833,-0.11802891,-0.9625202,0
-0.6378273,0.62090605,-0.12666091,-0.96430004,1
-0.7735487,0.26949325,-0.34201753,-0.95757085,1
-0.21293315,0.6399127,-0.54880023,-0.95207804,2
-0.6793794,0.6122397,0.23247987,-0.971081,1
0.03281498,0.49013096,-0.687029,-0.9480266,2
-0.37977877,0.5346807,-0.6576028,-0.94815916,2
0.27531224,0.29660523,-0.19152153,-0.9627045,2
0.74995744,-0.6593637,0.11083293,-0.9899988,2
-0.25391755,0.5317639,-0.43785426,-0.956275,2
-0.8422544,-0.02049914,-0.59325814,-0.95150495,1
-0.36358586,0.4561692,-0.5635183,-0.95123374,2
-0.84755504,0.41284898,0.1947462,-0.9673986,1
-0.6983409,0.229268,-0.36489767,-0.95461226,1
-0.86548984,0.1809097,-0.07590631,-0.94934464,0
-0.8825852,-0.042241395,-0.6283854,-0.9491057,0
-0.046572417,0.4708177,-0.41046742,-0.9579323,2
-0.8952379,-0.092387795,-0.52550405,-0.9478085,0
-0.3968841,0.55191374,-0.55485576,-0.9518556,1
-0.7973971,0.25509867,-0.16648835,-0.9595718,1
0.52853566,-0.03292024,0.16801065,-0.98060036,2
-0.70169115,-0.124424666,-0.8614367,-0.9440526,0
-0.104111105,0.7081475,-0.73121536,-0.9448271,2
-0.88180244,-0.07695195,-0.6057863,-0.9504469,0
-0.6819262,0.45925447,-0.23672326,-0.9607835,1
-0.8681209,0.12903051,-0.2595275,-0.9592075,1
-0.051392317,0.3320731,-0.6933684,-0.94802284,2
-0.044852495,0.585443,-0.7370937,-0.94564074,2
-0.55694443,-0.12137869,-0.83162105,-0.9442502,0
0.122733,0.52945006,-0.69136775,-0.94620043,2
-0.56095445,0.5381601,-0.37501127,-0.95716196,2
-0.89232504,-0.12718058,-0.6629708,-0.9493524,1
-0.8496667,-0.0009420961,-0.48832443,-0.95357835,1
-0.71125126,0.26220068,-0.5362291,-0.9523595,0
-0.80890155,0.22021164,-0.25829595,-0.96036875,1
0.08955574,0.7686,-0.45578519,-0.9554381,2
-0.10933575,-0.74088925,-0.50119174,-0.9611967,0
-0.7774778,0.558671,0.19704771,-0.9726281,1
-0.74036694,0.09743035,-0.59318715,-0.94615984,0
-0.8496524,0.14493887,-0.19465768,-0.96311235,1
-0.49658552,0.5380286,-0.35736218,-0.95688593,1
-0.21281245,0.6015539,-0.3997897,-0.9553997,2
-0.21242422,0.5705155,-0.6809751,-0.9454825,2
-0.7991197,0.24614003,-0.16132721,-0.96291,1
-0.038668692,0.5230801,-0.7267838,-0.945293,2
-0.7885962,0.20380086,-0.4052402,-0.9562081,1
-0.26763207,0.40811586,-0.73490214,-0.9468392,2
-0.84886956,0.20405929,-0.16943255,-0.9605946,0
-0.73271126,-0.017060667,-0.7464039,-0.9461344,0
-0.61694276,0.095668435,-0.8074187,-0.945087,0
-0.07647881,0.13279122,-0.50117815,-0.95332646,2
-0.7574296,0.2560812,-0.30971563,-0.9589927,1
-0.35775274,0.6385764,-0.58385265,-0.9504544,2
-0.4012726,0.7498349,-0.23933806,-0.95981646,1
-0.6233447,0.011098325,-0.9147246,-0.94320476,0
-0.8055047,0.10459076,-0.43718028,-0.95600593,1
-0.8517397,0.26254988,0.018851966,-0.9622763,1
-0.6390449,0.26947588,-0.618327,-0.95011884,1
-0.8376301,0.11443885,-0.492528,-0.9512053,0
-0.75252414,0.5248786,0.035372615,-0.96828276,1
-0.85564715,0.10490683,-0.25780848,-0.95905,1
-0.83592254,0.19895715,-0.34213454,-0.9573649,0
0.37081248,-0.35236275,0.30209643,-0.9808416,2
-0.8389776,0.04810293,-0.5380677,-0.9528443,0
0.054205954,0.68491125,-0.4129799,-0.95638555,2
-0.759385,0.47631824,0.009015173,-0.9674072,1
-0.67163914,0.5428879,-0.086164474,-0.96441853,1
-0.5254962,0.5916314,-0.23866911,-0.96090734,1
-0.16209757,-0.20662293,-0.40713564,-0.96221787,2
-0.7688113,0.24318951,-0.3582814,-0.9565115,1
-0.7996384,0.3307495,0.007693827,-0.96866894,1
-0.5058809,0.75727046,-0.13438457,-0.9639229,2
-0.07168493,0.7079996,-0.60875326,-0.9490859,2
-0.68522525,0.31238443,-0.49749827,-0.9534552,0
-0.8640039,0.07940143,-0.39235622,-0.9564842,0
-0.84450805,0.25019684,-0.17629619,-0.96337277,1
-0.9403385,-0.15827522,-0.56151795,-0.9509792,0
-0.69067675,0.53111386,-0.15811959,-0.9628075,1
0.20529622,0.3624189,-0.5857222,-0.9516906,2
-0.4789295,0.47671026,-0.5772309,-0.95184827,2
-0.24749163,-0.21497545,-0.5403273,-0.95822734,2
-0.81424487,0.17910576,-0.013573408,-0.95352614,1
-0.18302187,-0.19654518,-0.3557075,-0.9623082,0
0.6244384,0.10117768,-0.20921835,-0.9693306,2
-0.5620833,0.44292992,-0.28918487,-0.9607972,0
0.023903966,0.53680676,-0.495045,-0.9524406,2
-0.6996204,0.089377865,-0.6486788,-0.95014983,1
-0.6798626,0.4866382,-0.22490956,-0.9594996,0
-0.8324853,0.26367304,-0.086535245,-0.9658417,1
-0.9433626,-0.19296667,-0.6012566,-0.9488729,0
0.63562155,-0.11910814,0.094949305,-0.9830898,2
-0.71852297,-0.18492746,-0.89513624,-0.94303536,0
-0.6616875,0.3664838,-0.3885832,-0.9563872,0
0.27747786,0.26687452,-0.20508645,-0.9632512,2
-0.28363907,0.7013532,-0.5885458,-0.9502958,2
-0.34495962,0.095662475,-0.56434774,-0.94793665,0
0.38388163,0.036668316,-0.4649005,-0.959978,2
-0.88235986,-0.0021715164,-0.53675866,-0.95159274,0
-0.2535584,0.55286884,-0.58991325,-0.9507514,1
-0.23571098,0.37380144,-0.7828064,-0.94463235,2
-0.24556783,0.1720138,-0.91300154,-0.94079065,2
0.4097141,-0.3192808,-0.0560295,-0.9792592,2
-0.7826476,0.067918554,-0.67765665,-0.94770586,0
-0.8603687,-0.042048633,-0.6371155,-0.94993335,0
0.51727533,-0.46685863,-0.17878468,-0.97556376,2
-0.8760736,0.13914967,-0.15577504,-0.96284103,1
-0.8283073,0.21000162,0.029250711,-0.7495228,1
0.013177097,0.7120017,-0.5685356,-0.9505597,2
0.3355279,-0.30260926,0.044822246,-0.97801566,2
-0.8591518,0.05074437,-0.3652331,-0.9578103,1
-0.31082326,0.13663727,-0.5058428,-0.9531573,0
0.73965156,-0.21007314,0.3804444,-0.98772365,2
-0.7968814,0.20723397,-0.19605999,-0.9621036,1
0.2294386,-0.26412725,-0.10340902,-0.9753325,2
-0.6602766,0.46177316,-0.22815338,-0.95918405,0
-0.1946809,0.60967535,-0.59471405,-0.9503224,2
-0.931115,-0.111551404,-0.48557717,-0.95093685,0
-0.7163354,0.35619754,-0.19490583,-0.96212,1
-0.05057913,0.42574465,-0.7834315,-0.9439992,2
-0.7487103,0.24470146,-0.3186842,-0.9513753,0
-0.8380201,0.18145633,-0.12764275,-0.9636047,1
