0,1,2,3,4,5,label
-0.28735137,0.73208344,-0.4890653,-0.9535814,-0.3183285,-0.07673394,2
-0.8453985,0.22286363,-0.08728206,-0.96577877,0.02560924,-0.101163186,1
-0.39537472,0.65075195,-0.45929748,-0.9538769,-0.3190748,-0.07866709,1
-0.84004396,0.048649028,-0.5122134,-0.95310074,-0.20771304,-0.08744383,0
-0.80288494,0.22806518,-0.08323991,-0.96513355,0.07872169,-0.09983395,1
-0.9359386,-0.12424216,-0.5547952,-0.9519356,-0.0798806,-0.090884686,0
-0.7696185,0.28172493,-0.19733644,-0.959505,-0.10309608,-0.09177906,1
-0.93284905,-0.12595686,-0.50946426,-0.9513057,-0.017536893,-0.09041703,0
-0.81741667,0.21216455,-0.2542566,-0.96040416,-0.10517976,-0.09206884,1
-0.5048884,0.17469844,-0.83076787,-0.94403684,-0.18670914,-0.080972396,2
-0.8111261,-0.04359731,-0.7416095,-0.9480664,-0.16184795,-0.08132323,0
-0.9099026,-0.043447465,-0.58823836,-0.9508127,-0.18855774,-0.08475694,0
-0.70179963,0.51598334,-0.11802703,-0.9625197,-0.22227147,-0.08239191,0
-0.6378268,0.62090623,-0.126659,-0.9643009,-0.2457025,-0.08308699,1
-0.7735484,0.2694932,-0.3420161,-0.95757145,-0.21354656,-0.08629925,1
-0.21293277,0.6399127,-0.54879886,-0.95208013,-0.18250597,-0.08110871,2
-0.67937875,0.6122396,0.23248225,-0.9710808,0.035358593,-0.09229183,1
0.032815456,0.49013084,-0.6870284,-0.9480271,0.046672165,-0.09217099,2
-0.37977833,0.5346807,-0.6576016,-0.9481618,-0.30905402,-0.07733072,2
0.2753129,0.29660538,-0.19151969,-0.96270573,0.37233555,-0.09691258,2
0.74995756,-0.659364,0.11083597,-0.99000126,-0.6931341,-0.079996526,2
-0.25391707,0.53176403,-0.43785274,-0.9562777,0.12038928,-0.08526627,2
-0.8422543,-0.02049926,-0.59325707,-0.95150656,-0.14244992,-0.08708533,1
-0.36358535,0.45616925,-0.56351686,-0.95123625,-0.2450223,-0.08430291,2
-0.8475545,0.412849,0.19474763,-0.9673988,0.08261293,-0.0926697,1
-0.6983406,0.22926813,-0.36489663,-0.95461375,-0.03722872,-0.07930347,1
-0.8654896,0.18090978,-0.07590416,-0.9493482,0.1522508,-0.069643945,0
-0.882585,-0.042241514,-0.6283854,-0.94910574,-0.2166971,-0.08187124,0
-0.04657185,0.4708179,-0.41046628,-0.95793355,-0.08808005,-0.086157896,2
-0.89523774,-0.092387766,-0.5255036,-0.9478091,-0.04655855,-0.078185186,0
-0.3968836,0.55191386,-0.5548548,-0.9518575,-0.25524884,-0.07981292,1
-0.7973968,0.25509867,-0.16648647,-0.9595733,-0.007840015,-0.08776612,1
0.52853614,-0.03292051,0.16801363,-0.98060197,0.2951054,-0.07807243,2
-0.70169103,-0.124424905,-0.8614366,-0.94405425,-0.052053764,-0.085242204,0
-0.10411033,0.70814764,-0.73121464,-0.9448288,-0.25103766,-0.07925647,2
