0,1,2,3,label
-0.29317737,0.6971297,-0.8811516,-0.8266789,2
-0.8401899,0.006763622,-0.8336868,-0.8584073,1
-0.850809,0.14447618,-0.7884817,-0.88671386,1
-0.76732004,0.4213827,-0.7530818,-0.90658915,1
-0.40130237,0.60445845,-0.87388766,-0.8305366,1
-0.8420141,-0.051291153,-0.8867003,-0.8239235,0
-0.8087099,0.152081,-0.78688246,-0.8866203,1
-0.9352871,-0.2366333,-0.89732105,-0.8176887,0
-0.7744772,0.20374213,-0.8120262,-0.8672695,1
-0.82160056,0.13103095,-0.8266954,-0.8614254,1
-0.81164813,-0.14807814,-0.9415618,-0.7916695,0
-0.91015315,-0.15118292,-0.90499914,-0.8124755,0
-0.710455,0.4588801,-0.7937032,-0.87751704,0
-0.64681435,0.57351285,-0.798106,-0.8791892,1
-0.77814114,0.1884867,-0.8472368,-0.84794235,1
-0.21846923,0.6038089,-0.89484465,-0.8186214,2
0.2270199,-0.47226858,-0.7454418,-0.92791224,2
0.03068,0.44799832,-0.92686087,-0.7987499,2
-0.7726115,0.33893585,-0.7756016,-0.8937696,1
-0.38305894,0.47974357,-0.91960084,-0.8018509,2
0.26956195,0.25513387,-0.81230485,-0.8712458,2
0.75547713,-0.7574206,-0.75093395,-0.93514043,2
-0.035208493,0.22963038,-0.8760574,-0.8290648,2
-0.2632248,0.49624613,-0.8712544,-0.8353386,2
-0.8566786,0.35089135,-0.720091,-0.92095083,1
-0.7037792,0.15793525,-0.85268104,-0.84183073,1
-0.8169286,0.28501952,-0.766397,-0.8991427,1
-0.82382214,0.07564706,-0.8085265,-0.87283534,1
0.17828345,-0.40917706,-0.80389714,-0.88956857,2
-0.052113205,0.428779,-0.86452734,-0.84018797,2
-0.8964831,-0.19926843,-0.8886652,-0.81590784,0
-0.37620547,0.23629685,-0.8760716,-0.8158065,0
-0.8028916,0.17887282,-0.80502325,-0.8708902,1
0.1971274,-0.25715438,-0.8797435,-0.83824444,2
0.5181458,-0.0866335,-0.7358854,-0.92962193,2
-0.10703677,0.6718412,-0.93588513,-0.7899359,2
-0.8819312,-0.18614602,-0.9088527,-0.81026584,0
-0.68974346,0.39685506,-0.82307124,-0.86322445,1
-0.8722639,0.03899251,-0.8283384,-0.8591702,1
-0.81092834,0.11494165,-0.8255166,-0.8634947,1
-0.046236694,0.54453343,-0.93775254,-0.79038,2
-0.52647525,0.58635026,-0.8374849,-0.85375035,1
-0.5677001,0.48061725,-0.8554549,-0.84327006,2
-0.89692724,-0.008806944,-0.8466942,-0.8477014,0
-0.8909093,-0.24040246,-0.9224004,-0.8024362,1
-0.8514189,-0.102482826,-0.88124824,-0.8271658,1
-0.12418449,0.65193295,-0.9430103,-0.7861024,2
-0.81285286,0.13830721,-0.82790947,-0.8608967,1
0.08011395,0.7565955,-0.87437785,-0.83264315,2
-0.30190247,-0.060797542,-0.9851608,-0.7626639,0
-0.83381873,0.069492124,-0.84239876,-0.8525643,1
-0.8104261,0.14676355,-0.81468433,-0.86993957,1
-0.10520303,-0.8716085,-0.8909736,-0.8321499,0
-0.783038,0.21401535,-0.83922696,-0.85241413,0
-0.78858924,0.50786436,-0.7220242,-0.92630845,1
-0.7414717,0.009221524,-0.9015247,-0.8049847,0
-0.854247,0.05870931,-0.813325,-0.8715282,1
-0.08039498,-0.061026856,-0.9089065,-0.8140959,0
-0.5016357,0.48423427,-0.84990185,-0.84568894,1
-0.03894484,0.47711596,-0.9346575,-0.79159915,2
-0.792356,0.120079786,-0.86230797,-0.839119,1
-0.26848167,0.352174,-0.937649,-0.7920823,2
-0.8542272,0.12117997,-0.80646354,-0.87125874,0
-0.73266834,-0.11768401,-0.94158083,-0.78919,0
-0.76248115,0.17766775,-0.8399677,-0.8533433,1
-0.80157495,0.13545156,-0.81025106,-0.8711289,0
-0.62172675,-0.084397316,-0.98169076,-0.7666708,0
-0.80855966,0.012002334,-0.8696209,-0.8357019,1
-0.8572257,0.18434215,-0.7614625,-0.89519876,1
