0,1,2,3,4,5,label
-0.28815266,0.79216266,-0.92988247,-0.71791935,-0.33875588,-0.02760337,2
-0.8393475,0.12710242,-0.90129936,-0.7707117,0.043480292,-0.046511225,1
-0.76530266,0.5322857,-0.8548588,-0.8488618,-0.11787009,-0.04683996,1
-0.39654604,0.7043072,-0.925873,-0.72383606,-0.33620718,-0.029646838,1
-0.8401104,0.072996035,-0.9341082,-0.7112727,-0.22108957,-0.03871317,0
-0.7721231,0.3204083,-0.88887304,-0.78503424,-0.11128347,-0.043036528,1
-0.9318472,-0.10764411,-0.9317574,-0.7117112,-0.024475038,-0.0427882,0
-0.82108957,0.24890575,-0.89812726,-0.77453357,-0.11891035,-0.04326386,1
-0.5001043,0.20680138,-0.97703964,-0.63626826,-0.20215791,-0.03266003,2
-0.8084495,-0.026572555,-0.96604216,-0.6588185,-0.17336577,-0.03318298,0
-0.70898545,0.5676874,-0.878634,-0.80421805,-0.24081263,-0.03466121,0
-0.21262634,0.69971484,-0.9378971,-0.70493585,-0.20313284,-0.03210254,2
0.22565979,-0.35154122,-0.85334295,-0.87913215,-0.45153764,-0.026998136,2
-0.68821394,0.67396563,-0.8285403,-0.8900038,0.023182496,-0.045183115,1
-0.77122587,0.4498857,-0.86754197,-0.8286281,-0.05981511,-0.044526257,1
-0.37821853,0.5830168,-0.9527705,-0.6765846,-0.3260579,-0.02860443,2
0.27707404,0.35653192,-0.8855833,-0.7969005,0.34123468,-0.047353763,2
-0.029720902,0.33287624,-0.92426944,-0.72669667,0.22549367,-0.044528957,2
-0.84080315,-0.0011948347,-0.9453586,-0.69321305,-0.15203741,-0.038540922,1
-0.36118165,0.50212663,-0.9398862,-0.7002106,-0.25798723,-0.035311885,2
-0.8563887,0.4635992,-0.8320212,-0.8781669,0.07599512,-0.04634917,1
-0.70133877,0.26819384,-0.9101361,-0.7456432,-0.061159946,-0.031728655,1
-0.8732841,0.21758398,-0.85851973,-0.803663,0.14550844,-0.026115365,0
-0.81575286,0.3992893,-0.86221766,-0.8373916,-0.014275864,-0.049325507,1
-0.8818667,-0.023646355,-0.9496021,-0.6827073,-0.23006538,-0.03420094,0
-0.8221326,0.19391516,-0.8864765,-0.79474866,0.05884789,-0.048099402,1
0.17947489,-0.28350908,-0.8875422,-0.8182486,-0.3265395,-0.03638437,2
-0.89449793,-0.07119024,-0.9310729,-0.7052502,-0.056637317,-0.03235855,0
-0.39765918,0.6029711,-0.9391374,-0.7024355,-0.27239135,-0.031014085,1
-0.37428287,0.33963415,-0.91970515,-0.71277314,0.07317501,-0.025774926,0
-0.8011162,0.29423034,-0.8831284,-0.7936453,-0.016907237,-0.040716894,1
0.19897926,-0.12801033,-0.93122727,-0.7344058,-0.07793236,-0.047486767,2
-0.69621825,-0.10981229,-0.98169637,-0.63027585,-0.05959525,-0.03692568,0
-0.88079405,-0.05890286,-0.9467241,-0.68936753,-0.16147043,-0.038608994,0
-0.6860586,0.5054345,-0.8961111,-0.77740747,-0.23435988,-0.03578203,1
-0.87128115,0.16066134,-0.8978122,-0.7729326,-0.002251178,-0.044169787,1
-0.046634525,0.38059726,-0.9566455,-0.6735605,0.02999051,-0.04281979,2
-0.80891347,0.23328951,-0.8975253,-0.7775375,-0.057297952,-0.046796765,1
-0.040123284,0.64179736,-0.9626911,-0.6594549,-0.13901414,-0.036139634,2
-0.5506258,-0.105448574,-0.977053,-0.63745505,-0.0200205,-0.041656572,0
0.1284321,0.58933055,-0.9556746,-0.6706754,0.017737925,-0.046517838,2
-0.5230387,0.6896987,-0.9046341,-0.76194376,-0.3311153,-0.032214433,1
-0.8960768,0.11404957,-0.9100515,-0.7514769,-0.14027096,-0.042868935,0
-0.88927263,-0.112339765,-0.9549219,-0.67629564,-0.15056154,-0.038574845,1
-0.8496566,0.021676809,-0.9298668,-0.7185434,-0.0692445,-0.041877773,1
-0.71247375,0.29621416,-0.93730444,-0.7053412,-0.27761826,-0.030804763,0
-0.11682162,0.7464852,-0.96589714,-0.6520826,-0.253836,-0.029973263,2
-0.8110508,0.25529647,-0.8988497,-0.7735619,-0.09752962,-0.044237554,1
0.087788165,0.8415088,-0.9251553,-0.73006284,0.024162143,-0.037263017,2
-0.2959064,0.05158989,-0.991183,-0.61278015,0.078580335,-0.04054707,0
-0.8314158,0.18845719,-0.90754,-0.7593849,-0.10581872,-0.04363721,1
-0.8083197,0.2652061,-0.89110184,-0.7880683,-0.0719034,-0.04740095,1
-0.78105974,0.3307176,-0.90604687,-0.75861895,-0.266028,-0.03630699,0
-0.7872875,0.61500144,-0.8360265,-0.8825208,-0.025298774,-0.04854853,1
-0.7396269,0.12605953,-0.9400863,-0.68758434,-0.1507715,-0.03028151,0
-0.85298103,0.17872155,-0.8903012,-0.79099715,0.040099725,-0.051496096,1
-0.07697514,0.055802137,-0.94710416,-0.69792694,-0.06569558,-0.038091667,0
-0.4981796,0.5894102,-0.9119894,-0.7484208,-0.29512236,-0.03425792,1
-0.21528737,0.66334796,-0.91700834,-0.7398026,-0.08730605,-0.038177956,2
-0.21064389,0.6283783,-0.95461655,-0.6687794,-0.30087358,-0.033282336,2
-0.8042745,0.28724632,-0.88479424,-0.797517,-0.05294296,-0.045441873,1
-0.033359617,0.5780263,-0.9606472,-0.6615864,-0.06713583,-0.040962223,2
-0.7904344,0.23718445,-0.91933227,-0.7373813,-0.18773738,-0.038405087,1
-0.8533263,0.24161893,-0.8850168,-0.79246557,-0.06791777,-0.04312645,0
-0.72871256,0.0009768605,-0.96487474,-0.6555915,-0.1475079,-0.031971943,0
-0.6131025,0.122844905,-0.9742084,-0.64213324,-0.19441545,-0.031587023,0
-0.072096914,0.17437384,-0.9296859,-0.7192645,0.12234634,-0.04331248,2
-0.75986934,0.29338062,-0.9059379,-0.76103336,-0.15144433,-0.040834293,1
-0.35647756,0.6899804,-0.94267523,-0.694604,-0.3714437,-0.026657285,2
-0.40532058,0.81226957,-0.89517945,-0.7758797,-0.34528914,-0.030564781,1
-0.8008208,0.25258255,-0.8874246,-0.792038,-0.012788363,-0.04507014,0
-0.61672217,0.02985847,-0.9895363,-0.61805093,-0.092298575,-0.033006728,0
-0.8062503,0.13244677,-0.92378545,-0.7310606,-0.1368224,-0.04173177,1
-0.85753417,0.3022453,-0.85687935,-0.83490396,0.09343712,-0.04710693,1
-0.6380436,0.3015837,-0.9483101,-0.6862635,-0.31183195,-0.029433964,1
-0.83764315,0.1406604,-0.9297338,-0.71327305,-0.22616091,-0.032652948,0
-0.7602546,0.57966566,-0.8588872,-0.84270525,-0.16448879,-0.04410167,1
-0.83759254,0.23160665,-0.9104651,-0.7517576,-0.19292068,-0.038561605,0
0.36187625,-0.31173784,-0.82076824,-0.9210389,-0.18525022,-0.016740164,2
-0.83709925,0.06890707,-0.9377606,-0.7060761,-0.17380404,-0.03917706,0
0.052227557,0.75383836,-0.91867137,-0.73977053,0.10138765,-0.038860813,2
-0.67764014,0.5949366,-0.87509406,-0.81287473,-0.22479239,-0.038535688,1
-0.7400876,0.42543763,-0.8723822,-0.8194812,-0.057364836,-0.04672034,1
-0.15923935,-0.17739287,-0.9228512,-0.7468615,-0.09500268,-0.038852375,2
-0.77160734,0.27850083,-0.91202587,-0.74798614,-0.18912971,-0.03756471,1
-0.8058318,0.37646854,-0.86236906,-0.8395553,0.03587137,-0.052791394,1
-0.66005135,0.6036918,-0.88758916,-0.7926619,-0.27031004,-0.0349689,1
-0.068670094,0.7718657,-0.94484454,-0.6899106,-0.18881243,-0.035652127,2
-0.866557,0.106894195,-0.9174837,-0.740356,-0.13980433,-0.042422645,0
-0.9273278,-0.041323394,-0.9294746,-0.7197579,-0.082866594,-0.04407003,0
-0.84915054,0.28857133,-0.8882189,-0.7937013,-0.07588515,-0.04571128,1
-0.51182413,0.6520364,-0.9171149,-0.7404069,-0.2874747,-0.02969604,0
-0.93917036,-0.14222994,-0.9396795,-0.70015615,-0.037588447,-0.0422019,0
-0.6962506,0.5813018,-0.88547504,-0.7953917,-0.28015548,-0.035421167,1
0.20965624,0.42052007,-0.942879,-0.699131,0.0567874,-0.047261894,2
-0.4776393,0.5196471,-0.94284296,-0.69729596,-0.2994246,-0.029210968,2
-0.24252741,-0.18787912,-0.94134367,-0.7147215,-0.06184063,-0.038096465,2
-0.8217958,0.21891584,-0.8527243,-0.8226465,0.25704652,-0.029798634,1
-0.18125409,-0.16682413,-0.9137514,-0.7593489,-0.03366986,-0.035525225,0
0.63009375,0.16229957,-0.895608,-0.79927504,0.12567595,-0.054563522,2
-0.5654092,0.49148333,-0.9037112,-0.7679149,-0.16041216,-0.034400765,0
-0.713249,0.33893806,-0.9001311,-0.7724553,-0.10751933,-0.044227958,1
-0.6854389,0.5344212,-0.8936361,-0.778032,-0.29639208,-0.033047777,0
-0.8368231,0.30539435,-0.8756594,-0.81569034,-0.043718547,-0.050590254,1
-0.94186246,-0.17904875,-0.9442138,-0.68998945,-0.032019615,-0.040189564,0
0.6356906,-0.06403029,-0.8567999,-0.8788221,-0.10669258,-0.039816678,2
-0.6636967,0.40773124,-0.91674143,-0.74122137,-0.24079308,-0.03327945,0
-0.16660273,0.5973981,-0.9611359,-0.66221786,-0.21665034,-0.033617284,2
-0.28412902,0.76021606,-0.94297063,-0.69407296,-0.3608817,-0.026341202,2
-0.34213912,0.12487975,-0.93524987,-0.6996247,0.15780094,-0.03357917,0
0.39005834,0.08522342,-0.9297238,-0.7338695,0.043354988,-0.052103475,2
-0.8823044,0.019839555,-0.9368859,-0.7047961,-0.19933322,-0.036659654,0
-0.2525777,0.60524017,-0.94363815,-0.69466615,-0.20792842,-0.034095563,1
-0.22969544,0.41731977,-0.9691893,-0.6489223,-0.11254063,-0.039232306,2
-0.23719983,0.20446764,-0.9870517,-0.61716217,-0.06988842,-0.042975403,2
0.41197824,-0.2798242,-0.87830555,-0.84003574,-0.43608966,-0.0308595,2
-0.7812505,0.09059769,-0.9564118,-0.67032814,-0.27416247,-0.029679578,0
-0.85956204,-0.023522437,-0.9514394,-0.6817951,-0.21917456,-0.036604173,0
0.5214233,-0.4367556,-0.8956462,-0.8103201,-0.3133517,-0.037369702,2
-0.8802366,0.17382665,-0.8839555,-0.79903394,0.043983653,-0.049650144,1
-0.8318949,0.2442476,-0.67329085,-0.6162302,0.11257973,0.1289288,1
0.016190559,0.7794,-0.93970186,-0.7000234,-0.08173719,-0.039675932,2
0.33502293,-0.26552546,-0.85966015,-0.86144245,-0.5446948,-0.02912335,2
-0.3102582,0.17728981,-0.9313943,-0.71674794,0.17682505,-0.043370456,0
0.7303172,-0.16533884,-0.8090407,-0.9462519,0.032365203,-0.009114403,2
-0.80169934,0.2474082,-0.88975894,-0.7891018,-0.07227489,-0.046144366,1
0.23245758,-0.22815406,-0.88344383,-0.8268334,-0.2888063,-0.033028778,2
-0.6644628,0.5088768,-0.89323723,-0.77855587,-0.17340904,-0.032693513,0
-0.9308883,-0.09162462,-0.92728496,-0.7167683,-0.0017178506,-0.039248776,0
-0.72047246,0.39978486,-0.8896689,-0.7877354,-0.17197996,-0.04083736,1
0.067299604,0.51087165,-0.91803217,-0.739928,0.18074411,-0.04532672,2
-0.852828,0.20376536,-0.9107797,-0.75394183,-0.16816589,-0.041804727,1
-0.7524057,0.28286126,-0.9008257,-0.7511199,-0.16248968,-0.03337178,0
-0.84226304,0.218329,-0.88000506,-0.80548763,0.042503476,-0.05084265,1
-0.8303099,0.28465647,-0.87599814,-0.8140291,-0.008588105,-0.051075116,1
-0.69938874,0.45858264,-0.87983966,-0.80416,-0.16664931,-0.044189934,1
-0.35633028,0.8949841,-0.91160345,-0.7496087,-0.40961134,-0.026564501,2
-0.7774594,0.24338356,-0.91971266,-0.7319895,-0.2178539,-0.03462002,0
-0.3193519,0.64767814,-0.9445536,-0.69328886,-0.29911542,-0.029175423,2
-0.71264255,0.4360797,-0.88148385,-0.8014013,-0.12006725,-0.042573415,1
-0.89092857,0.05853559,-0.92372304,-0.7313612,-0.14775367,-0.041764654,0
-0.5592075,0.07839243,-0.9820602,-0.6263456,-0.19543052,-0.034027107,0
-0.80248356,0.3778768,-0.8361429,-0.8142899,0.16363859,-0.006918853,0
-0.73639244,0.46019304,-0.8803605,-0.80785096,-0.111832134,-0.045539346,1
-0.67658615,0.46009237,-0.8846343,-0.7988859,-0.11898355,-0.04576399,1
-0.94838715,0.011058837,-0.88776696,-0.76602054,0.10765609,-0.03624222,0
-0.87434787,0.10173038,-0.90873605,-0.7562409,-0.101804666,-0.04596366,0
-0.6589336,0.5312189,-0.8919387,-0.78361034,-0.22829925,-0.036691535,0
0.17227763,0.44844374,-0.9330716,-0.7170174,0.08128132,-0.045752898,2
-0.51736915,0.6834256,-0.89904296,-0.77407515,-0.28053358,-0.033383034,2
-0.51443136,0.2897786,-0.9699905,-0.6486248,-0.26142117,-0.03126324,2
-0.77600306,0.3381038,-0.8890768,-0.7876546,-0.048944727,-0.040750425,1
0.18135083,0.7068278,-0.9476254,-0.6852582,-0.11624487,-0.041821904,2
-0.31603438,-0.3421589,-0.91231954,-0.7664561,-0.06347377,-0.03597975,0
-0.2609515,-0.70843524,-0.9277423,-0.74507177,-0.2557678,-0.02827724,0
-0.2713703,0.7428061,-0.9340016,-0.7132248,-0.2698323,-0.027931329,2
-0.09719545,0.63826466,-0.96566576,-0.6531388,-0.17130284,-0.034593266,2
-0.40314704,0.20742586,-0.96699715,-0.65395933,-0.0003219843,-0.038798533,0
-0.82393515,0.19366887,-0.8899701,-0.789564,0.014067769,-0.049277924,1
0.6001963,-0.26046014,-0.901718,-0.80047554,-0.17237642,-0.04471742,2
-0.20857748,0.81037444,-0.92478436,-0.7278871,-0.28307813,-0.030943088,1
-0.3602072,0.59930825,-0.9468043,-0.6890827,-0.28308594,-0.029917354,2
-0.72392243,0.3704543,-0.8965209,-0.7766455,-0.17309356,-0.043058235,1
-0.84284943,0.28327602,-0.8833752,-0.79231864,-0.05240751,-0.039903656,1
-0.77496195,0.48670816,-0.8568105,-0.8431441,-0.070411295,-0.04675888,1
-0.71111953,0.25532645,-0.9376452,-0.7051602,-0.25823343,-0.032484263,0
-0.07589701,0.7956541,-0.92477673,-0.73026353,-0.08302149,-0.03338682,2
-0.66448367,0.28705946,-0.9299815,-0.71957636,-0.21917194,-0.03720364,1
-0.9437705,-0.07956681,-0.9199257,-0.72868484,0.02140975,-0.04204651,0
-0.8909861,0.035191968,-0.93450236,-0.7120404,-0.1849125,-0.036694515,0
-0.8459258,0.21727166,-0.905693,-0.7625123,-0.13016166,-0.042124264,1
-0.7051793,0.5771097,-0.869661,-0.8225058,-0.203646,-0.040093355,1
0.055522203,-0.21904573,-0.9577746,-0.6816831,-0.009986877,-0.052239522,2
-0.842342,0.015016794,-0.9527473,-0.6777653,-0.2541885,-0.032114234,0
-0.70484245,0.4029099,-0.91175175,-0.7500148,-0.2819811,-0.03365906,0
-0.39727747,0.56573606,-0.9590387,-0.66696185,-0.25023985,-0.02371021,0
-0.0880788,0.63895404,-0.95280886,-0.67738086,-0.16355108,-0.03662274,2
-0.79480326,0.31111854,-0.8855477,-0.7968649,-0.09543659,-0.046111714,1
