0,1,2,3,4,5,label
-0.2931789,0.6971319,-0.88114023,-0.8266934,-0.17603526,-0.072113365,2
-0.84018993,0.006764114,-0.83367467,-0.85841703,0.4299011,-0.082165785,1
-0.8508091,0.14447646,-0.7884644,-0.8867223,0.396735,-0.085849084,1
-0.76732016,0.42138305,-0.75306076,-0.9065962,0.17864597,-0.08274295,1
-0.40130237,0.6044584,-0.8738771,-0.8305498,-0.17484573,-0.073141,1
-0.842014,-0.051291153,-0.8866907,-0.8239374,0.005757004,-0.07862249,0
-0.80871,0.15208104,-0.7868644,-0.8866292,0.48632157,-0.08460017,1
-0.93528706,-0.23663333,-0.89731246,-0.8177033,0.21284747,-0.08034618,0
-0.7744772,0.20374241,-0.8120106,-0.8672798,0.18778966,-0.07896511,1
-0.82160056,0.13103102,-0.8266808,-0.86143637,0.18337028,-0.0805479,1
-0.81164813,-0.14807844,-0.9415568,-0.7916863,0.060915604,-0.074889585,0
-0.91015327,-0.15118292,-0.9049911,-0.8124903,0.026801504,-0.076745816,0
-0.710455,0.4588802,-0.79368603,-0.87752616,-0.022641748,-0.074074484,0
-0.6468144,0.57351303,-0.7980891,-0.8791985,-0.05938068,-0.074863784,1
-0.778141,0.18848677,-0.84722406,-0.8479542,-0.008844838,-0.076913215,1
-0.21846917,0.6038089,-0.8948359,-0.81863576,0.0328504,-0.07508721,2
0.22701961,-0.47226804,-0.74541944,-0.92791843,-0.2555684,-0.07329658,2
0.03068,0.44799832,-0.9268548,-0.7987659,0.39878827,-0.08019229,2
-0.7726117,0.33893615,-0.77558255,-0.89377785,0.26776105,-0.08109481,1
-0.38305885,0.47974348,-0.9195942,-0.8018666,-0.15703928,-0.07239395,2
0.26956207,0.25513378,-0.8122889,-0.87125593,0.8505853,-0.08378766,2
0.75547683,-0.7574209,-0.7509114,-0.9351467,-0.55227876,-0.06700094,2
-0.035208374,0.22963022,-0.8760469,-0.8290782,0.6782198,-0.08197168,2
-0.26322472,0.4962459,-0.87124336,-0.8353516,0.47539485,-0.07830241,2
-0.8566787,0.3508916,-0.7200675,-0.9209562,0.4773241,-0.07888122,1
-0.70377916,0.15793532,-0.8526688,-0.8418432,0.24358588,-0.07471427,1
-0.8169287,0.2850197,-0.7663772,-0.8991504,0.34407273,-0.08375327,1
-0.823822,0.07564709,-0.80851036,-0.87284535,0.46046028,-0.08284976,1
0.17828327,-0.40917712,-0.80387986,-0.88957804,-0.100403264,-0.07384156,2
-0.052113235,0.42877895,-0.8645158,-0.8402007,0.19674885,-0.076694384,2
-0.896483,-0.1992684,-0.8886563,-0.8159223,0.23111877,-0.07332755,0
-0.37620544,0.23629688,-0.87606174,-0.81582004,0.42977238,-0.06893568,0
-0.8028915,0.17887287,-0.80500704,-0.8709,0.3278821,-0.076530844,1
0.19712704,-0.25715432,-0.8797328,-0.8382579,0.2608875,-0.07853926,2
0.5181457,-0.086633325,-0.73586226,-0.9296278,0.6762079,-0.073128775,2
-0.10703647,0.671841,-0.93587995,-0.78995234,-0.06526153,-0.07236834,2
-0.8819311,-0.18614605,-0.908845,-0.8102808,0.093519375,-0.07803122,0
-0.6897435,0.39685524,-0.8230565,-0.8632351,-0.022282913,-0.076001674,1
-0.872264,0.03899254,-0.82832396,-0.85918105,0.35110533,-0.079872444,1
-0.81092834,0.11494173,-0.8255018,-0.8635056,0.273291,-0.08274627,1
-0.046236545,0.5445335,-0.9377474,-0.79039645,0.13560827,-0.07613006,2
-0.5264752,0.58635044,-0.83747137,-0.8537618,-0.16240895,-0.07467523,1
