0,1,2,label
-0.5060878,0.029749803,-0.42718002,2
-0.7724783,-0.08029984,-0.65562075,2
0.35163343,0.42122272,-0.22030959,1
0.35400802,0.037712235,0.46149018,0
0.5869039,0.2646278,-0.61833155,0
0.28792167,0.39339003,0.16700162,0
0.21574868,0.6805371,0.18925692,0
0.36305425,-0.035086438,-0.36032075,1
0.34422776,0.08033311,0.45013514,1
-0.16278818,-0.1862281,0.18631957,1
-0.33956754,-0.47443378,0.21814744,2
0.33402178,0.22332208,0.44017106,1
0.2706026,0.41779843,-0.00083093345,0
0.21824682,-0.009535372,-0.69886273,1
0.27561933,0.115795255,0.7004674,1
0.73543507,0.23311995,-0.5752345,1
0.6825322,-0.1235953,-0.021736108,0
-0.40488243,0.13610603,-0.42309162,2
-0.58365154,0.08897791,-0.5001043,2
0.21292645,0.20434996,0.63682956,0
-0.5831638,-0.4447403,-0.08050467,2
-0.18497795,-0.0649524,0.30869213,2
0.5795571,0.17234564,0.14105561,1
0.351556,0.15654767,-0.79656696,1
0.39447218,-0.51298803,0.16217488,1
0.35462797,0.5578718,-0.028049909,0
0.15939632,0.42585137,-0.02016884,0
-0.27238688,-0.46183014,0.52208227,2
0.53022027,0.03791397,-0.50528294,0
-0.7404707,-0.1348204,-0.44795874,2
-0.3824162,-0.6853586,0.67186314,2
0.5488663,-0.2492005,-0.03862253,1
0.36998612,0.19823143,0.22875248,1
0.20475304,0.14400195,0.5701773,2
-0.21532813,-0.20582232,0.277974,2
0.039685696,0.063476756,0.4488744,2
0.33913338,0.43133315,-0.2695691,0
0.4891021,-0.16788797,-0.095314965,1
0.6587666,-0.36596206,-0.11616577,1
0.31371194,0.19238892,0.6697567,0
-0.17035529,-0.23449907,0.09122977,2
0.80027705,-0.23340675,-0.17143203,0
-0.69405115,-0.41585672,-0.025636569,2
0.42105898,0.077074915,-0.8083861,0
-0.04855022,0.8581572,-0.20264164,0
0.4324789,-0.42962524,0.089168236,1
0.7463707,-0.40819946,-0.065260164,1
-0.5804175,-0.49738973,-0.08822097,2
-0.6060365,0.030090753,-0.6861224,2
0.41788644,-0.44411623,0.12025305,1
0.5293182,0.032305308,-0.45769227,1
-0.049351305,0.40330094,0.038579255,2
-0.085451394,-0.1298187,0.37721393,1
0.7013521,-0.28758916,-0.10559499,1
0.009966731,0.69428366,-0.19447793,0
0.87249964,-0.21495989,-0.14342685,0
0.34844986,0.124512136,0.6689179,1
0.039705217,0.38813022,0.24840479,2
0.2580024,0.7166256,0.19911607,1
-0.009792864,0.51112986,0.10172229,2
0.77969676,-0.43936813,-0.1310032,0
0.11887978,0.20027,0.615151,2
0.58549523,-0.36195564,0.1203067,1
0.46810734,0.17491508,0.29147273,0
0.21053609,0.4736087,0.0011294968,0
0.029043913,0.5122174,0.20821422,2
0.28806844,0.26724842,0.24250568,0
0.3744613,0.40768445,0.58907914,0
0.9399829,-0.13513677,-0.18707976,1
0.45057112,0.27943107,0.62065285,0
0.5860364,-0.13127872,-0.1905534,1
0.038417578,-0.03844571,0.81464946,2
