0,1,2,3,4,5,6,label
0.39508528,0.6511975,-0.2025565,-0.12702745,-0.041991055,-0.6205618,-0.26333383,0
0.5017687,-0.06519964,0.56757194,-0.2941532,-0.45317417,-0.5422031,-0.686643,0
-0.7670542,-0.19049247,0.623964,-0.24434093,-0.5667218,-0.35263827,-0.16079198,2
0.29579416,-0.21879421,0.5742654,-0.28475758,-0.5518463,-0.50374067,-0.46510756,1
0.37288857,0.05123899,-0.36848506,-0.3371491,-0.38291895,-0.26346713,-0.32304883,0
0.58245873,0.17704107,0.7068099,-0.4381323,-0.29405126,-0.43914548,-0.5061532,0
0.30189326,0.384115,-0.029291078,-0.7782301,-0.18958616,-0.36286384,-0.3856741,0
0.23178892,0.69739753,0.0037204642,0.2126238,-0.10307233,-0.6318582,-0.21020128,0
0.36678773,-0.098878995,0.43020275,-0.66121197,-0.44283104,-0.5136341,0.09939268,1
0.364223,0.09139779,-0.34995997,-0.57287717,-0.3105054,-0.28568316,-0.29843333,1
-0.30736458,-0.5043897,-0.24341798,-0.18816319,-0.32900277,-0.37460303,-0.17450486,2
0.73781973,-0.2091094,0.2840919,-0.13292503,-0.38253272,-0.6399083,-0.66539,1
0.66072994,-0.5782182,0.003739357,-0.082825094,-0.6241498,-0.45509326,-0.520934,1
0.351891,0.2360712,-0.30953303,-0.5195521,-0.44654933,-0.61160624,-0.0152974725,1
0.2783704,0.39207894,0.1294159,-0.73324823,-0.26853132,-0.3421427,-0.33404696,0
-0.6063433,-0.107353985,0.6032703,-0.4898181,-0.27496997,-0.45145628,-0.65812016,2
0.21342646,-0.1128155,0.721653,0.12838304,-0.60870993,-0.54189813,-0.61754,1
0.30095366,0.1533964,-0.5772098,-0.40987378,-0.36511865,-0.5482825,0.067117244,1
0.73956287,0.15797247,0.6826489,0.3116535,-0.22590484,-0.79283,-0.73387814,1
0.70229274,-0.19980587,0.046366885,-0.16506243,-0.2974033,-0.26887107,-0.44428644,0
-0.5783291,-0.011643771,0.49989235,0.03071642,0.014549345,-0.65153646,-0.5777348,2
-0.53172606,-0.7059294,-0.4153326,-0.048422232,-0.44905785,-0.30701113,-0.15019277,2
0.24395575,0.23340856,-0.5468863,-0.07982054,-0.5757627,-0.4753843,-0.6464448,0
-0.5608237,-0.50856745,0.029841118,-0.24901925,-0.501104,-0.32365894,-0.08511469,2
0.05497165,0.12328897,-0.60417885,-0.6765561,-0.6090377,-0.5363718,-0.69859946,2
0.60473096,0.16750015,-0.055102453,0.03248924,0.33149272,-0.06376919,-0.6852919,1
0.33744276,0.04977376,0.83319974,0.082479715,-0.87521285,-0.30414432,-0.03803429,1
0.6036433,-0.54358,-0.062325686,-0.16102393,-0.47661978,-0.4965995,-0.40170434,1
0.3433394,0.16027094,-0.4478324,-0.14146984,0.19972122,-0.05074501,-0.37930444,0
0.4526452,0.60346025,0.11106462,0.56188786,0.28198385,-0.21612394,-0.36140275,1
0.5304879,-0.051150188,0.5598226,-0.36242354,-0.42286867,-0.5573364,-0.6930058,0
-0.72700065,-0.21849747,0.4279108,0.03493896,-0.46344543,-0.3989908,-0.21100178,2
-0.33859974,-0.66113585,-0.686124,-0.18774727,-0.3421845,-0.41318747,-0.8250174,2
0.39250183,0.18913266,-0.16340339,-0.282404,-0.019402534,0.10544884,-0.17426322,1
0.23070645,0.15412034,-0.4628266,-0.6655121,-0.21229401,-0.6300224,-0.33844665,2
0.06815474,0.086298585,-0.33843604,-0.63796,-0.44044238,-0.5109035,-0.76327056,2
0.87026006,-0.34059173,0.21340185,-0.09052673,-0.36920297,-0.6031246,-0.3346363,1
0.2824447,0.75805336,0.13043621,-0.037681744,-0.14964628,-0.6484957,-0.3228742,0
0.35536915,0.3684562,0.34509504,-0.33301318,0.25119346,0.047465026,-0.757388,0
0.67310214,-0.42471436,0.12767655,-0.197622,-0.3888807,-0.5639873,-0.28162554,1
0.33786306,0.23384145,-0.5259239,-0.32105857,-0.44716904,-0.3796176,-0.11529204,0
0.26459783,0.38217482,0.20501067,-0.59096146,-0.27062583,-0.44258475,-0.53812665,0
-0.1365205,-0.27327728,-0.07937092,-0.3429549,0.3935129,-0.6560132,-0.329236,2
0.8240064,-0.008882012,0.21236841,-0.20613375,-0.12722062,-0.40901434,-0.76040566,0
0.81854624,-0.2847792,0.21673365,-0.022519648,-0.14790462,-0.72055197,0.49810588,0
-0.66747165,-0.46225694,-0.011855133,0.28914845,-0.44912806,-0.38638288,-0.16241592,2
0.4092033,-0.04130023,0.8389827,-0.20692176,-0.66138685,-0.48055437,-0.63899183,0
0.8834839,-0.036006056,0.7628498,0.07756853,-0.40677324,-0.7339926,-0.4331337,1
0.7607647,-0.45974588,0.076681316,-0.046033114,-0.46090686,-0.56037706,-0.41089818,1
-0.55963993,-0.5611865,0.027686464,-0.04125935,-0.58168685,-0.29815656,-0.08848184,2
-0.6007429,-0.07829465,0.68113905,-0.25994393,-0.48294276,-0.4129895,-0.21069364,2
0.53165793,-0.049552225,0.513937,-0.2353637,-0.37152988,-0.5632349,-0.6368343,1
-0.64007264,0.055119243,0.79128397,0.11043894,-0.40560383,-0.5041877,-0.21608233,2
-0.03002581,0.4008547,0.109935716,-0.39329487,-0.37979406,-0.6239333,-0.80657434,2
-0.059852183,-0.13040403,-0.32989872,-0.11557769,-0.6000434,-0.36349097,-0.12702358,1
0.71222293,-0.342332,0.14361918,-0.42528975,-0.49961972,-0.48453733,-0.51171535,1
0.883845,-0.25517914,0.21891393,-0.28006282,-0.37146252,-0.6083268,0.3537718,0
0.3735505,0.1656057,-0.53425586,-0.23123807,-0.48641264,-0.4223602,-0.09733221,1
0.058890313,0.38206434,-0.12259546,-0.30496293,-0.26869774,-0.72438335,-0.4707663,2
0.27386445,0.72957665,-0.00085348263,-0.01788333,-0.055777937,-0.6300577,-0.21974069,1
0.0035416484,0.49828252,0.023295809,-0.4956256,-0.66739565,-0.6189769,-0.7612958,2
0.7898598,-0.5015904,0.12887132,-0.05064869,-0.530351,-0.50380206,-0.29859495,0
0.15166874,0.1494239,-0.26343518,-0.3135705,-0.7034989,-0.21784246,0.018950462,1
0.14912897,0.22478458,-0.4938448,-0.34643045,-0.13779925,-0.6982914,-0.39937863,2
0.6213001,-0.1997386,0.16869259,-0.37936422,-0.33200282,-0.5274214,-0.6214669,1
-0.010954127,0.22304013,0.070537224,-0.8213709,-0.5460669,-0.4203471,-0.08019999,2
0.6062647,-0.38241693,-0.077438414,0.2936349,-0.42062396,-0.5499454,-0.54773813,1
0.21578045,0.45483217,0.12614131,-0.16514868,-0.6228328,-0.297209,-0.071609914,0
0.042415515,0.5139281,-0.050068878,-0.26247588,-0.31067592,-0.6458967,-0.045352995,2
0.3095839,0.26046824,-0.16307794,-0.24950723,0.1699717,-0.045435876,-0.2568246,0
0.40065342,0.4480654,-0.41691512,-0.2143727,-0.08483279,-0.5545509,-0.13526958,0
0.22559255,0.04037988,-0.60835385,-0.53365624,-0.4698358,-0.50008476,0.061390966,1
0.07078278,0.0022107027,-0.7403049,-0.45163608,-0.67824763,-0.50658596,-0.6945571,2
0.43877506,0.37538844,-0.2684088,-0.2741888,-0.4113074,-0.3856324,-0.16155672,0
0.52186877,0.42517525,-0.31517944,-0.29773945,-0.14613494,-0.5751035,-0.11334139,0
-0.52063936,0.07479114,0.40900615,-0.65376157,-0.6311033,-0.5190391,-0.7231158,2
0.4343214,0.13948408,-0.2632256,-0.6727148,-0.2654239,-0.32289243,-0.23525895,0
-0.06299618,0.47308296,0.05689268,-0.660872,-0.7355176,-0.57530546,-0.7828467,2
-0.14137438,-0.3249535,-0.19600488,-0.3371397,0.38021404,-0.6271996,-0.39937508,2
0.26616666,0.61803,0.014797459,0.05333814,-0.20352738,-0.59404856,-0.2309432,0
