0,1,2,3,4,5,label
0.3712964,0.6274981,-0.23849249,-0.10909711,-0.5490795,0.05486828,0
-0.52867913,-0.05389349,0.4387859,-0.21614335,-0.571185,0.14179146,2
0.4893998,-0.05168762,0.5744345,-0.25165623,-0.5134756,-0.421978,0
0.28117293,-0.20258227,0.5888094,-0.2474753,-0.4877628,-0.54073405,1
0.34316605,0.35817495,0.29934978,-0.48725867,0.068051636,0.28027648,1
0.35469788,0.040237986,-0.3771528,-0.2995984,-0.24450135,-0.40969515,0
0.5669174,0.18659303,0.6994739,-0.38407323,-0.4173964,-0.28193003,0
0.2838929,0.37537867,-0.051844493,-0.714157,-0.33489335,-0.1932049,0
0.20291397,0.6729233,-0.031478755,0.2097733,-0.5623973,0.004876703,0
0.35421115,-0.08913313,0.40585747,-0.61653954,-0.47947463,-0.47712326,1
-0.16040513,-0.21324663,-0.14894356,-0.30160943,-0.624447,0.65000224,1
0.7245744,-0.19636765,0.29324988,-0.09998678,-0.60685426,-0.32738814,1
0.6508679,-0.5635353,0.02949319,-0.055866018,-0.44075617,-0.62547946,1
0.3376195,0.22901244,-0.32574135,-0.46274558,-0.5783749,-0.42576635,1
0.26121897,0.38631344,0.11004329,-0.6695651,-0.32057044,-0.280411,0
-0.64126885,-0.09151019,0.62136364,-0.4359122,-0.42572194,-0.27109915,2
0.19245347,-0.10158926,0.73406976,0.1433191,-0.5168486,-0.57525265,1
0.28559583,0.13955492,-0.5952191,-0.36861408,-0.5117532,-0.34449512,1
0.71851194,0.16568764,0.677798,0.31750464,-0.7404493,-0.103652045,1
-0.4242012,0.06347172,0.46466845,-0.24058525,-0.66316235,0.51735646,2
-0.61155075,8.567795e-05,0.515834,-0.03174728,-0.58470774,0.1362293,2
-0.5669751,-0.7084313,-0.3958878,-0.04113607,-0.29577002,-0.4527573,2
-0.59462255,-0.5028381,0.04729762,-0.22632945,-0.31575608,-0.50985074,2
-0.18510711,-0.08537716,-0.2698486,-0.50603044,-0.559612,-0.32752365,2
0.032216355,0.109969854,-0.61487913,-0.59706604,-0.51179916,-0.62287736,2
0.58744204,0.14084235,-0.04424733,-0.0032766908,0.06100154,0.36712605,1
0.39912546,-0.54082173,-0.15124847,-0.041933134,-0.4596172,-0.45187077,1
0.5920096,-0.5309617,-0.04200098,-0.13481942,-0.4797879,-0.4641889,1
0.3219948,0.12975252,-0.44918618,-0.15286195,0.030175775,0.20928276,0
0.34427583,0.5252259,0.15987837,-0.08519224,-0.28062215,-0.11515267,0
