0,1,2,3,4,5,6,label
0.38688368,0.6256079,-0.1548723,-0.16571286,-0.54295886,0.12712255,-0.11343697,0
-0.50655204,-0.13288489,0.4528581,-0.17022777,-0.5454635,0.1844283,0.2707994,2
0.49303707,-0.14484827,0.584585,-0.23424779,-0.51083416,-0.36847597,0.33549005,0
-0.76996696,-0.2815051,0.5997708,-0.16546737,-0.33770436,-0.5613847,-0.18599111,2
0.28988633,-0.30775207,0.5732027,-0.22344948,-0.48561928,-0.49540386,0.17820694,1
0.3512865,0.29332915,0.3665827,-0.50792223,0.09823775,0.33425003,0.28351843,1
0.35808933,0.02552671,-0.30979282,-0.544897,-0.22786202,-0.28420252,-0.023761213,1
-0.13468507,-0.28204793,-0.14212689,-0.30659103,-0.58231467,0.7471274,0.23488584,1
-0.31178075,-0.57857245,-0.25771433,-0.156257,-0.34284642,-0.26417843,-0.18239158,2
0.72820854,-0.27536684,0.29406452,-0.09624022,-0.60177284,-0.25387108,0.35240465,1
0.6551107,-0.6492042,-0.009901039,-0.031429425,-0.44782394,-0.5707516,0.16864479,1
-0.6138899,-0.18762967,0.6329663,-0.4146433,-0.42692912,-0.22562169,0.43970704,2
0.20981343,-0.18431695,0.69424856,0.18319938,-0.5181799,-0.5227313,0.31320408,1
0.68899643,-0.25011203,0.07783009,-0.1414761,-0.289316,-0.3325165,0.18082641,0
-0.39381665,-0.016578136,0.46690172,-0.22752507,-0.62369317,0.5966777,0.30665052,2
-0.5842165,-0.068888485,0.5163875,0.020571485,-0.559524,0.18195355,0.32459378,2
-0.53166217,-0.77797496,-0.45008743,-0.017326578,-0.28764403,-0.4053595,-0.20101541,2
0.2383525,0.21196857,-0.50173944,-0.06671919,-0.44874868,-0.5384275,0.5123743,0
-0.16166484,-0.14011933,-0.21652457,-0.5487723,-0.55613244,-0.2475828,0.6981018,2
0.050584897,0.075019464,-0.53503656,-0.6566582,-0.51516926,-0.5610603,0.57706034,2
0.59407014,0.09824251,-0.028974332,0.0038697869,0.029914558,0.418351,0.4644139,1
0.327291,-0.0144788455,0.78485703,0.1674839,-0.3172671,-0.89728135,-0.25939092,1
0.41185367,-0.6165494,-0.18099731,-0.033783555,-0.45792052,-0.37780696,0.24008289,1
0.5976758,-0.61928165,-0.068983,-0.1295056,-0.4777887,-0.3975088,0.118224934,1
0.3338913,0.11584902,-0.39774373,-0.19480692,0.0075785816,0.2621071,0.096928924,0
0.36061662,0.49037445,0.20691776,-0.10269521,-0.3107273,-0.07026003,0.35570696,0
0.15710224,0.3690852,0.13065137,0.010990992,-0.29548734,-0.6595416,-0.2744188,0
-0.23068854,-0.50096464,-0.5090719,-0.15535833,-0.44014564,-0.08786635,0.5665715,2
0.44329977,0.57221735,0.11437826,0.4882359,-0.1414924,0.4442746,0.40262282,1
0.5208591,-0.13253823,0.5831417,-0.30254427,-0.5226006,-0.33398378,0.34089196,0
-0.33636314,-0.7207738,-0.70259243,-0.17899063,-0.36834607,-0.32704368,0.65085876,2
0.55698085,-0.3805787,0.09910004,-0.43523824,-0.54647,-0.08475104,-0.330092,1
0.3768079,0.13489558,-0.1294824,-0.28595972,0.14126647,-0.02019608,-0.08621319,1
-0.1845716,-0.27745914,-0.20001204,-0.49540228,-0.48883152,-0.04228787,0.6890144,2
0.86069936,-0.4118684,0.2088048,-0.06396821,-0.57100713,-0.24896237,0.04629326,1
0.27513292,0.7340684,0.16990192,-0.05843386,-0.57797486,0.011247128,-0.06705938,0
0.34253025,0.30098835,0.39657056,-0.32855266,0.11680633,0.31859434,0.5674549,0
0.49642274,-0.3006268,0.16713864,-0.4300534,-0.5678868,-0.04834345,-0.27104136,1
0.6649743,-0.5037539,0.123439044,-0.16991937,-0.5341821,-0.2865938,0.0068782493,1
0.24727927,0.3274951,0.23835856,-0.5496537,-0.35132426,-0.20900203,0.117466755,0
-0.14710423,-0.3506145,-0.074913554,-0.33196545,-0.5409526,0.6018469,0.08942092,2
0.81073433,-0.06869,0.22902799,-0.16999248,-0.34380296,0.007330209,0.4095688,0
0.807849,-0.3546224,0.2059343,-0.024692327,-0.6654171,0.025512129,-0.49856687,0
-0.66675794,-0.525385,-0.072399236,0.31474137,-0.35164675,-0.36710924,-0.19300029,2
0.4010942,-0.124995455,0.8386275,-0.12485791,-0.46835715,-0.62939155,0.29765052,0
-0.045538157,0.84529454,0.36133555,0.6193854,-0.49778327,-0.22534701,0.019526139,0
0.872625,-0.101955906,0.75195813,0.11386597,-0.69882387,-0.26057413,0.20017782,1
0.4445754,-0.555278,-0.07348838,-0.37254125,-0.46580783,-0.25253436,-0.35648575,1
0.75360715,-0.5305451,0.06422911,-0.017213523,-0.53635913,-0.35726213,0.14081468,1
-0.56108207,-0.6391231,-0.015550911,0.01611647,-0.2866384,-0.57043636,-0.29861248,2
-0.60616183,-0.16604507,0.6666402,-0.18570454,-0.38842618,-0.45277238,-0.13480714,2
0.4307269,-0.56095105,-0.11777046,-0.20460027,-0.4195062,-0.3729899,0.18855909,1
0.52307814,-0.12669352,0.52888906,-0.18937254,-0.5243443,-0.26363993,0.30218303,1
-0.64411575,-0.019916726,0.7522942,0.15852574,-0.4615465,-0.31577924,-0.07498525,2
-0.034273148,0.34928688,0.1383527,-0.37547177,-0.56237024,-0.3435248,0.67985487,2
-0.06255928,-0.18417849,-0.33609957,-0.083759606,-0.34693766,-0.5658298,-0.24679276,1
0.699155,-0.42565623,0.16340016,-0.39325553,-0.4539346,-0.48003873,0.37702236,1
0.011082232,0.6258686,0.35805753,-0.03506878,-0.54961866,-0.65030265,0.62302274,0
0.36830935,0.13068637,-0.5041428,-0.2129155,-0.40550685,-0.41478956,-0.3004093,1
