-0.9576784224192263,-0.573336977754658,-0.5512360490154007,1.0
-0.9508927716501357,-0.5688222977259852,-0.46851047101358445,2.0
-0.9395823351602212,-0.5322115710300248,-0.6054510505657026,0.0
-0.7163113141190343,-0.6398860588576413,-0.9138208331973378,0.0
-0.8636285685795249,-0.6642920305199695,-0.7495714460362845,1.0
-0.9724809531870809,-0.5247667734591844,-0.5279394055849824,0.0
-0.9652875768619038,-0.5444239930416431,-0.5456031950661764,0.0
-0.9871860304471392,-0.4995126118485277,-0.4965488874853066,1.0
-0.48427713059546057,-0.7322972722559637,-0.7000248757634273,0.0
-0.9545166786695417,-0.5698228287089057,-0.47881141908397173,2.0
-0.9902897428570594,-0.506199535422536,-0.46460644276431506,0.0
-0.9651624671704186,-0.5679091219520718,-0.4985144235256483,0.0
-0.9865948806470335,-0.5062664148786156,-0.49962446442350694,1.0
-0.9305052509110815,-0.626353121456748,-0.5323954892052132,2.0
-0.953587971243714,-0.5508229885285378,-0.5558792692335413,2.0
-0.9533473981942001,-0.5753293162761154,-0.5405490022724916,0.0
-0.9427862827175485,-0.5429987002932405,-0.5896740394194135,0.0
-0.9804981789835663,-0.5026302810894099,-0.5058149657032361,1.0
-0.1606290384124639,-0.43405044055275294,-0.6477404850987138,2.0
-0.8048574308949257,-0.7501294016743216,-0.1589033511888615,0.0
-0.9463685218581275,-0.5983434847410218,-0.5084761535030026,0.0
-0.8702229117744789,-0.5779908421847689,-0.5847513725060458,2.0
-0.9596364567552333,-0.5698278640678976,-0.5416462484203263,1.0
-0.9309645955743443,-0.6024006927919902,-0.4921503085616433,2.0
-0.5979989648475348,-0.3709652529551537,-0.8491353991998108,1.0
-0.9929334236281109,-0.4762296925502296,-0.4252226477536601,2.0
-0.9726086532146555,-0.5197841323748904,-0.525968427573684,1.0
-0.9327351672339923,-0.5102008277008824,-0.5175018685515228,2.0
-0.9728573522269756,-0.5401249305518219,-0.5156210234804439,1.0
-0.9875051769361322,-0.5041654004854741,-0.4842515236425408,1.0
-0.745717443338432,-0.6517065626623582,-0.567848054897619,0.0
-0.9377198272706619,-0.5860428150664381,-0.5085934563931481,2.0
-0.9586064488759242,-0.5965442572449118,-0.43324987022364486,2.0
-0.9555688152151095,-0.5399357859107153,-0.5408277694584105,1.0
-0.9852339765548997,-0.5017485484532584,-0.4896958915174386,1.0
-0.7334170622770191,-0.5139806114447276,-0.7705576672612899,1.0
-0.98437835211995,-0.49402523208272436,-0.4505211031208183,2.0
-0.941566223175087,-0.5784084924787498,-0.6027261082491744,1.0
-0.9618498323502341,-0.5219751554047589,-0.5337532246560648,0.0
-0.9750131578741674,-0.5377121091510046,-0.4967547885991119,1.0
-0.8849705412508483,-0.5512616067595493,-0.6619291038132977,0.0
-0.9315522537770129,-0.5642803589690222,-0.604701756351807,1.0
-0.9287335299962242,-0.5368126695863966,-0.47961753740570245,2.0
-0.8346109151937604,-0.5952458538377635,-0.6953958887130302,1.0
-0.9698440430649552,-0.4934839071911171,-0.5605601305851686,1.0
-0.96357567137446,-0.5516711828159394,-0.4746630993041514,2.0
-0.9642468776107516,-0.5644697303816306,-0.507437480215088,0.0
-0.9821384173128556,-0.5129966090241403,-0.49627461766791525,1.0
-0.992319376076291,-0.47854729606435964,-0.477006545495217,0.0
-0.9665941674251621,-0.5525984197001023,-0.5497492812174528,1.0
-0.969214327631936,-0.5150100301487991,-0.521182404849455,1.0
-0.8986419161132447,-0.5553071176199315,-0.6901240717756866,1.0
-0.9145536434450003,-0.6180011310016821,-0.5893919453723356,2.0
