0,1,2,3,label
0.39508528,0.6511975,-0.2025565,-0.12702745,0
0.5017687,-0.06519964,0.56757194,-0.2941532,0
-0.7670542,-0.19049247,0.623964,-0.24434093,2
0.29579416,-0.21879421,0.5742654,-0.28475758,1
0.37288857,0.05123899,-0.36848506,-0.3371491,0
0.58245873,0.17704107,0.7068099,-0.4381323,0
0.30189326,0.384115,-0.029291078,-0.7782301,0
0.23178892,0.69739753,0.0037204642,0.2126238,0
0.36678773,-0.098878995,0.43020275,-0.66121197,1
0.364223,0.09139779,-0.34995997,-0.57287717,1
-0.30736458,-0.5043897,-0.24341798,-0.18816319,2
0.73781973,-0.2091094,0.2840919,-0.13292503,1
0.66072994,-0.5782182,0.003739357,-0.082825094,1
0.351891,0.2360712,-0.30953303,-0.5195521,1
0.2783704,0.39207894,0.1294159,-0.73324823,0
-0.6063433,-0.107353985,0.6032703,-0.4898181,2
0.21342646,-0.1128155,0.721653,0.12838304,1
0.30095366,0.1533964,-0.5772098,-0.40987378,1
0.73956287,0.15797247,0.6826489,0.3116535,1
0.70229274,-0.19980587,0.046366885,-0.16506243,0
-0.5783291,-0.011643771,0.49989235,0.03071642,2
-0.53172606,-0.7059294,-0.4153326,-0.048422232,2
0.24395575,0.23340856,-0.5468863,-0.07982054,0
-0.5608237,-0.50856745,0.029841118,-0.24901925,2
0.05497165,0.12328897,-0.60417885,-0.6765561,2
0.60473096,0.16750015,-0.055102453,0.03248924,1
0.33744276,0.04977376,0.83319974,0.082479715,1
0.6036433,-0.54358,-0.062325686,-0.16102393,1
0.3433394,0.16027094,-0.4478324,-0.14146984,0
0.4526452,0.60346025,0.11106462,0.56188786,1
0.5304879,-0.051150188,0.5598226,-0.36242354,0
-0.72700065,-0.21849747,0.4279108,0.03493896,2
-0.33859974,-0.66113585,-0.686124,-0.18774727,2
0.39250183,0.18913266,-0.16340339,-0.282404,1
0.23070645,0.15412034,-0.4628266,-0.6655121,2
0.06815474,0.086298585,-0.33843604,-0.63796,2
0.87026006,-0.34059173,0.21340185,-0.09052673,1
0.2824447,0.75805336,0.13043621,-0.037681744,0
0.35536915,0.3684562,0.34509504,-0.33301318,0
0.67310214,-0.42471436,0.12767655,-0.197622,1
0.33786306,0.23384145,-0.5259239,-0.32105857,0
0.26459783,0.38217482,0.20501067,-0.59096146,0
-0.1365205,-0.27327728,-0.07937092,-0.3429549,2
0.8240064,-0.008882012,0.21236841,-0.20613375,0
0.81854624,-0.2847792,0.21673365,-0.022519648,0
-0.66747165,-0.46225694,-0.011855133,0.28914845,2
0.4092033,-0.04130023,0.8389827,-0.20692176,0
0.8834839,-0.036006056,0.7628498,0.07756853,1
0.7607647,-0.45974588,0.076681316,-0.046033114,1
-0.55963993,-0.5611865,0.027686464,-0.04125935,2
-0.6007429,-0.07829465,0.68113905,-0.25994393,2
0.53165793,-0.049552225,0.513937,-0.2353637,1
-0.64007264,0.055119243,0.79128397,0.11043894,2
-0.03002581,0.4008547,0.109935716,-0.39329487,2
-0.059852183,-0.13040403,-0.32989872,-0.11557769,1
0.71222293,-0.342332,0.14361918,-0.42528975,1
0.883845,-0.25517914,0.21891393,-0.28006282,0
0.3735505,0.1656057,-0.53425586,-0.23123807,1
0.058890313,0.38206434,-0.12259546,-0.30496293,2
0.27386445,0.72957665,-0.00085348263,-0.01788333,1
0.0035416484,0.49828252,0.023295809,-0.4956256,2
0.7898598,-0.5015904,0.12887132,-0.05064869,0
0.15166874,0.1494239,-0.26343518,-0.3135705,1
0.14912897,0.22478458,-0.4938448,-0.34643045,2
0.6213001,-0.1997386,0.16869259,-0.37936422,1
-0.010954127,0.22304013,0.070537224,-0.8213709,2
0.6062647,-0.38241693,-0.077438414,0.2936349,1
0.21578045,0.45483217,0.12614131,-0.16514868,0
0.042415515,0.5139281,-0.050068878,-0.26247588,2
0.3095839,0.26046824,-0.16307794,-0.24950723,0
0.40065342,0.4480654,-0.41691512,-0.2143727,0
0.22559255,0.04037988,-0.60835385,-0.53365624,1
0.07078278,0.0022107027,-0.7403049,-0.45163608,2
0.43877506,0.37538844,-0.2684088,-0.2741888,0
0.52186877,0.42517525,-0.31517944,-0.29773945,0
-0.52063936,0.07479114,0.40900615,-0.65376157,2
0.4343214,0.13948408,-0.2632256,-0.6727148,0
-0.06299618,0.47308296,0.05689268,-0.660872,2
-0.14137438,-0.3249535,-0.19600488,-0.3371397,2
0.26616666,0.61803,0.014797459,0.05333814,0
0.40889883,0.46455532,-0.36043492,-0.2794626,1
0.8716327,-0.36177796,0.18466055,-0.09388423,0
0.5368078,-0.084722616,0.37127164,-0.34003645,1
0.33785543,0.501824,0.17032318,-0.53532994,0
0.45496967,0.44945225,-0.07281742,-0.4732221,1
0.6780708,-0.28208035,0.11710537,-0.26383612,1
0.48109648,-0.33578658,0.02209727,-0.20571141,1
0.5551153,-0.012819808,0.64541423,-0.10022649,1
0.80771995,-0.35159877,0.20833558,-0.23030755,0
0.38326162,0.36498162,0.1790815,-0.6945307,0
0.26719213,0.26484853,-0.43411574,-0.45989156,2
0.61462164,-0.075752445,0.5689685,-0.23422343,1
0.70294446,-0.44234696,0.14798027,-0.31033188,1
0.78004205,-0.33844778,0.1763186,0.062625796,1
-0.27766478,0.32244375,0.38006467,-0.1161291,2
0.44755864,-0.3354877,0.09164742,-0.31290781,1
0.21808703,0.24278454,-0.4770816,-0.57439065,2
-0.28388447,-0.2845274,-0.2376132,-0.4860714,2
0.41289473,-0.13898417,-0.03590154,-0.6282907,1
0.47055972,0.13936555,-0.29702866,-0.40558583,0
0.6032117,-0.34533468,0.1135954,-0.44785655,0
0.6566615,-0.26784027,0.2260039,-0.34114507,1
0.5571492,0.47539952,-0.3727265,0.1440233,0
0.09712033,0.4408775,-0.02814503,-0.5477959,2
0.79519033,-0.14041749,0.49641144,-0.2575505,0
0.32386336,0.43457136,0.23688872,-0.6711129,0
0.57816184,-0.3953196,-0.04624311,-0.02669856,1
0.2779133,0.17888913,-0.61498886,0.27789122,1
0.5549957,0.06708126,0.8262677,-0.1022079,1
-0.12096429,-0.21817361,-0.33669972,-0.23779273,2
-0.30325544,-0.07568023,0.21148944,-0.9528228,2
-0.5142385,-0.8551369,-0.72048736,-0.07656905,2
0.5784811,-0.034084603,0.13944297,-0.6987033,0
0.36166537,0.3600113,-0.070427954,-0.7334553,1
0.46878552,0.4862447,0.14139327,-0.39225543,0
0.06304309,0.099417254,-0.7129545,0.07528669,1
0.09050098,0.49486414,0.49601054,-0.59795976,0
0.8651274,-0.26667905,0.26391777,0.13236514,1
-0.0766134,-0.20490414,-0.13496695,-0.92349917,2
0.45028317,0.43446174,-0.078313746,-0.49398136,1
0.3642148,0.41060048,-0.3958967,-0.43409508,0
-0.76901996,0.007502904,0.9046134,-0.21299998,2
-0.9574089,-0.058424808,0.8769783,-0.044322237,2
0.16993019,-0.002411954,-0.52472764,-0.05461456,0
0.6591203,-0.4032827,0.2197467,-0.2564458,1
-0.6409302,-0.0023920685,0.7746381,0.020962417,2
-0.096755534,-0.26512977,-0.13300335,-0.3903908,2
-0.096870154,-0.20399846,-0.406087,-0.15912274,2
0.68137544,-0.28754666,0.15803033,0.01021193,0
0.48166358,0.16544965,0.6310477,-0.48381516,0
-0.49793065,-0.11733529,0.18955362,-0.18825823,2
-0.31988972,-0.43953675,-0.13873121,-0.034478813,2
0.66035616,-0.111797795,0.11416192,-0.6364143,0
0.14189623,0.24263565,-0.26592395,-0.6703071,1
0.8679563,-0.28878713,0.22514194,-0.119020134,0
-0.19289568,0.014514957,0.34836876,-0.30812633,2
-0.35904866,-0.42259786,-0.14239152,0.011195749,2
-0.4630754,-0.7410684,-0.58763474,-0.3499351,2
0.69700444,-0.16938993,0.14572337,-0.5463594,1
-0.13327932,0.5194912,0.3235434,0.028900146,0
0.5549594,-0.4187464,0.09966809,-0.13383737,1
0.43675494,0.27719778,-0.25383428,-0.4016474,0
0.40875524,0.39905995,0.08376144,-0.7010737,0
0.27316236,0.27984595,-0.36595497,-0.42364526,2
0.28712136,0.5051122,0.44364643,-0.29252693,0
0.3190324,0.34503394,-0.42382482,0.234981,1
-0.22359264,-0.08951511,0.30480877,-0.4455036,2
-0.39798266,0.07322225,0.57599807,-0.31491312,2
0.20756103,0.280971,0.03438746,-0.92138016,2
0.449844,0.40190682,0.04471977,-0.70489806,0
-0.68254524,-0.17205057,0.50024736,0.097299695,2
-0.39651757,0.11462759,0.6718619,-0.21665429,2
0.086052135,-0.20119943,-0.35218182,-0.14436236,1
-0.59176004,0.056472868,0.5607645,0.06346208,2
0.22807762,0.15897273,-0.44702774,-0.54490674,2
0.07101734,0.11042029,-0.49178696,0.026118755,1
0.6114981,0.13916932,0.64570755,-0.27315655,0
0.5152886,-0.22980848,0.12101093,-0.21705998,1
0.40909773,0.59651405,0.03505227,-0.39434195,1
0.4748688,0.54455864,-0.22259244,-0.1989538,0
0.03113626,0.5526223,0.09609213,-0.06949973,2
0.79343957,-0.3346036,0.2722961,-0.07396297,1
-0.35810524,0.018114358,0.51291907,-0.45079243,2
-0.3281365,-0.5652065,-0.6145061,-0.13497642,2
0.6330025,-0.48327458,-0.0072648134,-0.29391602,1
0.5128187,0.032904796,0.47985625,-0.6912216,0
0.28695846,0.21129291,-0.5133695,-0.27356386,1
0.5249269,0.4905606,0.0064300178,-0.21717763,0
0.3044296,0.30261204,-0.33325785,-0.48112014,2
0.43352637,0.2578618,-0.25764915,-0.6100584,1
0.66695166,0.051521853,0.5878899,0.010242596,1
0.46009386,0.49339828,-0.27855247,-0.11194804,1
-0.16511557,0.1537452,-0.20615663,-0.4009769,1
0.40508795,-0.49607372,0.029131774,-0.14277388,0
-0.041394293,0.34595522,0.22911757,-0.004395634,1
0.60094786,-0.1111069,0.0060512377,0.0044883788,0
0.7059699,-0.2609857,0.18238479,-0.088067114,0
0.8663651,-0.21611694,0.29807094,0.18609565,0
0.28798422,0.45328325,0.15596546,0.035143286,1
