0,1,2,3,4,5,label
-0.5060878,0.029749803,-0.42718002,-0.20062149,-0.48002234,-0.3283063,2
-0.7724783,-0.08029984,-0.65562075,-0.2002798,-0.008698866,-0.6361295,2
0.35163343,0.42122272,-0.22030959,-0.49677455,0.14916077,0.10429609,1
0.35400802,0.037712235,0.46149018,-0.28424108,0.05156049,-0.45791343,0
0.5869039,0.2646278,-0.61833155,-0.37042943,-0.1744592,-0.48859224,0
0.28792167,0.39339003,0.16700162,-0.69541955,-0.116354465,-0.39366898,0
0.21574868,0.6805371,0.18925692,0.21803445,-0.41583598,-0.40538287,0
0.36305425,-0.035086438,-0.36032075,-0.61377335,-0.17518046,-0.6508667,1
0.34422776,0.08033311,0.45013514,-0.50737596,0.004563883,-0.43172246,1
-0.16278818,-0.1862281,0.18631957,-0.27638632,-0.65810466,-0.071425945,1
-0.33956754,-0.47443378,0.21814744,-0.16636929,-0.093012065,-0.46998855,2
0.33402178,0.22332208,0.44017106,-0.434183,-0.29540744,-0.6722588,1
0.2706026,0.41779843,-0.00083093345,-0.6507089,-0.07678653,-0.43818533,0
0.21824682,-0.009535372,-0.69886273,0.16568702,-0.19114864,-0.708786,1
0.27561933,0.115795255,0.7004674,-0.34579742,-0.24982983,-0.5844654,1
0.73543507,0.23311995,-0.5752345,0.3283077,-0.5686898,-0.5440573,1
0.6825322,-0.1235953,-0.021736108,-0.13081099,0.013227448,-0.42695954,0
-0.40488243,0.13610603,-0.42309162,-0.21350735,-0.66129386,-0.17988259,2
-0.58365154,0.08897791,-0.5001043,-0.016765416,-0.49105716,-0.3385532,2
0.21292645,0.20434996,0.63682956,-0.04299441,-0.09693593,-0.69682586,0
-0.5831638,-0.4447403,-0.08050467,-0.21594144,0.01075232,-0.57638997,2
-0.18497795,-0.0649524,0.30869213,-0.50805175,-0.31273288,-0.5864775,2
0.5795571,0.17234564,0.14105561,0.0032971948,0.10012898,0.14091927,1
0.351556,0.15654767,-0.79656696,0.14127332,0.11512777,-0.78478956,1
0.39447218,-0.51298803,0.16217488,-0.028323427,-0.16400537,-0.5934197,1
0.35462797,0.5578718,-0.028049909,-0.08090605,-0.12659454,-0.33092415,0
0.15939632,0.42585137,-0.02016884,0.030485913,0.067153305,-0.6431018,0
-0.27238688,-0.46183014,0.52208227,-0.103607416,-0.21577175,-0.41996574,2
0.53022027,0.03791397,-0.50528294,-0.2887793,-0.26359552,-0.6048534,0
-0.7404707,-0.1348204,-0.44795874,0.05111812,-0.08447954,-0.5643642,2
-0.3824162,-0.6853586,0.67186314,-0.13113602,-0.05714667,-0.50098985,2
0.5488663,-0.2492005,-0.03862253,-0.41981095,-0.3599152,-0.50106233,1
0.36998612,0.19823143,0.22875248,-0.26782435,0.33087337,-0.03312874,1
0.20475304,0.14400195,0.5701773,-0.6015756,-0.38196135,-0.5221628,2
