0,1,2,label
-0.8317494,0.053280726,-0.13869104,1
-0.8444631,0.19130853,0.08333662,1
-0.7554888,0.46135882,0.24395347,1
-0.80000687,0.196998,0.09177068,1
-0.9331763,-0.18161008,-0.46221954,0
-0.76442236,0.24795222,-0.056644946,1
-0.9307522,-0.18250519,-0.4062891,0
-0.47971824,0.1196652,-0.80460835,2
-0.80172175,-0.10359603,-0.6852774,0
-0.9052441,-0.09957361,-0.50949275,0
-0.69639814,0.49439818,0.030751795,0
-0.62861747,0.6003046,0.016815037,1
-0.76732993,0.230872,-0.22714907,1
0.2791847,-0.36727297,0.3849784,2
-0.67477024,0.6035161,0.45116568,1
0.0818699,0.44864792,-0.6506651,2
-0.760727,0.37758446,0.14099187,1
0.8324674,-0.6333685,0.40579998,2
0.013638377,0.2460876,-0.36987835,2
-0.2229333,0.49973953,-0.34513676,2
-0.8351079,-0.07656267,-0.5119459,1
-0.335944,0.41812497,-0.4960037,2
-0.8488399,0.39287782,0.4065764,1
-0.86474663,0.14720467,0.0952014,0
-0.8076652,0.32723624,0.18699783,1
-0.8776722,-0.09855935,-0.5572893,0
-0.8150704,0.122441575,-0.015619099,1
0.23038542,-0.3177985,0.07229462,2
-0.005401522,0.44997352,-0.31547987,2
-0.8908031,-0.144927,-0.426557,0
-0.37200162,0.51537097,-0.4941826,1
-0.34270927,0.25636193,-0.39364505,0
0.25129527,-0.19303924,-0.3481164,2
0.5938085,-0.021138132,0.42944562,2
-0.6840453,-0.1944102,-0.8285675,0
-0.0623976,0.6673742,-0.7174932,2
-0.67455196,0.43144545,-0.107650444,1
-0.865916,0.085683115,-0.11901571,1
-0.0058116317,0.28561178,-0.6462116,2
-0.8022893,0.1604692,-0.10694745,1
-0.5328657,-0.18898761,-0.79614854,0
0.17635852,0.48775548,-0.66245544,2
-0.50335145,0.61045694,-0.19218336,1
-0.5465076,0.50776124,-0.27573252,2
-0.8931274,0.041615784,-0.22064158,0
-0.88635105,-0.18694302,-0.58893883,1
-0.8446232,-0.053238153,-0.38598132,1
-0.7007381,0.21924242,-0.45637876,0
-0.080429226,0.64561826,-0.750134,2
0.1359998,0.74524826,-0.38218868,2
-0.26488942,-0.042472318,-0.9315787,0
-0.8253268,0.11494703,-0.19458552,1
-0.80178523,0.19264264,-0.054088295,1
-0.06421158,-0.7657058,-0.35029835,0
-0.7719526,0.25735238,-0.19162944,0
-0.84759474,0.10545158,-0.0396322,1
-0.037125736,-0.01864323,-0.5140867,0
-0.18070766,0.5757886,-0.30944327,2
-0.17784077,0.5319695,-0.65079117,2
-0.795087,0.21446903,-0.0065743923,1
-0.78249156,0.16188441,-0.29679656,1
-0.23313068,0.36423233,-0.70076555,2
-0.7189799,-0.076689065,-0.69315636,0
-0.59763736,0.03955476,-0.7695939,0
-0.0343287,0.09712224,-0.40526688,2
-0.33082968,0.60319865,-0.5294299,2
-0.3810584,0.7327699,-0.12480034,1
-0.7917228,0.17987537,-0.030687243,0
-0.6011314,-0.057302207,-0.89606625,0
