0,1,2,3,4,5,6,label
-0.3009224,0.7209563,-0.9851566,0.049682334,-0.49770552,-0.46850824,-0.8187869,2
-0.8578396,0.08216596,-0.98517746,0.26513925,-0.11854836,-0.5592936,-0.8245571,1
-0.867833,0.21554133,-0.9812612,0.4398084,-0.14529845,-0.636607,-0.8267104,1
-0.7813076,0.47353852,-0.97747415,0.56240726,-0.28212166,-0.61857796,-0.82926667,1
-0.4115231,0.6393168,-0.9847568,0.078826636,-0.5013746,-0.49921215,-0.82164717,1
-0.8634757,0.031037793,-0.98786765,0.04232631,-0.37973803,-0.5610934,-0.8148274,0
-0.82478523,0.22062136,-0.9813639,0.44432244,-0.090371594,-0.61953557,-0.81138235,1
-0.95918155,-0.14273095,-0.989368,0.010510705,-0.24762388,-0.57928854,-0.79531413,0
-0.9560447,-0.14341238,-0.98836875,0.052496463,-0.1829915,-0.5861054,-0.7734409,0
-0.8405653,0.20282362,-0.9834902,0.282057,-0.27596447,-0.58092636,-0.8122898,1
-0.52018344,0.15524647,-0.99243766,-0.24581444,-0.35996425,-0.4952196,-0.8023343,2
-0.9338275,-0.06495917,-0.98957163,-0.024559483,-0.36245728,-0.5463321,-0.81729513,0
-0.65867263,0.6126802,-0.98034173,0.38733065,-0.42940205,-0.51761764,-0.84625435,1
-0.7951164,0.25528467,-0.9847136,0.1958004,-0.3927745,-0.56311405,-0.8351384,1
-0.22476071,0.62831867,-0.98665226,0.0026983172,-0.36317086,-0.46999156,-0.8235367,2
0.21493536,-0.37195146,-0.98992646,0.62565655,-0.60900354,-0.45144784,-0.8071239,2
-0.7000711,0.6083958,-0.97381926,0.72014236,-0.1432006,-0.569334,-0.7959575,1
0.02619189,0.47343308,-0.9903801,-0.11234622,-0.1306985,-0.5796672,-0.80599684,2
-0.78789544,0.39282542,-0.9799274,0.48355454,-0.22544858,-0.5722803,-0.8324711,1
-0.39514968,0.52219343,-0.9881556,-0.10032801,-0.48731732,-0.49966437,-0.7991507,2
0.27135575,0.29109985,-0.9859232,0.35020417,0.16141549,-0.4205512,-0.9392824,2
0.74611384,-0.6382234,-0.99753475,0.64808816,-0.874135,-0.8266769,-0.6678531,2
-0.039398193,0.27067488,-0.98779523,0.096099794,0.05410081,-0.45401964,-0.8734589,2
-0.26576585,0.521286,-0.986801,0.11532832,-0.0769068,-0.36948287,-0.8920734,2
-0.8638667,-0.03904608,-0.9901746,-0.025994629,-0.3145439,-0.5574242,-0.81968385,1
-0.37775728,0.44177425,-0.9875032,-0.009222329,-0.41592297,-0.5655672,-0.7987414,2
-0.71948034,0.21768045,-0.98441714,0.17650774,-0.22141373,-0.4156617,-0.78521156,1
-0.8894515,0.17207053,-0.97603774,0.43577585,-0.021227539,-0.42372182,-0.6416454,0
-0.8327465,0.3452509,-0.9792449,0.5196539,-0.1794513,-0.6217155,-0.8226632,1
-0.907336,-0.06390485,-0.99016446,-0.06470479,-0.39151144,-0.530414,-0.81031567,0
-0.84029794,0.14814591,-0.98310614,0.35995,-0.102737635,-0.5850894,-0.81511176,1
0.16768181,-0.31046557,-0.99218607,0.41139805,-0.51468074,-0.6612389,-0.8146952,2
-0.058503717,0.46543396,-0.9874871,0.13283889,-0.2644958,-0.5475753,-0.8047707,2
-0.41336036,0.53884995,-0.9869238,-0.0037356615,-0.4344997,-0.4985215,-0.8089039,1
-0.38853225,0.2806404,-0.9837405,0.06336985,-0.084102035,-0.36014563,-0.7307354,0
-0.8208741,0.24338584,-0.9823305,0.3625008,-0.18408175,-0.57110816,-0.8155075,1
0.18659592,-0.16796935,-0.9957314,0.10585769,-0.25016588,-0.78354645,-0.75726604,2
0.5236476,-0.028313398,-0.988524,0.6885713,0.032939345,-0.18857834,-0.98300636,2
-0.7199975,-0.1505847,-0.9950152,-0.26512092,-0.22819102,-0.5035957,-0.8387165,0
-0.11407372,0.6954179,-0.98869336,-0.16888821,-0.42796934,-0.54994446,-0.77497375,2
-0.9053596,-0.09646657,-0.99008507,-0.03940782,-0.32115516,-0.55216455,-0.812377,0
-0.05987963,0.31411484,-0.99123627,-0.11410858,-0.1332628,-0.5648182,-0.8180601,2
-0.8275662,0.18756084,-0.9840064,0.29306772,-0.22133845,-0.6075611,-0.8365329,1
-0.05323127,0.56880546,-0.989798,-0.16822582,-0.2992871,-0.55541146,-0.7838303,2
-0.5746171,-0.1448757,-0.9943627,-0.23548982,-0.1956529,-0.5558784,-0.8504031,0
0.11738533,0.51380634,-0.9891547,-0.12073696,-0.14321528,-0.62639534,-0.792837,2
-0.5385388,0.62457746,-0.9822335,0.22364461,-0.49264032,-0.51717067,-0.8178169,1
-0.57979196,0.52601314,-0.9842251,0.15935703,-0.48216352,-0.50611836,-0.8365656,2
-0.9189178,0.07102245,-0.9850091,0.20051733,-0.30053917,-0.606038,-0.8078383,0
-0.7329093,0.24578583,-0.98748654,0.016245797,-0.43880367,-0.47559497,-0.83050686,0
-0.13141352,0.67344564,-0.9892897,-0.19528052,-0.41437072,-0.5260339,-0.77924156,2
-0.83068454,0.20857622,-0.9838062,0.27930516,-0.26330042,-0.60094744,-0.82650304,1
-0.31597745,0.0010456741,-0.9954257,-0.33496872,-0.090109095,-0.4634981,-0.8740541,0
-0.8523418,0.14310451,-0.985077,0.22474238,-0.27434832,-0.5912568,-0.8312171,1
-0.82741725,0.21770662,-0.9829278,0.33338583,-0.23680723,-0.62315047,-0.82996345,1
-0.12729284,-0.73925567,-0.99810195,0.07018098,-0.62177914,-0.57271403,-0.78802955,0
-0.8013621,0.27704027,-0.98382026,0.21859741,-0.42404276,-0.5486564,-0.8172281,0
-0.8011528,0.55254066,-0.97545826,0.68764627,-0.1942294,-0.6023944,-0.83422405,1
-0.7606367,0.08038968,-0.98591745,-0.035937607,-0.3089572,-0.4502324,-0.78422683,0
-0.092146665,0.014283448,-0.99421483,-0.018059775,-0.25546944,-0.6287274,-0.8219013,0
-0.5139776,0.527647,-0.98367643,0.17447878,-0.45270005,-0.53784186,-0.8150331,1
-0.22650272,0.59302133,-0.9845643,0.13888898,-0.24400276,-0.52107453,-0.79280376,2
-0.22663757,0.5622438,-0.9873302,-0.12696537,-0.44238138,-0.5593249,-0.7405535,2
-0.82246214,0.23713036,-0.9820923,0.36735123,-0.21053624,-0.58085686,-0.809872,1
-0.046275318,0.5062074,-0.9896725,-0.15546069,-0.22667734,-0.5983133,-0.7839878,2
-0.2794059,0.39227644,-0.9906237,-0.16317472,-0.3311705,-0.4954582,-0.796254,2
