0,1,2,3,4,5,label
-0.30092442,0.72096133,-0.98515695,0.04973016,-0.49770665,-0.46854043,2
-0.8578394,0.082166165,-0.98517686,0.2651838,-0.11849636,-0.5593432,1
-0.86783296,0.21554135,-0.9812613,0.4398344,-0.14531644,-0.6364459,1
-0.7813076,0.47353825,-0.9774734,0.5624345,-0.2821322,-0.6184788,1
-0.41152355,0.6393167,-0.984757,0.078881204,-0.501388,-0.49926013,1
-0.86347556,0.03103754,-0.9878677,0.042383313,-0.3797415,-0.5610964,0
-0.8247851,0.22062108,-0.98136324,0.4443574,-0.09036374,-0.6194539,1
-0.9591812,-0.14273122,-0.98936814,0.010569297,-0.24765849,-0.57917047,0
-0.9560443,-0.14341259,-0.98836875,0.052552827,-0.18303545,-0.5859766,0
-0.8405652,0.20282342,-0.9834899,0.2821005,-0.27597097,-0.5807741,1
-0.5201835,0.15524623,-0.9924383,-0.24574164,-0.35996163,-0.49513417,2
-0.9338273,-0.06495935,-0.9895718,-0.02449879,-0.36247557,-0.5462963,0
-0.65867305,0.61267996,-0.98034126,0.38736826,-0.429409,-0.5174278,1
-0.79511636,0.2552845,-0.98471344,0.19584884,-0.392783,-0.56297135,1
-0.22476128,0.6283185,-0.9866525,0.0027572662,-0.3631746,-0.46993777,2
0.21493542,-0.37195075,-0.9899254,0.6256809,-0.60899395,-0.45137733,2
-0.70007133,0.6083957,-0.9738181,0.72016215,-0.14318824,-0.5692741,1
0.026191473,0.47343296,-0.9903806,-0.11228053,-0.13069883,-0.5795585,2
-0.78789544,0.39282513,-0.9799267,0.48358727,-0.22545111,-0.5722068,1
-0.39515013,0.52219325,-0.988156,-0.10026348,-0.48732704,-0.49964345,2
0.27135545,0.2910998,-0.9859227,0.35024494,0.16143024,-0.42061436,2
0.7461141,-0.6382233,-0.99753356,0.6481125,-0.874124,-0.8265635,2
-0.03939861,0.2706747,-0.9877953,0.0961543,0.054102927,-0.45399258,2
-0.2657663,0.52128565,-0.986801,0.11538158,-0.076890424,-0.36952212,2
-0.86386627,-0.039046347,-0.9901748,-0.025933772,-0.31454185,-0.55735534,1
-0.37775764,0.44177413,-0.9875034,-0.009162605,-0.41592512,-0.5656009,2
-0.71948034,0.21768013,-0.98441696,0.17655721,-0.22143084,-0.41555336,1
-0.88945144,0.17207032,-0.97603714,0.4358112,-0.021266282,-0.42375153,0
-0.8327465,0.34525076,-0.9792441,0.51968473,-0.17946702,-0.6216067,1
-0.90733576,-0.06390518,-0.9901647,-0.06464177,-0.3915102,-0.53041327,0
-0.8402977,0.14814565,-0.98310566,0.35998964,-0.10272248,-0.5850289,1
0.1676817,-0.31046528,-0.99218535,0.41143498,-0.51468045,-0.6612332,2
-0.058504045,0.46543393,-0.9874871,0.13289094,-0.2644967,-0.5474911,2
-0.41336077,0.53884983,-0.98692405,-0.0036763102,-0.4345073,-0.4984725,1
-0.3885324,0.28064024,-0.9837406,0.06342548,-0.08409983,-0.35997087,0
-0.8208741,0.24338564,-0.98232996,0.3625403,-0.1840773,-0.5710812,1
0.18659592,-0.16796911,-0.99573135,0.1059117,-0.25016412,-0.78346515,2
0.52364725,-0.028313428,-0.9885229,0.6885937,0.03294757,-0.188586,2
-0.7199973,-0.1505849,-0.9950158,-0.2650467,-0.22818929,-0.50357217,0
-0.11407417,0.6954179,-0.98869395,-0.16882,-0.42798442,-0.5498508,2
