0,1,2,3,4,5,6,7,label
-0.8317485,0.053282663,-0.13869555,-0.98027617,0.03981252,-0.37547994,-0.56308585,0.28942737,1
-0.8444636,0.19130817,0.083334744,-0.9845791,0.020947486,-0.46118772,-0.5788413,0.25726682,1
-0.7554896,0.46135822,0.24395221,-0.98579276,-0.108955584,-0.44067416,-0.5724199,0.11416077,1
-0.80000746,0.1969978,0.091771185,-0.98276705,0.07402864,-0.44829693,-0.55860597,0.36537537,1
-0.9331763,-0.18160942,-0.4622206,-0.9779025,-0.098141775,-0.38809994,-0.53061634,0.26986793,0
-0.76442295,0.24795242,-0.056646705,-0.97913903,-0.11445785,-0.4436244,-0.58009106,0.20206442,1
-0.9307522,-0.18250462,-0.40628886,-0.97562665,-0.032199144,-0.40759048,-0.51291203,0.34015524,0
-0.47971883,0.11966693,-0.8046082,-0.9735039,-0.20788056,-0.28780183,-0.5354349,0.280818,2
-0.80172205,-0.10359484,-0.6852773,-0.9754233,-0.18660086,-0.27452952,-0.56706256,0.15877533,0
-0.9052441,-0.09957278,-0.50949526,-0.977084,-0.21090305,-0.34579226,-0.55060935,0.09849369,0
-0.6963992,0.49439812,0.03075254,-0.98131335,-0.2289401,-0.34273934,-0.51613754,0.07330798,0
-0.62861866,0.60030484,0.016815454,-0.98306715,-0.2507419,-0.32597455,-0.57729787,-0.03718047,1
-0.76733035,0.23087244,-0.22715041,-0.98013204,-0.22828346,-0.36877778,-0.5726812,0.04105428,1
0.27918446,-0.36727357,0.3849811,-0.9909988,-0.41369608,-0.1860029,-0.55168486,0.81344163,2
-0.6747713,0.6035154,0.45116782,-0.9820799,0.03848274,-0.409273,-0.52429163,0.10505938,1
0.081869006,0.4486498,-0.6506653,-0.9732924,0.028502792,-0.38318238,-0.5482913,0.33340883,2
-0.76072776,0.3775841,0.1409905,-0.9836858,-0.053671613,-0.38719845,-0.57035404,0.16777657,1
0.8324683,-0.6333683,0.40580404,-0.9946419,-0.6926901,-0.66123843,-0.4618602,0.26027772,2
0.013637722,0.24608886,-0.36988112,-0.9739351,0.22579753,-0.25371385,-0.5969192,0.18844928,2
-0.22293435,0.4997407,-0.34513882,-0.97619164,0.10125445,-0.15276165,-0.6154267,0.31515366,2
-0.83510804,-0.07656184,-0.51194626,-0.9772194,-0.1643646,-0.36059192,-0.5584802,0.21186675,1
-0.3359449,0.41812629,-0.49600285,-0.9770628,-0.2614871,-0.37458178,-0.54400337,0.23082356,2
-0.84884065,0.39287716,0.4065771,-0.97791344,0.08061652,-0.46202952,-0.527023,0.16799606,1
-0.86474705,0.14720441,0.095200986,-0.96201015,0.14708406,-0.29569057,-0.38346648,0.12920709,0
-0.80766594,0.32723594,0.18699661,-0.9844511,-0.00859876,-0.44648367,-0.56486714,0.19147673,1
-0.8776724,-0.098558426,-0.5572915,-0.9757664,-0.24380827,-0.32281452,-0.5384953,0.14239985,0
-0.81507087,0.1224416,-0.015619218,-0.9808616,0.061720043,-0.407972,-0.5598309,0.34476662,1
0.23038536,-0.31779778,0.07229751,-0.9865782,-0.3418338,-0.4771961,-0.58352673,0.10991615,2
-0.005402267,0.44997472,-0.31548083,-0.97831947,-0.09690526,-0.3619346,-0.53693694,0.13112582,2
-0.8908031,-0.14492622,-0.42655718,-0.971388,-0.06554451,-0.30348596,-0.4421593,0.260922,0
-0.37200266,0.5153723,-0.4941823,-0.9769684,-0.2680353,-0.2967568,-0.54486144,0.19936922,1
-0.34270993,0.256363,-0.39364862,-0.9646559,0.08586545,-0.17588305,-0.43565544,0.1586691,0
0.25129527,-0.19303763,-0.3481142,-0.9798091,-0.0981638,-0.61920357,-0.51991946,0.10071526,2
0.59380805,-0.02113846,0.4294452,-0.9813553,0.2561572,0.061676532,-0.68774855,0.2365972,2
-0.68404555,-0.19440854,-0.8285689,-0.9727297,-0.08136095,-0.29222834,-0.57245356,0.20906205,0
-0.062398642,0.6673763,-0.71749115,-0.97204906,-0.2651925,-0.36180228,-0.5162865,0.20189974,2
-0.67455274,0.43144566,-0.10765146,-0.98133874,-0.229449,-0.34017488,-0.58393055,0.037035123,1
-0.86591643,0.08568331,-0.11901413,-0.9786718,-0.00469853,-0.397941,-0.5293935,0.21246384,1
-0.0058121383,0.2856136,-0.6462115,-0.9734842,0.027572334,-0.3715893,-0.55438197,0.24514645,2
-0.80228984,0.1604694,-0.1069489,-0.9824196,-0.05875554,-0.42247364,-0.5880077,0.23333412,1
-0.5328659,-0.18898582,-0.79614925,-0.97310853,-0.047387116,-0.35280925,-0.58651614,0.0644783,0
0.17635775,0.48775753,-0.6624558,-0.97333956,0.011127979,-0.44242817,-0.5342454,0.2688762,2
-0.5033525,0.6104574,-0.19218287,-0.98131347,-0.32108134,-0.32234558,-0.5493335,0.073203295,1
-0.5465086,0.5077621,-0.2757319,-0.98014426,-0.31444973,-0.30300885,-0.5741172,0.08974747,2
-0.8931276,0.041616097,-0.22064409,-0.97991353,-0.14549387,-0.4175293,-0.5515307,0.21188731,0
-0.88635105,-0.18694195,-0.5889398,-0.97660536,-0.16413705,-0.35386732,-0.55284643,0.2197735,1
-0.84462345,-0.05323744,-0.38598114,-0.9766467,-0.078940526,-0.37698662,-0.55459636,0.26266092,1
-0.70073867,0.21924333,-0.45637953,-0.9778179,-0.27712333,-0.26709527,-0.5619012,0.11677523,0
-0.08043036,0.64562035,-0.750132,-0.9719857,-0.2524534,-0.33175448,-0.5196202,0.26668894,2
0.13599867,0.74524957,-0.38218957,-0.9765717,0.038396806,-0.20811069,-0.59988457,0.2587596,2
-0.26488978,-0.042470172,-0.93158144,-0.97081345,0.06253317,-0.24283555,-0.59945256,0.16931176,0
-0.8253273,0.11494738,-0.19458732,-0.9812819,-0.112378575,-0.40246782,-0.5770253,0.14834297,1
-0.8017858,0.19264272,-0.05409065,-0.98318434,-0.073212706,-0.44075748,-0.5840105,0.21749513,1
-0.06421092,-0.76570445,-0.3503035,-0.98131245,-0.46563065,-0.39077425,-0.5312153,-0.027245924,0
-0.7719531,0.25735277,-0.19163194,-0.98014325,-0.267689,-0.34952578,-0.5494477,0.09768721,0
-0.8475952,0.10545162,-0.039632738,-0.98304147,0.039256155,-0.44522053,-0.5862777,0.29077026,1
-0.037126184,-0.01864168,-0.5140833,-0.97411233,-0.09445756,-0.4449444,-0.56095964,-0.21369538,0
-0.18070874,0.5757896,-0.3094447,-0.97738844,-0.07529062,-0.32974482,-0.5173213,0.26473957,2
-0.1778417,0.5319713,-0.6507915,-0.9742031,-0.2874931,-0.37343007,-0.47495824,0.38328624,2
-0.7950876,0.21446905,-0.006575078,-0.98236614,-0.04787465,-0.39708105,-0.5460293,0.26748267,1
-0.78249204,0.16188496,-0.29679698,-0.97993594,-0.18745469,-0.35594168,-0.5540219,0.17026739,1
-0.23313159,0.36423415,-0.700765,-0.97401524,-0.17147873,-0.28867194,-0.52913564,0.3477112,2
-0.7189803,-0.07668787,-0.6931573,-0.9732853,-0.16069266,-0.2655857,-0.5547514,0.16261083,0
-0.59763783,0.039556295,-0.76959395,-0.97407365,-0.20037103,-0.24667865,-0.5488276,0.23478502,0
-0.034328967,0.09712348,-0.40526852,-0.9748691,0.111393094,-0.27700064,-0.606784,0.18451867,2
-0.33083075,0.6032001,-0.5294275,-0.97628456,-0.37076116,-0.2929437,-0.5512837,0.1045399,2
-0.38105956,0.73277056,-0.124800205,-0.98088104,-0.33306116,-0.30600268,-0.56401944,0.102516524,1
-0.79172313,0.17987543,-0.030687362,-0.9808314,-0.010216281,-0.39235386,-0.540149,0.2761626,0
-0.6011317,-0.05730021,-0.8960662,-0.9720338,-0.112598166,-0.26089862,-0.58597684,0.17213286,0
-0.7994158,0.058650166,-0.3321806,-0.97992766,-0.14399981,-0.380539,-0.5790136,0.2226605,1
-0.8504629,0.23044026,0.20146114,-0.9770885,0.09835763,-0.4719767,-0.47671053,0.31474602,1
-0.6235495,0.22388603,-0.55289954,-0.9764398,-0.3177004,-0.28877288,-0.56028324,0.10477301,1
-0.85314333,0.063637376,-0.114523485,-0.97964346,-0.015422389,-0.45609462,-0.56322247,0.305634,1
0.4244629,-0.32607722,0.6185923,-0.9856673,-0.13873662,0.2653491,-0.6130581,0.8177379,2
0.098321855,0.6614057,-0.3276258,-0.9764368,0.11137891,-0.179753,-0.6199233,0.29395235,2
-0.756392,0.45538414,0.18236718,-0.9854039,-0.1320893,-0.42474672,-0.567803,0.08627742,1
-0.7292725,0.353028,0.100546926,-0.9836117,-0.047449514,-0.42373854,-0.56422347,0.2751522,1
-0.5108262,0.56982034,-0.11643198,-0.9807623,-0.25188705,-0.28796762,-0.5812544,0.09074342,1
-0.7623484,0.20425761,-0.24501878,-0.97902954,-0.19040763,-0.35737246,-0.5591625,0.14639206,1
-0.4913686,0.7407032,0.0035266578,-0.98327285,-0.29114342,-0.31722602,-0.5865749,0.022492766,2
-0.645807,0.5284835,-0.036791682,-0.9825101,-0.2626623,-0.34081823,-0.5673443,0.024182484,1
-0.029584259,0.6738686,-0.5671984,-0.9748342,-0.18336159,-0.3618233,-0.52978706,0.33924663,2
-0.67390925,0.27152982,-0.41228673,-0.97710544,-0.2707125,-0.26870024,-0.5693798,0.053021505,0
-0.8615724,0.03483379,-0.2767598,-0.980425,-0.14197466,-0.38379514,-0.55836403,0.26408225,0
-0.9262465,-0.11596948,-0.3773824,-0.9789076,-0.09092747,-0.4143771,-0.5351389,0.25383765,0
-0.49083677,0.5695699,-0.29409033,-0.9799229,-0.27543384,-0.24434173,-0.5672501,0.11726246,0
0.26182443,0.33154824,-0.5257389,-0.9747107,0.056717515,-0.47224838,-0.5155674,0.32111222,2
-0.21162678,-0.2528319,-0.42778596,-0.97770286,-0.08963743,-0.35250837,-0.59758544,-8.866191e-06,2
-0.8124676,0.14913055,0.18578294,-0.96323985,0.2747763,-0.27152848,-0.34648687,0.3311522,1
-0.14546016,-0.2226339,-0.20064592,-0.9789198,-0.041806534,-0.25060457,-0.58603716,0.15314221,0
0.6978946,0.0992141,-0.057397217,-0.9819856,0.10725944,-0.5790943,-0.6086668,-0.05507046,2
-0.54710424,0.41709512,-0.164392,-0.9812459,-0.15000346,-0.2462636,-0.59434575,0.116823256,0
0.06841177,0.5130925,-0.4172513,-0.9753419,-0.044877656,-0.25410056,-0.52367914,0.39810836,2
-0.68603665,0.036569953,-0.5838188,-0.97654855,-0.18282369,-0.32398856,-0.5662584,0.2282866,1
-0.70213556,0.26259968,-0.1383251,-0.9820757,-0.109375186,-0.4037837,-0.5904856,0.22595116,1
-0.67221475,0.46006742,-0.098061144,-0.979854,-0.29008192,-0.34418827,-0.5385691,0.060388558,0
-0.8310736,0.23373951,0.081326485,-0.9853512,-0.039491937,-0.46302572,-0.5788315,0.2433053,1
-0.9408164,-0.25372583,-0.51165116,-0.9741232,-0.04275123,-0.37221396,-0.5051562,0.33917695,0
-0.7011963,-0.25740927,-0.86702687,-0.9724847,-0.06885552,-0.30736372,-0.5793086,0.17331468,0
-0.13220361,0.502401,-0.69584477,-0.9737143,-0.21410173,-0.34186366,-0.5136469,0.35566187,2
0.3335669,0.25183192,-0.052455783,-0.9768875,0.33815598,-0.20751302,-0.65098906,0.14557199,2
-0.2544582,0.66906154,-0.5348487,-0.9764121,-0.34924623,-0.2670341,-0.5320745,0.20313613,2
-0.31332207,0.045322716,-0.47473806,-0.9696229,0.15478787,-0.11540224,-0.57286775,0.2598814,0
0.450391,0.010298967,-0.36241612,-0.97810704,0.023741364,-0.6578413,-0.5183597,0.04620935,2
-0.8777579,-0.054350197,-0.44870293,-0.97690403,-0.21201774,-0.35037556,-0.52926946,0.13095066,0
0.4740144,-0.30667657,0.17333663,-0.98893136,-0.4357506,-0.4215922,-0.5591587,0.20728007,2
-0.77319956,0.014516294,-0.6192488,-0.9747336,-0.28219473,-0.27947193,-0.54236394,0.10974696,0
0.59306,-0.46996844,0.033939928,-0.9840097,-0.3492431,-0.70540184,-0.45262477,-0.11476153,2
0.058683813,0.6803384,-0.51954204,-0.97561216,-0.07549835,-0.33276108,-0.55814326,0.32847318,2
-0.8554603,0.0043596625,-0.2408432,-0.98082155,-0.06290444,-0.4283109,-0.5663634,0.3006578,1
0.8112488,-0.1817483,0.71613544,-0.98227334,0.058685303,0.28453404,-0.6643015,0.30476278,2
0.28564572,-0.2610674,0.11430153,-0.98539436,-0.29893267,-0.408668,-0.5677942,0.10493805,2
-0.6501374,0.43339303,-0.09488796,-0.9778351,-0.16676977,-0.30095887,-0.53318334,0.059227876,0
-0.15972379,0.5753114,-0.5430079,-0.9754335,-0.20287861,-0.30085462,-0.54753476,0.26461017,2
-0.9287362,-0.16612473,-0.3781046,-0.97426945,-0.008774862,-0.35726827,-0.47675607,0.30108377,0
-0.7094548,0.32741332,-0.05471781,-0.98248947,-0.16987056,-0.37988806,-0.5792188,0.19416499,1
0.11422354,0.42338127,-0.31727272,-0.97626644,0.18953648,-0.25210816,-0.6041319,0.3349492,2
-0.84731424,0.13068414,-0.2166374,-0.98198646,-0.16913322,-0.3803784,-0.5651076,0.15109737,1
-0.00427109,0.37516755,-0.76448476,-0.9721564,-0.05682736,-0.4357962,-0.50515765,0.28298348,2
-0.74252266,0.20913024,-0.19692051,-0.9713525,-0.16279617,-0.3492004,-0.5164841,0.23653765,0
-0.83631563,0.14681333,0.038740784,-0.98171955,0.044376165,-0.46326375,-0.57586956,0.33862317,1
-0.82539064,0.21256292,0.077216744,-0.9842299,-0.00416027,-0.4687922,-0.5833976,0.2697168,1
-0.6873479,0.3842752,0.025449038,-0.9837744,-0.1578604,-0.4172759,-0.5593133,0.2424733,1
-0.32997167,0.812456,-0.26028362,-0.98028076,-0.39738095,-0.2751801,-0.5568179,0.07663982,2
-0.7695949,0.167722,-0.3143071,-0.97688586,-0.22030658,-0.3623923,-0.52502394,0.1282676,0
-0.29074728,0.55971265,-0.5384189,-0.9769606,-0.2922214,-0.26821494,-0.54442656,0.19054674,2
-0.6767092,0.26708165,-0.2037546,-0.9813984,-0.18572377,-0.35318494,-0.5707397,0.21997014,1
-0.7004621,0.36228937,0.013276875,-0.9820707,-0.11294778,-0.39827004,-0.5442476,0.20539081,1
-0.88666195,-0.014655992,-0.325064,-0.98058635,-0.15297942,-0.36595008,-0.544804,0.23894905,0
-0.54210395,-0.0073999465,-0.8438006,-0.97278184,-0.20622267,-0.3083529,-0.5323419,0.26106253,0
-0.79168653,0.30963263,0.21518266,-0.9442198,0.1726391,-0.24064998,-0.26348606,0.12490645,0
-0.6642144,0.38426334,-0.0113734305,-0.9836987,-0.118024975,-0.4266495,-0.5896274,0.21132177,1
-0.94711196,-0.060620576,-0.09596896,-0.96537346,0.10287872,-0.44984514,-0.44959864,0.40558702,0
-0.8704251,0.028785571,-0.2000807,-0.9816426,-0.102329865,-0.42429957,-0.55048496,0.26559615,0
-0.64594936,0.4557166,-0.0783661,-0.98135024,-0.2230267,-0.36214373,-0.55878115,0.0926053,0
-0.7915067,0.27322,0.048963845,-0.9827612,-0.03752701,-0.43949276,-0.56272626,0.21778558,1
0.22260833,0.35900393,-0.44503146,-0.9762461,0.074073896,-0.3856812,-0.5930558,0.02589047,2
-0.49772948,0.60505986,-0.13765559,-0.9819314,-0.27434665,-0.30442926,-0.58486646,0.09631835,2
-0.12697855,0.4758221,-0.38880348,-0.9768519,0.04521945,-0.19093171,-0.6067887,0.38209116,2
-0.4947968,0.20356219,-0.7466719,-0.9744882,-0.2655531,-0.30711108,-0.52693945,0.2572384,2
-0.7648761,0.26390547,-0.05303541,-0.9795115,-0.04433523,-0.35753593,-0.5206005,0.18951255,1
0.23270696,0.6078812,-0.5944947,-0.9746758,-0.11321542,-0.4526948,-0.49847847,0.215411,2
-0.28717113,-0.39046794,-0.16464609,-0.980995,-0.07206814,-0.26517546,-0.60196614,0.15362273,0
-0.22709784,-0.73994744,-0.26109168,-0.98134184,-0.2765662,-0.24683353,-0.6133113,0.13853052,0
-0.2410296,0.6560807,-0.4465508,-0.97745156,-0.2601832,-0.22462328,-0.57110316,0.19397569,2
-0.37778658,0.117864676,-0.72646713,-0.97304195,-0.015208669,-0.25557712,-0.59887946,0.21065184,0
-0.83482516,-0.03884396,-0.44926488,-0.9775485,-0.18735528,-0.35245216,-0.55679584,0.25381815,0
