0,1,2,label
-0.2873548,0.732085,-0.489034,2
-0.84539866,0.22286525,-0.087234914,1
-0.39537436,0.6507518,-0.45926994,1
-0.840044,0.04864973,-0.5121865,0
-0.80288494,0.22806586,-0.08319357,1
-0.9359387,-0.12424138,-0.554772,0
-0.7696184,0.2817256,-0.1972948,1
-0.9328493,-0.12595615,-0.50943965,0
-0.81741667,0.21216516,-0.2542187,1
-0.50488836,0.17469862,-0.83075905,2
-0.81112635,-0.043596894,-0.7415956,0
-0.9099028,-0.04344684,-0.5882167,0
-0.70179933,0.5159837,-0.11798513,0
-0.6378264,0.6209065,-0.12661585,1
-0.77354825,0.2694937,-0.34198338,1
-0.21293232,0.63991255,-0.54877603,2
-0.6793785,0.61223996,0.23253971,1
0.032815695,0.49013048,-0.6870131,2
-0.37977797,0.5346807,-0.65758365,2
0.27531326,0.296605,-0.19147873,2
0.74995726,-0.6593639,0.11089069,2
-0.25391686,0.5317639,-0.4378237,2
-0.84225434,-0.020498693,-0.59323573,1
-0.36358514,0.4561693,-0.56349397,2
-0.84755427,0.4128496,0.1948052,1
-0.69834054,0.22926855,-0.3648644,1
-0.8654897,0.18091062,-0.07585728,0
-0.8825851,-0.042240947,-0.62836635,0
-0.0465717,0.47081763,-0.41043624,2
-0.89523804,-0.09238711,-0.5254804,0
-0.39688328,0.55191386,-0.554832,1
-0.7973967,0.25509924,-0.16644555,1
0.5285357,-0.03292069,0.16807264,2
-0.70169127,-0.12442455,-0.8614286,0
-0.10411003,0.7081473,-0.7312014,2
-0.88180244,-0.076951325,-0.60576487,0
-0.68192554,0.45925504,-0.23668274,1
-0.8681207,0.12903109,-0.25949055,1
-0.05139172,0.3320728,-0.6933527,2
-0.04485154,0.58544266,-0.7370801,2
-0.55694455,-0.12137851,-0.8316109,0
0.12273383,0.5294496,-0.6913517,2
-0.5609536,0.5381606,-0.3749775,2
-0.89232516,-0.12718013,-0.6629521,1
-0.8496666,-0.0009415895,-0.4882971,1
-0.7112508,0.26220104,-0.53620404,0
-0.8089011,0.22021227,-0.25825638,1
0.08955687,0.7685995,-0.45575783,2
-0.10933682,-0.7408894,-0.5011686,0
-0.777477,0.5586715,0.19710803,1
-0.74036664,0.09743081,-0.5931666,0
-0.84965205,0.14493968,-0.19461367,1
-0.49658462,0.53802896,-0.35732824,1
-0.2128115,0.6015539,-0.39975902,2
-0.21242335,0.5705154,-0.6809578,2
-0.79911935,0.24614063,-0.16128355,1
-0.038667798,0.52307975,-0.7267694,2
-0.7885959,0.2038014,-0.40520826,1
-0.26763147,0.40811574,-0.7348883,2
-0.8488693,0.2040599,-0.16939014,0
