0,1,label
-0.83175015,0.053282544,1
-0.8444636,0.1913079,1
-0.75548965,0.46135834,1
-0.80000746,0.19699775,1
-0.93317634,-0.1816101,0
-0.76442313,0.24795204,1
-0.9307522,-0.18250525,0
-0.4797188,0.11966608,2
-0.80172193,-0.10359573,0
-0.9052441,-0.09957352,0
-0.6963992,0.494398,0
-0.6286187,0.60030466,1
-0.7673304,0.23087193,1
0.27918452,-0.36727315,2
-0.67477137,0.6035156,1
0.08186895,0.44864923,2
-0.7607279,0.37758404,1
0.832469,-0.63336825,2
0.013637751,0.24608842,2
-0.22293447,0.49974036,2
-0.83510816,-0.076562524,1
-0.33594495,0.4181258,2
-0.84884083,0.39287728,1
-0.8647472,0.14720422,0
-0.80766606,0.32723576,1
-0.87767243,-0.09855932,0
-0.81507087,0.122441284,1
0.23038542,-0.31779778,2
-0.0054021776,0.44997433,2
-0.8908032,-0.144927,0
-0.37200266,0.5153718,1
-0.34270996,0.25636244,0
0.25129533,-0.19303843,2
0.59380805,-0.021137983,2
-0.68404555,-0.19440961,0
-0.062398672,0.6673757,2
-0.6745528,0.43144548,1
-0.86591643,0.08568286,1
-0.0058122873,0.28561288,2
-0.80228996,0.16046908,1
-0.5328658,-0.18898699,0
0.17635751,0.4877568,2
-0.5033525,0.6104573,1
-0.54650867,0.50776184,2
-0.89312774,0.04161553,0
-0.8863511,-0.18694276,1
-0.84462357,-0.053238094,1
-0.70073867,0.21924283,0
-0.08043033,0.64561975,2
0.13599855,0.7452494,2
-0.26488972,-0.04247111,0
-0.8253273,0.11494688,1
-0.8017857,0.19264244,1
-0.06421089,-0.7657055,0
-0.7719532,0.2573523,0
-0.8475952,0.1054513,1
-0.037126064,-0.018642455,0
-0.18070874,0.5757892,2
-0.17784181,0.53197074,2
-0.7950876,0.21446875,1
-0.78249216,0.16188443,1
-0.23313156,0.3642335,2
-0.7189802,-0.07668862,0
-0.59763783,0.039555416,0
-0.034329027,0.09712291,2
-0.33083078,0.60319966,2
-0.38105974,0.73277044,1
-0.7917233,0.17987508,0
-0.6011317,-0.057301193,0
-0.7994159,0.058649644,1
-0.8504629,0.23044004,1
-0.6235495,0.2238854,1
-0.85314333,0.06363696,1
0.42446297,-0.32607687,2
0.09832162,0.6614053,2
-0.756392,0.45538417,1
-0.72927254,0.35302782,1
-0.51082623,0.56982017,1
-0.7623484,0.20425716,1
-0.4913686,0.74070317,2
-0.645807,0.5284834,1
-0.029584289,0.6738681,2
-0.67390925,0.27152923,0
-0.8615725,0.034833238,0
-0.9262465,-0.115970194,0
-0.49083686,0.56956977,0
0.26182437,0.3315475,2
-0.21162662,-0.25283265,2
-0.81246775,0.1491304,1
-0.14546022,-0.22263464,0
0.69789493,0.09921378,2
-0.5471043,0.41709483,0
0.06841165,0.5130921,2
-0.6860366,0.03656915,1
-0.7021356,0.26259938,1
-0.67221487,0.46006715,0
-0.83107364,0.2337393,1
-0.9408165,-0.25372678,0
-0.70119625,-0.25741026,0
-0.1322037,0.5024004,2
0.3335669,0.2518316,2
-0.25445825,0.6690612,2
-0.31332207,0.04532209,0
0.45039105,0.010298222,2
-0.877758,-0.054350913,0
0.47401494,-0.30667657,2
-0.77319956,0.014515519,0
0.59306,-0.46996891,2
0.058683634,0.680338,2
-0.8554603,0.0043592155,1
0.8112494,-0.18174785,2
0.28564632,-0.26106763,2
-0.6501375,0.4333927,0
-0.15972373,0.575311,2
-0.9287364,-0.16612539,0
-0.7094549,0.32741305,1
0.11422348,0.42338082,2
-0.84731424,0.13068368,1
-0.0042711794,0.37516668,2
-0.7425227,0.20912981,0
-0.83631575,0.14681318,1
-0.8253907,0.21256267,1
-0.687348,0.38427502,1
-0.3299717,0.81245595,2
-0.76959497,0.16772142,0
-0.29074734,0.55971205,2
-0.67670923,0.26708126,1
-0.7004621,0.3622891,1
-0.886662,-0.014656633,0
-0.5421039,-0.0074009,0
-0.7916867,0.3096324,0
-0.66421443,0.38426316,1
-0.94711196,-0.060621083,0
-0.8704253,0.028784946,0
-0.6459494,0.45571646,0
-0.79150677,0.2732198,1
0.22260821,0.35900322,2
-0.49772942,0.60505974,2
-0.1269786,0.4758218,2
-0.49479687,0.20356143,2
-0.7648762,0.26390517,1
0.23270696,0.6078806,2
-0.28717104,-0.39046836,0
-0.22709775,-0.739948,0
-0.24102968,0.65608037,2
-0.37778658,0.11786385,0
-0.8348253,-0.03884466,0
0.22418499,-0.3333224,2
-0.8163294,0.12109827,1
0.6703515,-0.30154932,2
-0.84701824,0.054019257,1
-0.4997083,0.4856026,1
-0.17560965,0.7229304,1
-0.33426723,0.5114126,2
0.3418675,-0.48926705,2
-0.7145343,0.29630157,1
-0.83577836,0.21037,1
-0.8139411,0.07392448,1
-0.7655411,0.41473156,1
0.39285386,0.38045526,2
-0.03584096,0.70410717,2
-0.6583245,0.45989457,1
-0.94273484,-0.15347219,0
-0.8855572,-0.03711471,0
-0.84030056,0.14452273,1
0.10120672,-0.28954014,2
-0.6572833,-0.18076795,0
-0.6226478,0.47077468,1
-0.049931437,0.5435285,2
-0.8760164,-0.09575996,0
-0.47987026,0.5207125,1
-0.76932144,0.08846272,1
-0.88985205,0.06342302,1
-0.40476605,0.48007324,2
-0.49621752,0.30968952,1
-0.42874566,0.7029182,0
-0.7511361,0.23426689,1
-0.83242327,0.14345355,0
0.62328815,-0.6106764,2
-0.5915735,-0.21082857,0
-0.45652705,0.48168734,2
-0.124345034,0.5342271,2
-0.20722863,0.22211951,2
-0.2542228,0.7454604,2
-0.80885756,0.25534835,1
-0.6667263,0.15577973,0
-0.8176542,0.04858461,0
-0.79715705,0.20490439,1
-0.7961154,0.29770264,1
-0.00063815713,-0.009774923,2
0.04838249,0.59938717,2
0.05585423,0.5725858,2
0.53184015,-0.5516136,2
-0.11618227,0.64729166,2
-0.7995278,0.29402977,1
-0.64792603,0.40683576,0
-0.86099875,0.31674272,1
-0.26688686,1.0,2
0.3380549,0.35071737,2
-0.7047984,0.47507578,1
-0.78679574,-0.101798,0
-0.53769684,0.66557944,1
-0.5358623,0.09186077,0
-0.82200027,0.09024875,1
-0.020491868,0.5309633,2
-0.4826145,0.67691684,2
-0.13650441,0.5769843,2
-0.46381748,-0.2554071,0
-0.80286914,0.16605417,1
0.03776771,0.3610949,2
-0.8631425,-0.14798069,0
-0.08424184,0.71827316,2
-0.45451346,0.16730201,2
-0.874835,-0.1388404,0
-0.6766828,0.46188432,1
0.0039306283,0.575062,2
0.4874438,-0.2651493,2
-0.7886889,0.36333925,1
0.4423346,0.21620825,2
-0.38710478,-0.33386505,0
0.5838835,-0.21534476,2
-0.81959414,-0.12362662,0
-0.7323024,0.12291336,0
-0.8650476,0.22574593,0
-0.54673177,-0.4092062,0
-0.64045304,-0.09731382,0
-0.7511131,0.46294165,1
-0.28901067,-0.051418006,0
-0.894625,0.047932222,1
-0.031641304,0.4528064,2
