0,1,2,3,4,5,label
-0.83174944,0.053281635,-0.13869375,-0.9802763,0.039844766,-0.3758558,1
-0.84446317,0.19130833,0.08333111,-0.98457867,0.020989403,-0.46156815,1
-0.7554889,0.46135888,0.24394876,-0.98579204,-0.1089183,-0.44105446,1
-0.80000687,0.19699834,0.091771364,-0.98276705,0.074072614,-0.44863528,1
-0.9331761,-0.18160921,-0.46222043,-0.97790205,-0.09809083,-0.3884412,0
-0.7644223,0.24795271,-0.056646377,-0.97913873,-0.11441646,-0.44400585,1
-0.93075204,-0.18250442,-0.40628847,-0.9756263,-0.032142326,-0.40790033,0
-0.4797184,0.11966682,-0.8046081,-0.9735036,-0.20783967,-0.2882096,2
-0.8017218,-0.10359466,-0.6852771,-0.9754231,-0.18656518,-0.27495468,0
-0.9052439,-0.09957275,-0.5094952,-0.97708374,-0.21086285,-0.34619626,0
-0.6963984,0.49439842,0.030752659,-0.9813133,-0.22890896,-0.34312752,0
-0.62861776,0.6003052,0.016815454,-0.983067,-0.2507128,-0.32641172,1
-0.7673298,0.23087263,-0.22715026,-0.9801318,-0.22825009,-0.36917663,1
0.27918458,-0.36727303,0.38498175,-0.9909987,-0.41367885,-0.18654014,2
-0.6747705,0.60351586,0.45116866,-0.98207986,0.038527444,-0.4096144,1
0.08186978,0.4486494,-0.65066504,-0.9732923,0.028544858,-0.38355064,2
-0.7607271,0.37758458,0.14099085,-0.9836856,-0.053629495,-0.38757753,1
0.8324684,-0.6333687,0.40580463,-0.9946418,-0.6926493,-0.6612295,2
0.013638228,0.2460886,-0.36988005,-0.97393525,0.22583812,-0.25421953,2
-0.22293353,0.49974054,-0.34513813,-0.97619164,0.101287976,-0.15333864,2
-0.8351078,-0.07656172,-0.5119462,-0.9772193,-0.16432875,-0.36097917,1
-0.3359442,0.4181261,-0.49600297,-0.97706276,-0.26145232,-0.37495342,2
-0.8488401,0.3928777,0.406578,-0.9779134,0.080671385,-0.46231234,1
-0.86474675,0.14720486,0.09520224,-0.9620102,0.14714006,-0.296073,0
-0.80766547,0.32723638,0.1869975,-0.9844509,-0.008552298,-0.44683194,1
-0.8776721,-0.098558396,-0.55729127,-0.97576624,-0.2437714,-0.32320666,0
-0.81507045,0.12244197,-0.015618503,-0.9808616,0.06175977,-0.408345,1
0.23038536,-0.3177976,0.07229793,-0.98657805,-0.34179512,-0.47741973,2
-0.005401671,0.44997454,-0.3154804,-0.9783193,-0.09686902,-0.36236948,2
-0.890803,-0.14492616,-0.42655647,-0.9713877,-0.06548516,-0.30382442,0
-0.37200186,0.51537216,-0.49418247,-0.97696805,-0.2679947,-0.29716894,1
-0.34270942,0.25636286,-0.3936479,-0.96465594,0.085905105,-0.17638066,0
0.2512951,-0.19303817,-0.34811378,-0.9798089,-0.09811583,-0.6193944,2
0.5938084,-0.021138415,0.4294467,-0.98135537,0.2561974,0.06098765,2
-0.68404543,-0.19440913,-0.8285687,-0.97272956,-0.0813227,-0.29265544,0
-0.062397778,0.6673759,-0.7174915,-0.9720487,-0.2651494,-0.36217812,2
-0.6745521,0.43144602,-0.10765147,-0.98133844,-0.22942021,-0.3406213,1
-0.865916,0.08568358,-0.11901352,-0.9786717,-0.0046525598,-0.39826643,1
-0.0058116317,0.28561318,-0.6462109,-0.97348416,0.027611658,-0.37194437,2
-0.8022894,0.16046974,-0.10694848,-0.9824194,-0.05871749,-0.42286018,1
-0.53286576,-0.18898612,-0.7961489,-0.9731085,-0.04735169,-0.35324758,0
0.17635852,0.4877571,-0.66245526,-0.97333956,0.011168212,-0.4427945,2
-0.5033517,0.61045766,-0.19218305,-0.98131305,-0.32104504,-0.32276586,1
-0.5465078,0.5077621,-0.27573195,-0.980144,-0.3144157,-0.30343336,2
-0.8931272,0.04161638,-0.22064373,-0.97991306,-0.14544183,-0.41787198,0
-0.8863509,-0.18694186,-0.58893955,-0.9766051,-0.1641018,-0.3542619,1
-0.8446232,-0.05323738,-0.38598076,-0.9766466,-0.07890159,-0.3773614,1
-0.7007381,0.21924342,-0.45637938,-0.9778177,-0.27709395,-0.2675671,0
-0.080429286,0.64562,-0.75013244,-0.9719853,-0.25241014,-0.33214274,2
0.1359995,0.7452494,-0.38218924,-0.9765715,0.03843522,-0.20860669,2
-0.26488945,-0.042470694,-0.9315808,-0.97081363,0.06255169,-0.2434653,0
-0.8253268,0.11494761,-0.19458687,-0.9812816,-0.112334,-0.4028384,1
-0.8017853,0.19264309,-0.0540902,-0.983184,-0.07316966,-0.44113803,1
-0.06421146,-0.7657047,-0.35030353,-0.98131216,-0.4655973,-0.39120215,0
-0.7719526,0.25735295,-0.19163151,-0.9801432,-0.2676588,-0.34993085,0
-0.84759486,0.10545194,-0.039632022,-0.9830414,0.039292186,-0.44560045,1
-0.037125617,-0.018642083,-0.5140834,-0.974112,-0.09441285,-0.44535765,0
-0.18070796,0.57578945,-0.30944446,-0.97738826,-0.075257,-0.33022153,2
-0.17784101,0.531971,-0.65079176,-0.9742028,-0.28746152,-0.3738701,2
-0.795087,0.21446942,-0.006574422,-0.98236614,-0.047835782,-0.39745113,1
-0.7824916,0.16188516,-0.29679686,-0.9799357,-0.18741947,-0.356354,1
-0.2331309,0.36423388,-0.70076525,-0.9740149,-0.17143522,-0.2890667,2
-0.71897995,-0.07668787,-0.69315743,-0.97328514,-0.16065732,-0.26604733,0
-0.5976375,0.03955619,-0.76959395,-0.9740734,-0.20033675,-0.24715665,0
-0.0343287,0.09712317,-0.40526783,-0.974869,0.11143902,-0.2774455,2
-0.3308299,0.6031999,-0.52942806,-0.9762842,-0.37072104,-0.29333872,2
-0.3810587,0.7327705,-0.124800175,-0.9808808,-0.33302808,-0.30642545,1
-0.7917228,0.17987576,-0.030686527,-0.9808314,-0.010171711,-0.3927024,0
-0.60113144,-0.057300657,-0.89606595,-0.9720336,-0.112556696,-0.26133734,0
-0.79941547,0.058650345,-0.3321803,-0.9799275,-0.14396444,-0.3809426,1
-0.8504623,0.23044077,0.20146215,-0.9770885,0.09840977,-0.47229826,1
-0.6235489,0.22388601,-0.5528996,-0.9764396,-0.3176667,-0.28918377,1
-0.853143,0.06363769,-0.1145228,-0.9796434,-0.015389435,-0.4564839,1
0.42446262,-0.32607746,0.618593,-0.9856672,-0.1387007,0.2645043,2
0.09832263,0.66140544,-0.32762495,-0.9764368,0.11141278,-0.18032572,2
-0.7563913,0.45538464,0.18236756,-0.98540366,-0.13205293,-0.4251397,1
-0.7292719,0.35302848,0.10054761,-0.98361164,-0.047413923,-0.42412555,1
-0.51082534,0.5698205,-0.11643194,-0.9807621,-0.25185722,-0.28841886,1
-0.7623478,0.20425783,-0.24501857,-0.97902936,-0.1903742,-0.357798,1
-0.49136746,0.7407036,0.0035266876,-0.9832727,-0.2911126,-0.31765443,2
-0.6458062,0.5284836,-0.03679183,-0.9825099,-0.2626331,-0.34123445,1
-0.029583633,0.6738683,-0.5671984,-0.9748339,-0.18331808,-0.3621834,2
-0.6739086,0.27152982,-0.4122868,-0.9771052,-0.27067602,-0.26910928,0
-0.861572,0.034834012,-0.27675942,-0.9804248,-0.14194049,-0.38422543,0
-0.9262462,-0.11596939,-0.37738225,-0.9789071,-0.09087053,-0.4147014,0
-0.49083593,0.56957,-0.29409027,-0.9799226,-0.2754017,-0.24483794,0
0.26182526,0.33154762,-0.5257386,-0.9747107,0.05675471,-0.4726146,2
-0.21162663,-0.2528324,-0.42778587,-0.97770244,-0.08958706,-0.3528755,2
-0.8124672,0.14913099,0.18578443,-0.96324,0.27483627,-0.2718852,1
-0.14546025,-0.22263423,-0.20064561,-0.9789195,-0.041752182,-0.25097907,0
0.69789517,0.099213436,-0.05739644,-0.98198545,0.10731648,-0.57932407,2
-0.5471035,0.4170952,-0.1643917,-0.98124564,-0.14996529,-0.24671409,0
0.06841266,0.51309216,-0.41725117,-0.97534174,-0.04484112,-0.25459412,2
-0.6860362,0.036569804,-0.5838186,-0.9765484,-0.18278433,-0.32437286,1
-0.7021351,0.26259992,-0.13832462,-0.9820756,-0.10933699,-0.40416604,1
-0.67221403,0.46006757,-0.09806089,-0.9798539,-0.29005322,-0.34458438,0
-0.8310731,0.23373997,0.0813272,-0.98535085,-0.039448075,-0.46339095,1
-0.9408163,-0.2537257,-0.51165044,-0.9741228,-0.042696655,-0.37253374,0
-0.7011962,-0.25740963,-0.86702645,-0.9724845,-0.06881686,-0.3077932,0
-0.13220286,0.50240064,-0.6958451,-0.973714,-0.21405965,-0.34225184,2
0.33356756,0.2518316,-0.052455187,-0.9768875,0.33820093,-0.20805238,2
-0.2544573,0.66906136,-0.5348493,-0.97641164,-0.34920514,-0.26743189,2
-0.31332177,0.045322537,-0.47473723,-0.9696229,0.15483603,-0.11593662,0
0.4503913,0.010298327,-0.36241537,-0.9781069,0.023785412,-0.6580329,2
-0.87775767,-0.05434999,-0.44870257,-0.97690386,-0.2119786,-0.35074055,0
0.47401494,-0.30667657,0.17333654,-0.9889312,-0.43571937,-0.42185813,2
-0.7731993,0.014516294,-0.6192487,-0.97473335,-0.28216475,-0.27991474,0
0.59306,-0.4699692,0.03393987,-0.9840091,-0.34920666,-0.70565724,2
0.058684647,0.68033814,-0.51954186,-0.975612,-0.07545827,-0.33318776,2
-0.85546005,0.0043599457,-0.24084291,-0.98082143,-0.06286755,-0.42869145,1
0.811249,-0.1817488,0.7161372,-0.9822734,0.058748618,0.28390628,2
0.28564602,-0.26106772,0.11430204,-0.98539406,-0.2989012,-0.4090078,2
-0.6501366,0.43339318,-0.09488773,-0.97783506,-0.16673341,-0.3013611,0
-0.15972275,0.5753113,-0.5430082,-0.9754333,-0.2028378,-0.30124918,2
-0.9287361,-0.1661247,-0.3781041,-0.97426915,-0.008716777,-0.3575832,0
-0.7094542,0.32741365,-0.054717362,-0.98248935,-0.16983645,-0.38029683,1
0.114224076,0.42338085,-0.31727183,-0.97626644,0.18957642,-0.2526044,2
-0.84731376,0.13068438,-0.21663705,-0.9819862,-0.16909651,-0.3807853,1
-0.004270196,0.375167,-0.76448464,-0.9721563,-0.056792118,-0.4361856,2
-0.7425221,0.20913044,-0.19692007,-0.9713525,-0.16276336,-0.34958646,0
-0.8363153,0.14681381,0.03874156,-0.98171943,0.04441482,-0.46363294,1
-0.8253902,0.21256338,0.07721713,-0.9842295,-0.0041171014,-0.46916443,1
-0.6873473,0.38427556,0.025449932,-0.9837743,-0.15782365,-0.41766727,1
-0.32997066,0.8124561,-0.26028407,-0.9802804,-0.3973429,-0.27560335,2
-0.76959443,0.16772214,-0.31430694,-0.9768857,-0.22026496,-0.3627455,0
-0.29074645,0.5597124,-0.53841925,-0.97696024,-0.29218078,-0.268625,2
-0.6767087,0.26708183,-0.2037541,-0.9813982,-0.18568338,-0.35357183,1
-0.7004614,0.36228973,0.013277292,-0.9820706,-0.11291075,-0.39865112,1
-0.8866616,-0.014655754,-0.3250637,-0.98058605,-0.15293482,-0.36631796,0
-0.54210365,-0.007400304,-0.84380114,-0.9727815,-0.20617595,-0.30873588,0
-0.791686,0.30963293,0.21518397,-0.9442198,0.17269674,-0.24108672,0
-0.6642137,0.38426366,-0.011373103,-0.98369855,-0.11798336,-0.42701423,1
-0.94711155,-0.06062025,-0.09596838,-0.9653729,0.10295333,-0.45010144,0
-0.8704249,0.028785795,-0.20008022,-0.9816422,-0.10228513,-0.4246787,0
-0.6459486,0.45571682,-0.07836597,-0.9813502,-0.22299504,-0.36254326,0
-0.7915061,0.2732204,0.048964232,-0.98276097,-0.03748472,-0.4398471,1
0.22260886,0.35900342,-0.4450307,-0.9762461,0.074116215,-0.38602027,2
-0.4977286,0.6050601,-0.13765545,-0.9819312,-0.27431008,-0.30484253,2
-0.12697777,0.4758219,-0.38880283,-0.9768518,0.0452563,-0.19144839,2
-0.4947963,0.20356195,-0.7466723,-0.97448784,-0.26551384,-0.307515,2
-0.7648756,0.26390576,-0.053034723,-0.9795113,-0.044287868,-0.35789523,1
0.23270768,0.6078807,-0.5944946,-0.9746756,-0.113176405,-0.45301238,2
-0.28717142,-0.39046794,-0.16464554,-0.9809947,-0.072024405,-0.2655496,0
-0.22709846,-0.73994744,-0.26109076,-0.98134184,-0.27653474,-0.2472651,0
-0.24102865,0.6560806,-0.44655108,-0.9774512,-0.26014158,-0.22506443,2
-0.37778616,0.117864355,-0.7264667,-0.97304213,-0.015183479,-0.25612998,0
-0.8348249,-0.0388439,-0.44926453,-0.9775483,-0.18732034,-0.35286728,0
0.22418493,-0.33332223,-0.1480912,-0.98262715,-0.500914,-0.6119236,2
-0.816329,0.12109897,-0.043369025,-0.9820222,0.015862644,-0.4218289,1
0.67035186,-0.3015498,-0.036982596,-0.98391545,-0.19674358,-0.7521496,2
-0.84701794,0.054019988,-0.091657475,-0.9815677,0.050170496,-0.40911204,1
-0.4997075,0.48560297,-0.28572947,-0.9796766,-0.27902353,-0.32208323,1
-0.17560866,0.72293043,-0.37684417,-0.9784076,-0.27261,-0.2920332,1
-0.33426642,0.5114129,-0.5556018,-0.97636044,-0.28039616,-0.27933916,2
0.3418672,-0.48926705,0.49447757,-0.99357796,-0.600278,-0.26872256,2
-0.71453357,0.29630217,-0.11326973,-0.982066,-0.17840528,-0.4175602,1
-0.8357779,0.21037069,-0.015051067,-0.97595286,-0.05218517,-0.39936727,1
-0.81394076,0.07392521,-0.27163866,-0.98130083,-0.13434023,-0.35652098,1
-0.76554024,0.4147322,0.22039503,-0.9832178,-0.06527565,-0.46787792,1
